English,Kiswahili,Ekegusii,Domain
Support learning! Provide visual aids for blind students.,Saidia kujifunza! Toa vifaa vya kuona kwa wanafunzi wasioona.,Sira amasomo eintaneti! Karwe ebinto bigokonya abana emeoko.,Education
"Use fertilizers effectively for your beans by understanding soil needs, choosing the right type, and applying the correct amount at the right time.","Tumia mbolea kwa ufanisi kwa maharagwe yako kwa kuelewa mahitaji ya udongo, kuchagua aina sahihi, na kutumia kiasi sahihi kwa wakati unaofaa.","Tumia obwoyo buyaase oboremi bwao bweching'ende ase okomanya ekere riroba ria riganetie, gochora embusuro engiya, na kobeka obwoyo bwekerengo ekerongo ase chingaki chingiya.",Agriculture
"This talk about digital agriculture and its potential to reduce rural poverty featured Prof. Michael Kremer, 2019 winner of the Nobel Memorial Prize in ...","Mazungumzo haya kuhusu kilimo cha kidijitali na uwezo wake wa kupunguza umaskini vijijini yalimhusisha Profesa Michael Kremer, mshindi wa Tuzo ya Nobel ya 2019 katika ...","Enkwana eye igoro yegedichitari na tekinorochi  na obuya bwaye gokeaniaobotaka ase ebinyoro bakwanete igoro ya Prof. Michael Kremer, 2019 omobui o Nobel Memorial Prizeomwaka ...",Agriculture
Urban gardening allows city dwellers to grow food. Explore techniques like container gardening and vertical growing for avocados.,Ulimaji wa bustani mijini huwawezesha wakazi wa mijini kulima chakula. Chunguza mbinu kama vile ulimaji wa kwenye vyombo na ulimaji wima wa parachichi.,Abanto bamenyete emechie yechitaoni nabo baranyare gosimeka chingeni chiabo ase ebisona biabo  konyora endagera. Rigia komanya buna oratumie amakara emebuko gosimeka chiabokado.,Agriculture
Assess vocational outcomes 2025.,Tathmini matokeo ya ufundi 2025.,Renga komanya buna chisukuru chiria chikorwa amasomo yechisemi chiokwegendereria ao ao chigokora omwaka o 2025,Education
"Explore digital tools like M-Farm that can help small-scale farmers with market prices, weather forecasts, extension advice, and mobile transactions.","Gundua zana za kidijitali kama vile M-Farm ambazo zinaweza kuwasaidia wakulima wadogo kwa bei za soko, utabiri wa hali ya hewa, ushauri wa ugani, na miamala ya simu.","Bwatia komanya igoro ebokoreri biegechidtari buna M-Farm ebio biranyare gokonya abaremi bemegondo emeke igoro yamagori na echiro, komanya ogoonchoreria kwerire, obotebereria korwa ase abamanyi, and okoererania kwemebeo.",Agriculture
IEBCKenya urges our donors to continue supporting the Commission to implement activities in the 2023-2027 electoral cycle,IEBCKenya inawasihi wafadhili wetu kuendelea kuiunga mkono Tume kutekeleza shughuli katika mzunguko wa uchaguzi wa 2023-2027.,IEBC kenya yaboriri abakonyi kogenderera gosegeta emeroberio yabochori 2023-2027,Governance
IEBC urges Kenyan youth to register as voters,IEBC yawahimiza vijana wa Kenya kujiandikisha kama wapiga kura,ekeombe gietenenerete giechimbebe nobochori giasoroire abasae ime yense yakenya kogenderera kuerikia buna abaaki chikura.,Governance
"Proper feed storage prevents aflatoxin contamination. Keep grains dry, mold-free, and securely stored.","Uhifadhi mzuri wa malisho huzuia uchafuzi wa sumu ya aflatoxin. Weka nafaka kavu, zisizo na ukungu, na zihifadhiwe kwa usalama.",Kogacha endagrera buya nigo egokonya ogotabosa kwendagera.,Security
Raise awareness about the gender pay gap in corporate Kenya.,Kuongeza uelewa kuhusu pengo la malipo ya kijinsia katika makampuni ya Kenya.,Manyia abanto igoro gotareng'anana ase emesaara gati ya banto bechingencho chionsi ase Kenya yaito eye ere mberogoikera amagenderero.,Security
Announcement of AI-based nutrition and wellness advice service tailored for elderly citizens and caregivers.,Tangazo la huduma ya ushauri wa lishe na ustawi inayotegemea akili bandia iliyoundwa kwa ajili ya wazee na walezi.,Okoraria kwobokoreri bwechindagera na okogenderera na obomanyi kebonde yarosigwa ase 'ngecho ya abagaka na abareri,Health
Clubs host mock elections and debates,Vilabu vyaandaa uchaguzi wa majaribio na mijadala,Ebiombe biesukuru nkoba bire nokwegia kwobochori amo nechinkwana.,Education
Register all Grade 6 for KPSEA via CBA portal by February 28.,Sajili wanafunzi wote wa Darasa la 6 kwa KPSEA kupitia lango la CBA ifikapo Februari 28.,Rika abana bonsi bageredi  6 ase KPSEA goetera eintaneti ya CBA nyuma yechitariki 28 omotienyi 2.,Education
Lost family members can be traced through Kenya Red Cross and social media platforms.,Wanafamilia waliopotea wanaweza kufuatiliwa kupitia majukwaa ya Msalaba Mwekundu wa Kenya na mitandao ya kijamii.,Abanto basirete nnabo barabwatigwe goetera ekeombe ekebariri (Red Cross) amo nabariki amangana na komanyia abanto amang'ana.,Security
"1:11 pm Public Health PS Mary Muthoni urges parents and communities to safeguard teens during holidays, highlighting risks of drugs and peer pressure that lead to unwanted pregnancies.","Saa 1:11 usiku Katibu Mkuu wa Afya ya Umma Mary Muthoni anawasihi wazazi na jamii kuwalinda vijana wakati wa likizo, akisisitiza hatari za dawa za kulevya na shinikizo la rika zinazosababisha mimba zisizohitajika.","7:11 chiabotuko. Omoriki Omonene bwewisara ya afia - PS Mary Muthoni osabire abaibori nebinyoro biabo korenda abana babo chingaki chiomotimoko, na goteba buna ogosegetana kwabana gokobaira ase amariogo ogotindia miono kegima ase abana abanyaroka goika babwata obito btancheti.",Governance
Conduct a cost-benefit analysis before adopting new practices like drip irrigation to ensure they are financially viable for your poultry rearing.,Fanya uchambuzi wa gharama na faida kabla ya kutumia mbinu mpya kama vile umwagiliaji wa matone ili kuhakikisha zina faida kifedha kwa ufugaji wako wa kuku.,Korigia komanya bga ninki okonyora korwa oboremi bwao na egarama eyio yoboremi nyuma otaraonchoria gochia obonde buna boria bwogosiarera ebimeri amache lerio komanya gose nore nechibesa chioboremi obwo na ase obotugi bechingoko.,Agriculture
[Special Needs Education] Launch of inclusive education programs with assistive technology for learners with disabilities,[Elimu ya Mahitaji Maalum] Uzinduzi wa programu za elimu jumuishi zenye teknolojia saidizi kwa wanafunzi wenye ulemavu,"[Chisemi ase baria abaremaru] Omoroberio bwogochaka chisemi ase bonsi goetera ebinto biria bogokonya emeuko, amatino na amamama ochakirwe ase abaremaru abwo bonsi",Education
The Ministry of Public Service reminds job seekers that all internship postings are free to apply for. Avoid anyone asking for bribes or airtime in return,Wizara ya Utumishi wa Umma inawakumbusha wanaotafuta kazi kwamba nafasi zote za mafunzo ya vitendo ni bure kuomba. Epuka mtu yeyote anayeomba rushwa au muda wa maongezi kama malipo.,Eminisitiri yobokoreri bwabanto nkoinyoria are abakorogia egasi nga baria bakorigia gosoa ase okwegera mono igoro yamosomo abo nigo agwancherwa na gosoa bosa. Kana monto onde bwensi oragosabe riaki.,Security
"County emergency response teams and security agencies remain on the ground, helping relocate displaced residents to safer areas and distributing food, blankets, and other essential supplies.","Timu za kukabiliana na dharura za kaunti na mashirika ya usalama yanaendelea kufanya kazi, na kusaidia kuwahamisha wakazi waliokimbia makazi yao katika maeneo salama na kusambaza chakula, blanketi, na vifaa vingine muhimu.","Bria batenerete abokonyi chingaki chiemebasekano bekaonti kobwaterana nabarendi boborendi nao bare, bagendererete korwa ogokonya ase baria bakonyanya korwa ase yemechando goetera embura enyinge na kobaa ogokonya kwendagera, ebinto biokorarera, nebinto binde biengencho.",Governance
Install solar power in remote schools 2020.,Sakinisha umeme wa jua katika shule za mbali 2020.,Beka ebinto biria bikobwata chinguru chierisase korenta oborabu (solar) chisukuru chionsi chia risabu 2020.,Education
No learner to miss school due to fees ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ call 0800721490 if blocked at the gate.,Mwanafunzi asikose shule kutokana na ada piga 0800721490 ikiwa amezuiwa langoni.,"Mwana onde tari oraserigwe korwa esukuru ekiagera ataraakana chibesa chiesukuru, eka esimi eye kegima 0800721490 onye gwasiekierwe gotasoa.",Education
Schools closed for elections? Use the break to update your voter details via *222#.,Shule zimefungwa kwa ajili ya uchaguzi? Tumia mapumziko kusasisha maelezo yako ya mpiga kura kupitia *222#.,Chisukuru chiasiekirwe ase engencho yobochori? Tumia ribaga eri komanya ng'a ekadi yao yogoka chikura mbuya ere getera *222#.,Education
Do not leave your vehicles open or valuables visible.,Usiache magari yako wazi au vitu vya thamani vionekane.,Tomocha gotasieka erori yao gose gotiga ebinto biengencho kororekana ime.,Security
Provide school bus drivers and monitors with safety textlines.,Wape madereva wa mabasi ya shule na vifuatiliaji maandishi ya usalama.,Karwe abarundia bechirori chiesukuru na bamongere ase okobaa chianga chiria chikomesa ase egsunte.,Security
"Ag. Kenya High Commissioner in Rwanda Philip Githiora urges over 6,000 Kenyans living in Rwanda to register kenyaHCrwanda offices. Diaspora Voter Registration is going on in Kigali & the ambassador has urged Kenyans in different districts in Rwanda to enlist as voters","Balozi Mkuu wa Kenya nchini Rwanda Philip Githiora awahimiza Wakenya zaidi ya 6,000 wanaoishi Rwanda kusajili ofisi za kenyaHCrwanda. Usajili wa Wapiga Kura wa Diaspora unaendelea mjini Kigali na balozi huyo amewahimiza Wakenya katika wilaya tofauti nchini Rwanda kujiandikisha kama wapiga kura",Ebalozi ya Kenya ime ya Rwanda Philip Githiora obooririe abakenya baitaneti 6000 bamenyete Rwanda kwerikia ase ofisi,Governance
Train students! Teach trafficking prevention in schools.,Wafunze wanafunzi! Wafunze kuzuia biashara haramu shuleni.,Somia abana! Somia buna oratange oboibi bwa abana chisukuru.,Education
Help students! Pay fees to support school operations.,Wasaidieni wanafunzi! Lipa ada ili kusaidia shughuli za shule.,Konya abana! Akana esukuru fisi gokonya obokoreri bwesukuru.,Education
Distribute sanitary towels to girls 2020.,Samba taulo za usafi kwa wasichana 2020.,Karwe ebitambaa biria biobochenu chingaki chia abang'ina ase chinyaroka 2020.,Education
2 days to the resumption of the Continuous Voter Registration (CVR). Register at any IEBC Constituency office (except in areas currently with by-elections),Siku 2 kabla ya kuanza tena kwa Usajili Endelevu wa Wapiga Kura (CVR). Jiandikishe katika ofisi yoyote ya Eneo Bunge la IEBC (isipokuwa katika maeneo yenye uchaguzi mdogo kwa sasa),Amatuko abere oka atigaire egere okwerikia koria kwabotambe gochake naende. Erikie ase chiobisi chia ekeombe gietenenerete giechimbebe nobochori ande onsi ase chiobisi chiabo.(otatiga chinsemo chiria chibwate onochori oboke).,Governance
Schools directed to hold mock elections to teach democratic process.,Shule zaagizwa kufanya uchaguzi wa majaribio ili kufundisha mchakato wa kidemokrasia.,Chisukuru chiachikirwe gokora obochori bwabana kwegeria abana igoro yemeroberio yobochori eng'ikeranu.,Education
Educate students! Teach protest safety in schools.,Elimisha wanafunzi! Fundisha usalama wa maandamano shuleni.,Somia abana! Basomie enchera yokwerenda ekero kiamaandamano esukuru.,Education
Support rural electrification 2023.,Kuunga mkono usambazaji wa umeme vijijini 2023.,Sira emeroberio yokobeka esitima omwaka 2023.,Education
"Thinking of forming a group? Learn the step-by-step process of starting a credit cooperative, from member recruitment to registration.","Unafikiria kuunda kikundi? Jifunze mchakato wa hatua kwa hatua wa kuanzisha ushirika wa mikopo, kuanzia kuajiri wanachama hadi usajili.","Norengeretie buna ogochaka ekeombe? Egere ebitmbokero bigneirie ase ogochaka ekeombe giokorwa chibesa, goetera okorika abanyakeombe bao goika ekorika ekeombe.",Agriculture
"Find out about funding opportunities, grants, or low-interest loans specifically available for registered dairy groups.","Tafuta kuhusu fursa za ufadhili, ruzuku, au mikopo yenye riba ya chini inayopatikana mahususi kwa vikundi vya maziwa vilivyosajiliwa.","Rigia komanya omoroberio oreo bwokoegwa chibesa, ogokonya gwechibesa, gose amakobeso yechibesa chia inse mono ichireo ase abaremi baria bebiombe bechiombe chia ammabere berigete neserikari.",Agriculture
Demonstrate proper overtaking on highways to prevent accidents,Onyesha njia sahihi za kupita barabarani ili kuzuia ajali,Orokereria okogendi erori buya ekero ogoetania eyende ase chipara chinene gotanga emebasekano.,Security
ItÃ¢â‚¬TMs okay to talk! Reduce mental health stigma in schools.,Ni sawa kuzungumza! Punguza unyanyapaa wa afya ya akili shuleni.,Mbuya gokwana! Keania ebirengererio biobongo nokweiranana chisukuru.,Education
KUCCPS opens emergency university transfer window ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ move courses before Dec 10!,KUCCPS yafungua dirisha la dharura la uhamisho wa vyuo vikuu ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ kozi za kuhama kabla ya Desemba 10!,"Ekeombe keria ekenene getenerete korangeria abana gochia eyunifasiti KUCCPS kiaigoire omoroberio bogochenchia chikosi, chenchia ekosi yao  nyuma yechitariki 10 chiomotieni 12!",Education
Free menstrual cups for 1 million schoolgirls ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ collect from health center this week!,Vikombe vya hedhi vya bure kwa wasichana milioni 1 wa shule 2020 vinavyokusanywa kutoka kituo cha afya wiki hii!,"Ebinto biria abana abanyaroka bagotumia ase chingaki chiabo bigosibigwa naende batumia ase abana emirioni 1 ase abana abanyaroka bare esukuru, binyore korwa abakoreri bobochenu ewiki eye!",Education
The Baringo Ecosystem: Residents take up conservation agenda Residents urged to guard against exploitation,Mfumo Ikolojia wa Baringo: Wakazi waanza ajenda ya uhifadhi Wakazi wahimizwa kujilinda dhidi ya unyonyaji,Ebinto biria bietanaine mwanyabanto Baringo: Abamenyi koimokia egetambokero yokorenda ebitoetanaine ase barure okoboria bw'oborendi korwa ase obotumeki obobe.,Governance
Regional police launch COP-informed operations profiling gangs and increasing patrols in Kisumu County,Polisi wa eneo hilo wazindua operesheni zinazoongozwa na COP za kuorodhesha magenge na kuongeza doria katika Kaunti ya Kisumu,Abarai babateneneri bwokoreri bwabasikari bechingo babekirwe goikerani obokoreri obuya ase okomanya abasaria ba kera engencho nagotoma abasikari gochia ase ayio aaria ekaonti ya Kisumu.,Security
Study from home! Access online education platforms for rural students.,Jifunze kutoka nyumbani! Pata majukwaa ya elimu mtandaoni kwa wanafunzi wa vijijini.,Soma korwa inka! Nyora amasomo goetra eintaneti ase abana baria ba risabu.,Education
Install window security film to make glass harder to break.,Sakinisha filamu ya usalama ya dirisha ili kufanya kioo kiwe kigumu kuvunjika.,Sambereria chichuma ase chetirisa chia erio gotanga ebirore tibiateka raisi.,Security
"2,000 new mental health counselors deployed to secondary schools ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ book today!","Washauri wapya 2,000 wa afya ya akili waliotumwa katika shule za upili ""weka nafasi leo!""","Abasemia bebirengererio biobongo 2,000 batomirwe gochia chisukuru chiesekenderi,  rigia ribaga rero!",Education
"Beehive theft is rising. Secure apiaries, mark hives, and report suspicious buyers.","Wizi wa mizinga ya nyuki unaongezeka. Linda nyuki, weka alama kwenye mizinga, na uripoti wanunuzi wanaotiliwa shaka.","Oboibi bwemetana yechinchoke mbogendererete kogeseka. Renda buya emetana, yebeka chinamba, na manyia igoro yabagori bakengeka.",Security
Tana River residents urged to reject attempts by politicians to divide them along ethnic lines for personal gain.,Wakazi wa Tana River wahimizwa kukataa majaribio ya wanasiasa ya kuwagawanya kwa misingi ya kikabila kwa ajili ya faida zao binafsi.,Abamenyi ba Tana river baborigwe gwetanga korwa ase abanasiasa abwo bakobaatanana ase oboroso bwagesiasa ase ebirenga biokwenyera boka abanyene.,Governance
Document and resist illegal evictions; share lessons learned.,Andika na pinga kufukuzwa kinyume cha sheria; shiriki masomo uliyojifunza.,Rika na gokana okonganyigwa kwa abanto ase enchera etari engiya; sanga amo amang'ana obobui.,Security
The project is working to deliver transgenic drought-tolerant and insect-protected maize varieties to African farmers.,Mradi huu unafanya kazi ya kutoa aina za mahindi zinazostahimili ukame na zinazolindwa na wadudu kwa wakulima wa Afrika.,Emeremo eye negendererte korwa obokoreri bwa embusuro yebituma eria yanka ekonyara koremereria rire na amarwaire ebichuni ase abaremi ba Afrika.,Agriculture
"Free AI & robotics courses for 8,000 youth ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ register via TVETA portal TODAY!","Kozi za bure za AI na roboti kwa vijana 8,000 âƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ jiandikishe kupitia lango la TVETA LEO!","Chokosi chia bosa ase abasae igoro yechisemi chiepandia amo nebibwekaine ase 8,000,  erike goetera (TVETA) RERO!",Education
Universities encouraged to develop and utilize Open Educational Resources (OER) for wider access to learning materials.,Vyuo vikuu vinahimizwa kutengeneza na kutumia Rasilimali Huria za Elimu (OER) kwa ajili ya upatikanaji mpana wa vifaa vya kujifunzia.,Chiyunifasity chiasegirwe korosia na gotumia ebinto biogosomera bigoikerwa na gosomwa bosa batari goakane kende (OER) kogarei na goikera gosomia na gosoma.,Education
Silvopastoral systems in Brazil integrate trees and livestock to reduce deforestation and enhance carbon sequestration.,Mifumo ya ufugaji wa silvo nchini Brazili huunganisha miti na mifugo ili kupunguza ukataji miti na kuongeza ufyonzaji wa kaboni.,Omoroberio o'Silvopastoral aaria Brazil oretire amo etugo na emete erio gokeania okonacha amanani yemete kogesa okobwata kwembeo eria egosaria rire.,Agriculture
Verify credentials of service personnel before allowing access to property.,Thibitisha sifa za wafanyakazi wa huduma kabla ya kuruhusu ufikiaji wa mali.,Verify credentials of service personnel before allowing access to property.,Security
Public awareness campaign strengthening intelligence sharing and trust between communities and security agencies.,Kampeni ya uhamasishaji umma kuimarisha ushiriki wa kijasusi na uaminifu kati ya jamii na mashirika ya usalama.,Emeroberio yokomanyia abanto nigo egokong'ia okoererania kwobotuki na komenta okwegenana gati yabanto nabarendi boborendi.,Security
Judges in all stations will in the meantime review the deserving cases already identified by Prisons authorities and issue appropriate revision orders in an effort to decongest the prisons. Magistrate Courts will also review bail terms for those in remand.,Majaji katika vituo vyote kwa wakati huo huo watapitia kesi zinazostahili ambazo tayari zimetambuliwa na mamlaka ya Magereza na kutoa amri zinazofaa za marekebisho katika juhudi za kupunguza msongamano wa magereza. Mahakama za Mahakimu pia zitapitia masharti ya dhamana kwa wale walio mahabusu.,"Abanachi ebina ase ebitaseni bionsi, ase chingaki echio, nigo baraetere ebina biganeiri korigererigwa, biancheraneirwe nobogambi bwechichera, na korua amachiko agwenerete yoboonchoreria, erio gokeania ogoichorerana ime yechichera. Ebigambero bia abanachi ebina abake mbaetere amachiko yechibondi ase bari bare oromande",Health
Terrorist attacks are more likely during major holidays and the public is urged to maintain heightened awareness and avoid crowded spaces.,Mashambulizi ya kigaidi yana uwezekano mkubwa wa kutokea wakati wa sikukuu kuu na umma unahimizwa kudumisha uelewa mkubwa na kuepuka nafasi zilizojaa watu.,Ogoakwa chipomu ngokageire mono chingaki chiemetiko nemeyega emenene igo ogosaba goikarania koba maiso kwarurwe goetra okomanyania na kwebacha korwa omoganda bwabanto abange.,Security
"Further, research institutions, including the Kenya Agricultural ... Better market access: Strengthening cooperatives, promoting digital ...","Zaidi ya hayo, taasisi za utafiti, ikiwa ni pamoja na Kilimo cha Kenya ... Upatikanaji bora wa soko: Kuimarisha vyama vya ushirika, kukuza kidijitali ...","Goetania ayio, ebiombe biobokongoria amo na keria gia Kenya Agricultural ... Chichiro chingiya, gosoa echiro: Gokong'ia ebiombe, gosegeta  egechiditari...",Agriculture
Kenya's policy framework ensures coordinated disaster management. Understand your rights and government obligations.,Mfumo wa sera wa Kenya unahakikisha usimamizi wa maafa ulioratibiwa. Elewa haki zako na majukumu ya serikali.,Amachiko aKenya igoro yobokoreri ekero kia omobasekano nkoenekia are ng'a okobeaterana nekomoti yemebasekano. Manya aboronge bwao neki eserikari ebwenerete kogokorera.,Security
Human activities cause most wildfires. Avoid open flames in forests and report smoke sightings to Kenya Forest Service.,Shughuli za kibinadamu husababisha moto mwingi wa porini. Epuka miale ya moto iliyo wazi katika misitu na uripoti moshi kwa Huduma ya Misitu ya Kenya.,Engencho abanto bagokora ebinto biabo nero egwokia omorero ase chingaki chinyinge.,Security
"Public Participation and Stakeholder Engagement: In accordance with Article 10(2) of the Constitution of Kenya, the Ministry of Roads and Transport invites members of the public and stakeholders to participate in public forums.","Ushiriki wa Umma na Ushiriki wa Wadau: Kwa mujibu wa Kifungu cha 10(2) cha Katiba ya Kenya, Wizara ya Barabara na Uchukuzi inawaalika wananchi na wadau kushiriki katika mijadala ya umma.","Okoumerana na okobwatera nabanto nabasangi ao ao: Koreng'ana nerichiko ria 10(2) riegatabu kiamachiko gia Kenya, Eminisitiri yechipara nobobogoria yachikire abanto nabasangi bande gosanga ase ebikaranso biechinkwana chia bonsi.",Governance
"Government issued updates on North Rift anti-banditry operations, including arrests and livestock recovery, urging public cooperation.","Serikali ilitoa taarifa mpya kuhusu shughuli za kupambana na ujambazi za North Rift, ikiwa ni pamoja na kukamatwa na kurejeshwa kwa mifugo, ikihimiza ushirikiano wa umma.","Eserikari yamanyetie abanto ba North Rift igoro yemeroberio yaye gotanga oboibi bwechiombe, abaibi babwatirwe nechiombe chianyorirwe na koiranigwa, na gosaba nga okobwaterana kobeo.",Security
Ensure clean water! Prevent cholera outbreaks in schools.,Hakikisha maji safi! Zuia milipuko ya kipindupindu shuleni.,Rora ng'a amache mamarabu! Tanga ogwateka kwendwari yogosaa ase esukuru.,Education
The Commission calls upon business owners to stay alert to during the election period.,Tume inatoa wito kwa wamiliki wa biashara kuwa macho wakati wa uchaguzi.,Ekeombe kiarure okoboria gochia ase abaonchoreria koba maiso chingaki chiobochori.,Governance
Train on mental health for teachers 2021.,Mafunzo kuhusu afya ya akili kwa walimu 2021.,Somia abarimu igoro yomorembe bwobongo  omwaka 2021.,Education
"Reports detailed police-ordered lockdowns on Saba Saba Day, including blocked routes, live fire, and escalated confrontations.","Ripoti zinaelezea kwa kina amri ya polisi ya kufungiwa kwa watu siku ya Saba Saba, ikiwa ni pamoja na njia zilizofungwa, mapigano ya moja kwa moja, na mapigano yaliyoongezeka.","Chiripoti igoro ya buna abasikari batangete ogotara, gosanga na koererania amangana rituko ria Saba Saba, goetra ogosieka chipara, okorasa chimbunde, na kogesa emeburukano.",Security
"""Wanafunzi wanaombwa wasitumie wasimamizi wasiojulikana kusajili HELB. Maafisa bandia wamekuwa wakichukua pesa wakiahidi kufanikisha mkopo.""","""Wanafunzi wanaombwa wasitumie wasimamizi wasiojulikana kusajili HELB. Maafisa bandia wamekuwa wakichukua pesa wakiahidi mkopo.""","""Abana babioriigwe tibatumia abatenereri batamanyekaneti ekero bakwerika konyora ogokonya gwechibesa korwa HELB. Abanene ba pandia babeire bagosaba chibesa ase okobatebia ng'a mbabae chibesa chieroni ya HELB.""",Security
Risk assessment tools help identify individuals at high risk of experiencing or perpetrating violence to enable targeted interventions.,Zana za tathmini ya hatari husaidia kutambua watu walio katika hatari kubwa ya kupitia au kufanya vurugu ili kuwezesha hatua zinazolengwa.,Amasakara abwate amaborio na buna abanto bakoiraneria ebigokonya korora na komanya buna abanto baria bare ase ekonyarekana gokorerwa bobe gose kogenderera gokorerwa bobe erio gokonya kobeka emeroberio yogotanga ebwenerete.,Security
Large gatherings increase theft risks. Supervise herds and coordinate with security agencies.,Mikusanyiko mikubwa huongeza hatari za wizi. Simamia makundi ya wanyama na uratibu na vyombo vya usalama.,Omoganda omonenenbwabanto nigo okongusa abaibi. Renda etugo yao buya na bwaterana nabarendi boborendi.,Security
Integrate values education 2022.,Unganisha thamani za elimu 2022.,"Renta amo chingencho chiobuya, obwegenwa na obokoreri obuya ase chisemi 2022.",Education
"Mpox symptoms include fever, rash, and swollen lymph nodes. Seek medical care immediately if you notice any of these.","Dalili za Mpox ni pamoja na homa, upele, na uvimbe wa tezi za limfu. Tafuta huduma ya matibabu mara moja ikiwa utagundua yoyote kati ya haya.","Ebimanyererio bia Mpox nigo bire buna rikuba, upele, okobimba chingw’eno. Genda nyagitari kegima ekero kwarorire ebimanyererio ebi ase ore.",Health
"Biotechnology advances are reshaping agriculture and improving food security among other spheres. However, agricultural biotechnology is a relatively ...","Maendeleo ya bioteknolojia yanabadilisha kilimo na kuboresha usalama wa chakula miongoni mwa nyanja zingine. Hata hivyo, bioteknolojia ya kilimo ni ...","Okogendera ase ensemo yoboremi bwegidichitari kwabeire okwengencho as okoreta omoroberio omoyia goikerania omoigoto ase chinsemo chinde. Nonya nogo, tekinorochia erengete gokinia ebemeri biorongo yarorekanire koba ande ake ...",Agriculture
Conduct energy audits 2024.,Fanya ukaguzi wa nishati 2024.,kabe nomoroberio bwokomanya buns omorero gose esitima egotumeka 2024.,Education
Kenya confirms three new Mpox cases in Busia; Health Ministry warns of a high risk of importing Marburg and Ebola viruses from neighboring Tanzania and Sudan.,Kenya yathibitisha visa vitatu vipya vya Mpox huko Busia; Wizara ya Afya yaonya kuhusu hatari kubwa ya kuagiza virusi vya Marburg na Ebola kutoka nchi jirani za Tanzania na Sudan.,Kenya yaenekirie abanto batato gotwara oborwaire bwa MPOX ase ekaunti ya Busia. Ewizara ya Afya yakureire okonyarekana gw'okwambokeria ebirusi bya Marburg na Ebola korwa Chinse jirani chia Tanzania na Sudan.,Health
"Report suspicious activities linked to gangs, terrorism, or violent demonstrations.","Ripoti shughuli zinazotiliwa shaka zinazohusiana na magenge, ugaidi, au maandamano ya vurugu.","Manyia abagambi igoro yrbikoru biechitangutangu bibwatekaine nobokebago bwabanto abange, okoruta chipomu, gose okoroberekana kwobotindi.",Security
"Though rare, earthquakes can occur. Drop, Cover, and Hold during tremors. Avoid buildings with cracks and report structural weaknesses to authorities.","Ingawa ni nadra, matetemeko ya ardhi yanaweza kutokea. Kuanguka, Kufunika, na Kushikilia wakati wa mitetemeko. Epuka majengo yenye nyufa na uripoti udhaifu wa kimuundo kwa mamlaka.","Nonya omotengencho tori koba mono,nabo ekanyerekana ochiche.Tuba omotwe oo na ekumbe gose kunama namagako ao gochia inse,ekero kiomotengencho.Kabe are nechinyomba chitandogete,gose gose chiekumbete na manyia abateneri bamaagacho igoro yobogongeru bwechinyomba echio.",Security
Keep bushes and trees near windows trimmed to eliminate hiding spots.,Weka vichaka na miti karibu na madirisha yaliyokatwakatwa ili kuondoa sehemu za kujificha.,Nacha emete na rabia orosana ase chitirisa gotanga abaibi tibebisa aroro.,Security
GT News | EACC urges compliance with traffic laws to combat corruption on Kenyan roads. Motorists play a vital role. Let's prioritize road safety! Report corruption to Toll-Free No.1551.,Habari za GT | EACC yahimiza kufuata sheria za trafiki ili kupambana na ufisadi barabarani Kenya. Madereva wana jukumu muhimu. Tuweke kipaumbele usalama barabarani! Ripoti ufisadi kwa Nambari ya Simu Isiyolipishwa 1551.,"Amayia korwa GT, ekeombe giokorwania obokurumi ime yense kiaboririe amachiko onsi abara kobwatigwa erio gokeania obokurumi ase chibara, abarundia nigo bagokora emeremo emiya ase ogoikerania oboseera ase chibara.  karue amang'ana ao igoro yobokurumi ase ogoaka esimi etari konacha besa 1551.",Governance
Government urges farmers to plant early-maturing maize varieties to adapt to shorter rainfall cycles.,Serikali inawahimiza wakulima kupanda aina za mahindi zinazokomaa mapema ili kukabiliana na mizunguko mifupi ya mvua.,Eserikari nogo egosorora abaremi ebimeri biebituma biria bikwama bwngo buna enchera eyomo yogwekongia ase embure enyeng'e.,Agriculture
Authorities notified the public of an Al-Shabaab attack in Garissa and urged vigilance as additional troops were deployed.,Mamlaka iliwaarifu umma kuhusu shambulio la Al-Shabaab huko Garissa na kuhimiza kuwa macho huku wanajeshi wengine wakipelekwa.,Aabarai banyirie abanainchi igoro yobkebago bwogokwa epomu na Al-Shabaab aaria garisa Garissa na gosaba koba maiso buna enchera eyemo gokonya ebikosi bia abasikari biria biatomirwe.,Security
Apply for TVET bursaries by March 15 via HELB.,Tuma maombi ya ufadhili wa TVET ifikapo Machi 15 kupitia HELB.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),Education
