English,Domain,Source,SourceFile
"remained relatively stable, averaging 150.6 kgs in Mixed Farming Zone and 157 kgs in the Marginal Mixed Farming Zone.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
indicating a stable market environment and stronger purchasing power for households relying on livestock sales.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"households consumed an average of 1.5 liters, slightly higher than the 1.2 liter recorded in the Marginal Mixed Farming Zone.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"zones, reflecting an increase from 84.2% in the previous month.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"Zone, 75.7% met this threshold.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"and 18.2% in the Marginal Mixed Farming Zone, with 6.1% in the poor category.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"pulses at least four times a week, complemented by protein-rich foods once or twice weekly, indicating stable food availability and access.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"malnutrition, based on Mid-Upper Arm Circumference (MUAC) measurements of 125-134 mm, increased from 3.5% in the previous month to 4% this month.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"diversity, particularly in the Marginal Mixed Farming Zone, where challenge in access to food stocks from the previous harvest increased reliance on less nutritious meals.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"range and above the Long-Term Average of 1.7%, as shown in Figure 14.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
There was no disease outbreak reported during the period under review.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Infections (URTI) were observed among both adults and children.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"Index (CSI) stood at 10, indicating reliance on coping mechanisms to manage food shortages.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"meal sizes, limiting portion sizes and seeking external food assistance.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"with the Mixed Farming Zone recording a lower index of 5.6, while the Marginal Mixed Farming Zone had a higher index of 14.3.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"better crop and dairy production, as well as relatively stable water access, reducing the need for coping strategies unlike the Marginal Mixed Farming Zone.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
county remains relatively stable.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
There was none during the month.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"However, the following were proposed.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Newcastle disease cases were reported within the two sub-counties of Tharaka North and South.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
observed during the reporting period.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"Pasture and water resources remain relatively accessible within the county, reducing the need for herders to move their livestock in search of better conditions.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
continues to improve as a result of the rainfall being experienced in the County.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Distances to water sources will reduce significantly which will likely increase watering frequency of livestock.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
The high cost of living continues to strain household purchasing power.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Enhance resilience building activities in the County to build capacity of local communities to withstand climate related shocks.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"Action: County Government, County Commissioner (Interior), NDMA and Other stakeholders.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Encourage mindset change among farmers to stock more of their harvest and sell less.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Action: County Government (Dept of Agriculture) and other stakeholders.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Encourage mindset change among households to practice water harvesting and tree planting during the upcoming MAM rains.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Action: County Government (Dept of Water) and other relevant stakeholders.,Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
"Implement projects geared towards enhancing community resilience i.e. water, crop and pasture development projects etc. Action: County Govt. and relevant stakeholders.",Agriculture/Disaster,NDMA Tharaka Nithi Drought Early Warning Bulletin April 2025,Tharaka_Nithi_DEW_Bulletin_April_202520250516124428.pdf
Situation & EW Phase Classification Biophysical Indicators Wajir County remained dry throughout the whole of August 2025.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
This is normal at this time of the year.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
September 2025 is also expected to be dry and sunny.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"Vegetation Condition: The vegetation condition index (VCI) was normal to above normal greenness, except Ademasaida and Hadado wards in Wajir West Sub-County that recorded moderate vegetation deficit.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Livestock prices reduced across the three species.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Maize price slightly declined from Ksh.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
93 per kg in July 2025 to KSh.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Indicators: The number of children at risk of malnutrition increased from 10.6 percent in July 2025 to 12.2 percent in August 2025.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
1.1 Rainfall Performance Drier conditions continued to be witnessed across the county during the month under review.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, this is normal as the month of August normally falls under the JJA dry season.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The KMD preliminary long-lead forecast for the October-November-December (OND) 2025 Short Rains season indicates that the County is expected to receive below-average rainfall.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Vegetation condition registered a steep decline from June 2025 and has been declining since then as shown in the figure below.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
2.1 Vegetation Condition Index (VCI3M) Favourable vegetation condition of Normal to Above Normal Vegetation Greenness was recorded in August 2025 as shown in figure 2 below.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, Ademasajida and Hadado/Adhibohol wards in Wajir West registered moderate vegetation deficit.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The vegetation condition is expected to deteriorate in the coming months unless the county receives enhanced rainfall during the 2025 OND short rains season.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The depletion was more pronounced in areas within the Pastoral Livelihood Zone.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The poor temporal distribution of the 2025 long rains affected the regeneration of pasture.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The available pasture is expected to last up to October 2025.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
No major constraints in access to pasture was noted during the reporting period.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, bushfire outbreak in Lagbogol ward affected large sway of grazing land.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The browse condition remained good to fair across the county.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
likely to last for more than two months.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The poor temporal distribution of the 2025 long rains affected the adequate regeneration of browse.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
No major constraints reported during the month under review.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
isolated cases of biting insects in areas with dense browse that forced pastoralists to migrate from such areas.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"2.3.1 Sources Majority of households currently get water for domestic and livestock needs primarily from boreholes, water pans and shallow wells.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Water availability in open water sources such as water pans has been an issue for Wajir County since 2024 as the enhanced 2023 OND rains destroyed most of the water pans.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
There has been a marked increase in the number of centres relying on water trucking as their main source of water.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
2.3.2 Household Access and Utilization The domestic distance to water sources increased from 5km in July 2025 to 7.6 during the month under review.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"When compared to the long-term average, the current distance increased by more than 22 percent.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
This increase in distance could be attributed to drying up of water pans.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"When compared to the previous month, the distance to water sources in the month of Aug 2025 increased significantly and stood at 10.6km.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"This is attributed to the drying up of water pans, especially in the Pastoral Livelihood Zone.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The current distance is almost the same as the long-term average as shown in figure 4.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"Frequency of watering livestock species largely remained the same as last month, with no variation across the livelihood zones.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
3.1.1 Livestock Body Condition The livestock body condition for all species across the livelihood zones ranged between very good to good.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The browsers (camels and goats) are in very good body condition while the grazers (sheep and cattle) are in good to very good body condition.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The good livestock body condition continues to have a positive impact on the livestock sale value.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
3.1.2 Livestock Diseases No livestock disease outbreak was reported during the month under review.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, there are active cases of Contagious caprine pleuropneumonia (CCPP) and Peste des petit ruminants (PPR) reported across the county during the reporting period.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
There is heightened surveillance for Rift Valley Fever Outbreak (RVF) following the Alert raised by FAO and the Department of Veterinary Services.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
household per day declined from 2.5litres in July 2025 to 2.2litres in August 2025.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"decrese, the current milk production is above the long- term average by around 26 percent.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
3.2 Rain-Fed Crop Production No meaningful harvest was realized from the crops planted during the 2025 long rains season.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Most of the crops planted during the season withered and dried up following the early cessation of the season.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Cattle price dropped from Ksh.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
deteriorating rangeland resources.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, despite the decline, the current price is still above the long- term average by around 47 percent.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"Small Ruminant (Goat price) During the month of August, a medium-size goat went for Ksh.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"5,100; which is a slight decrease when compared to the previous month’s price of Ksh.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
attributed to high supply due to school opening.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
average as shown in figure 7.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Camel price There was a slight decline in camel prices from Ksh.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"56,000 during the month under review.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
This drop is attributed to reduced demand in the market.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, despite the decline, the current price is still above the long-term average by around 17.2 percent as shown in figure 8 below. .",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"4.2 Crop Price 4.2.1 Maize As shown in Figure 9, the average retail price (per kg) of maize slightly declined from Ksh.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
This slight drop is attributed to normal market forces of demand and supply.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Terms of Trade (ToT) The terms of trade in August 2025 largely remained the same as last month and stood at 67.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
This was due to the balance of ratio in goat and maize prices.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The current ToT is slightly above average as shown in figure 10.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, the Terms of Trade is expected to register deterioration in the coming months as livestock prices continue to decline.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
consumption in August 2025 remained the same as last month and stood at 1.5litres per litres.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
consumption is above the long- term average by about 35 percent.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"consumption, while 31 percent were on the borderline.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"Households in Pastoral Livelihood Zone were the most affected, as around 34 percent of them recorded poor food consumption score.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"This high number of food insecure households could be attributed to significant downscaling of humanitarian interventions, since currently only one organization (RACIDA) is implementing cash transfer intervention.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Figure 11: Milk consumption-Aug.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
5.2 Health and Nutrition Status 5.2.1 Nutrition Status The number of children at risk of moderate malnutrition increased from 10.6 percent in July 2025 to 12.2 percent during the month under review.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
humanitarian interventions across the county.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"increase, the current trend is still below the long-term average by around 35 percent as shown in figure 13.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
5.3.2 Health Status There was no human disease outbreak reported in August 2025.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Indices 5.4: Reduced coping strategy index (rCSI) The mean rCSI score for the county in August 2025 remained the same as last month and stood at 9.0.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Households in the Pastoral Livelihood Zone applied more coping strategies when compared to households in other livelihood zones.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The coping strategies commonly applied include relying on less preferred food and reducing the number of meals per day.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Figure 14: Coping strategy index-Aug.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
6.1.1 Insecurity/Conflict/Human Displacement There were reported cases of resource-based conflict during the month under review at Arbajahan Ward in Wajir West where some lives were lost.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The situation has been contained through community peace dialogue meetings.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, there is the need to sustain more peace efforts in the said area to prevent further tension/conflict flare up.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
6.1.2 Migration There were no any unusual livestock migration reported during the month under review.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
The current migration pattern is still normal and within the seasonal trends.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, there were some movements/migrations as pastoralists migrate from areas where the water pans have dried up.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"There were reports of bush fires outbreak in Lagbogol Ward, Wajir South Sub-County which affected large sway of grazing land.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
'Short Rains' season indicates that the County is expected to receive below-average rainfall.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
2025 short rains season when the county may experience some short-lived regeneration.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
availability of rangeland resources.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Livestock prices are expected to remain above average during the projected period.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, should the 2025 short rains fail, then the price may start to decline.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
especially the provision of essential health and nutrition commodities.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Livestock migration is expected to remain normal and within the seasonal ranges.,Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"However, should the 2025 short rains fail, then we may have increased migration.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"The abrupt closure of USAID funded projects is expected to have negative ripple effects on vulnerable households, with children and pregnant & lactating mothers becoming the most affected.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
"Currently, only one organization (RACIDA) is implementing interventions in the whole of Wajir County.",Agriculture/Disaster,NDMA Wajir Drought Early Warning Bulletin August 2025,Wajir_DEW_Bulletin_August_202520250911172533.pdf
Situation & EW Phase Classification Biophysical Indicators Rainfall The county had normal rains during the reporting period.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
The amounts received were fair in both time and space across the livelihood zones.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Socio-Economic Indicators (Impact Indicators) Production Indicators Grain filling/podding and harvesting stages are in fair to good condition.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Livestock body condition was fair to good.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Milk production was within the normal ranges.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Household water distances were within normal.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Livestock watering distance were above the normal. ranges.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Risk of malnutrition was within the normal ranges.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Index was above normal ranges.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
space across the livelihood zones.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"According to WFP-VAM datasets, cumulative rainfall estimates increased by 37 percent, rising to 97.37 mm in August from 71.71 mm in July (Figure 1).",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Rainfall amounts were generally higher in August compared to July, with the highest rainfall recorded at the Kapenguria AWS in West Pokot Sub-county, while the lowest rainfall was observed at the DCC Office in Sigor (Weiwei Ward), Pokot Central Sub-county.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"above normal, falling within the normal range of 35.56–97.37 mm (Figure 1).",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"improved by 20 percent, rising to 62.11 in August from 51.80 in July.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
