English,Kiswahili,Domain,Ekegusii
UNICEF Kenya Humanitarian Situation Report No. 2 (Mpox Level 3 Emergency) for 31 October 2024,Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 2 (Mpox Level 3 Emergency) ya tarehe 31 Oktoba 2024,Disaster/Health,
Speeding Catches Up With You: This campaign focuses on social norming as a way of deterring people from speeding. Drive within speed limits to stay safe on the road.,Mwendo Kasi Unakufikia: Mkakati huu unalenga kubadilisha mienendo ya jamii ili kuwazuia watu kuendesha gari kwa mwendo kasi. Endesha gari kwa mwendo unaoruhusiwa ili kubaki salama barabarani.,Security,
Kenya: Fostering sustainable peace and development in Tiaty through collaboration with professional organisations,Kenya: Kukuza amani na maendeleo endelevu katika Tiaty kupitia ushirikiano na mashirika ya kitaaluma,Disaster/Health,
Why community trust is critical to health emergency response,Kwa nini imani ya jamii ni muhimu kwa mwitikio wa dharura wa kiafya,General,
TaiwanICDF and Terre des hommes Partner to Alleviate Kenya's Water Crisis,TaiwanICDF na Terre des hommes Washirika wa Kupunguza Mgogoro wa Maji nchini Kenya,Disaster/Health,
Laikipia County: Drought Early Warning Bulletin for May 2022,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2022,Disaster/Health,
Nutritional Status of Refugees and Host children in Kenya (2025): Survey findings on child nutrition and immunization among refugee and host communities in Turkana Country and urban areas of Nairobi,Hali ya Lishe ya Wakimbizi na Watoto Wahifadhi nchini Kenya (2025): Matokeo ya utafiti kuhusu lishe ya watoto na chanjo kati ya wakimbizi na jamii zinazowahifadhi katika Nchi ya Turkana na maeneo ya mijini ya Nairobi.,Disaster/Health,
Weekly Bulletin on Outbreaks and other Emergencies: Week 44: 28 October - 3 November 2024 Data as reported by: 17:00; 3 November 2024,Taarifa ya Kila Wiki kuhusu Milipuko na Dharura Nyingine: Wiki 44: 28 Oktoba - 3 Novemba 2024 Data kama ilivyoripotiwa na: 17:00; 3 Novemba 2024,Disaster/Health,
"To enhance access, equity, quality and relevance of education and training at the university level.","Kuimarisha upatikanaji, usawa, ubora na umuhimu wa elimu na mafunzo katika ngazi ya chuo kikuu.",General,
"Kenya: One-third of children found to be malnourished in Turkana as aid cuts, crocodile attacks compound hunger crisis","Kenya: Theluthi moja ya watoto wapatikana na utapiamlo huko Turkana huku misaada ikikatwa, mashambulizi ya mamba yanasababisha njaa.",Disaster/Health,
The Cost of Living Crisis for Urban Displaced People in East Africa: The Role of Inclusive Social Protection,Gharama ya Mgogoro wa Maisha kwa Watu Waliohamishwa Mijini katika Afrika Mashariki: Jukumu la Ulinzi wa Jamii Jumuishi.,Disaster/Health,
Mozambique takes a decisive step in HIV prevention with the introduction of Lenacapavir and the Biomedical Combination Prevention Guidelines,Msumbiji inachukua hatua madhubuti katika kuzuia VVU kwa kuanzishwa kwa Lenacapavir na Miongozo ya Kuzuia Mchanganyiko wa Kibiolojia.,General,
"By protecting livestock health and supporting families with cash transfers, FAO and partners will help 6 000 pastoral households survive the drought and preserve their resilience and dignity in the face of disasters and climate shocks.","Kwa kulinda afya ya mifugo na kusaidia familia kwa uhamisho wa fedha, FAO na washirika watasaidia kaya 6,000 za wafugaji kustahimili ukame na kuhifadhi ustahimilivu na heshima yao katika kukabiliana na majanga na majanga ya hali ya hewa.",Disaster/Health,
To contain the spread of COVID-19 @MOH_Kenya is leading the drive to fumigate Gikomba & Muthurwa markets towards #KomeshaCorona campaign To prevent Covid-19 wash your hands with soap & running water for at least 20 seconds Wash your fingertips and under your nails,Ili kudhibiti kuenea kwa COVID-19 @MOH_Kenya inaongoza harakati za kuteketeza masoko ya Gikomba na Muthurwa kuelekea kampeni ya #KomeshaCorona Kuzuia Covid-19 osha mikono yako kwa sabuni na maji yanayotiririka kwa angalau sekunde 20 Osha vidole vyako na chini ya kucha.,Public Health,
"Nairobi - Following successive Ebola and Marburg outbreaks across East Africa, countries are shifting how preparedness is defined, placing greater emphasis on the quality of clinical care delivered to patients.In recent …","Nairobi - Kufuatia milipuko mfululizo ya Ebola na Marburg kote Afrika Mashariki, nchi zinabadilisha jinsi utayari unavyofafanuliwa, na kutilia mkazo zaidi ubora wa huduma za kimatibabu zinazotolewa kwa wagonjwa.",General,
Nyeri (Kieni) County: Drought Early Warning Bulletin for January 2023,Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Januari 2023,Disaster/Health,
"Unlike acute heatwaves, chronic heat refers to sustained periods of elevated temperatures that can silently undermine health and wellbeing of populations and ecosystem as well as critical sectors such as transport, energy, agriculture and infrastructure.","Tofauti na mawimbi ya joto kali, joto sugu hurejelea vipindi endelevu vya viwango vya juu vya joto ambavyo vinaweza kudhoofisha afya na ustawi wa watu na mfumo ikolojia kimya kimya na sekta muhimu kama vile usafiri, nishati, kilimo na miundombinu.",Health,
School Health & Nutrition Facility Progress Report 2024 (August-December),Ripoti ya Maendeleo ya Kituo cha Afya na Lishe 2024 (Agosti-Desemba),Health,
"If you you are getting sick with #COVID19, follow this step-by-step guide to prevent spreading the virus to others @CDCKenya @WHOKenya @UNICEFKenya @KNH_hospital @PDUDelivery @KEMRI_Kenya @SpokespersonGoK @RedCrossKe @EduMinKenya","Ikiwa unaugua na #COVID19, fuata mwongozo huu wa hatua kwa hatua ili kuzuia kueneza virusi kwa wengine @CDCKenya @WHOKenya @UNICEFKenya @KNH_hospital @PDUDelivery @KEMRI_Kenya @SpokespersonGoK @RedCrossKe @EduMinKenya",Public Health,
"Applications are invited from qualified Degree, Higher National Diploma (HND) and Diploma Holders for the positions of Vocational and Technical Trainers available in thevarious Technical, Vocational Education and Training Institutions as indicated","Waombaji waliohitimu Shahada, Stashahada ya Juu ya Taifa (HND) na Wenye Stashahada kwa nafasi za Wakufunzi wa Ufundi Stadi na Ufundi wanaopatikana katika Vyuo mbalimbali vya Ufundi, Elimu ya Ufundi na Mafunzo kama ilivyoonyeshwa.",General,
"Favoriser des systèmes alimentaires résilients, équitables et durables : Une synthèse du partenariat Cultiver l'avenir de l'Afrique (CultivAF) 2013-2023","Inayopendelea des systèmes alimentaires résilients, équitables et durables : Une synthèse du partenariat Cultiver l'avenir de l'Afrique (CultivAF) 2013-2023",Disaster/Health,
Kajiado County: Drought Early Warning Bulletin for August 2023,Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,Disaster/Health,
"While Kenya demonstrates sustained steady economic growth, the gains remain uneven.","Huku Kenya ikionyesha ukuaji endelevu wa uchumi, mafanikio bado hayafanani.",Disaster/Health,
Islamic Relief steps up response to deadly floods in Kenya,Islamic Relief yaongeza kasi ya kukabiliana na mafuriko makubwa nchini Kenya,Disaster/Health,
New COVID-19 variants fueling Africa's second wave28 January 2021,Vibadala vipya vya COVID-19 vinavyochochea wimbi la pili la Afrika28 Januari 2021,General,
"Kenya - Floods, update (NOAA-CPC, media) (ECHO Daily Flash of 16 March 2026)","Kenya - Mafuriko, sasisho (NOAA-CPC, vyombo vya habari) (ECHO Daily Flash ya 16 Machi 2026)",Disaster/Health,
"Implemented through strong local partnerships, this work directly contributes to the 2030 CGIAR outcomes by enhancing the resilience, self-reliance and social cohesion of displacement affected communities.","Ikitekelezwa kupitia ushirikiano dhabiti wa ndani, kazi hii inachangia moja kwa moja matokeo ya CGIAR ya 2030 kwa kuimarisha uthabiti, kujitegemea na mshikamano wa kijamii wa jamii zilizoathirika.",Disaster/Health,
Drought & War Trigger Humanitarian Crisis in Kenya,Ukame na Vita Vyasababisha Mgogoro wa Kibinadamu nchini Kenya,Disaster/Health,
UNICEF Kenya Humanitarian Situation Report No. 2 (Drought) - 1 June to 30 June 2022,Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 2 (Ukame) - 1 Juni hadi 30 Juni 2022,Disaster/Health,
Kenya 2023 IFRC network country plan (MAAKE002),Mpango wa nchi wa mtandao wa IFRC wa Kenya 2023 (MAAKE002),Disaster/Health,
Marsabit County: Drought Early Warning Bulletin for June 2022,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2022,Disaster/Health,
"Kenya and Rwanda have reached an important milestone in the fight against antimicrobial resistance (AMR), strengthening their ability to track where drug-resistant infections are emerging, and how they are spreading.","Kenya na Rwanda zimefikia hatua muhimu katika mapambano dhidi ya ukinzani wa viua vijidudu (AMR), kuimarisha uwezo wao wa kufuatilia ni wapi magonjwa sugu ya dawa yanajitokeza, na jinsi yanavyoenea.",Disaster/Health,
COVID-19 is real & it is here with us. There is hope because we have four recoveries. We must therefore play our part. Stay Home. Practice Physical distancing. Wash your hands often. Cover your coughs & sneezes. Clean & disinfect surfaces. #KomeshaCorona,COVID-19 ni halisi na iko hapa pamoja nasi. Kuna matumaini kwa sababu tumepona mara nne. Kwa hiyo ni lazima tutekeleze sehemu yetu. Kaa Nyumbani. Fanya mazoezi ya umbali wa Kimwili. Osha mikono yako mara kwa mara. Funika kikohozi chako na chafya. Safisha na kuua vijidudu kwenye nyuso. #KomeshaCorona,Public Health,
"She is committed to promoting technical, and vocational education and training through diversity and inclusion of students from all regions of Kenya as a means of boosting the much-needed technical skills required in the Country and appropriately preparing the graduates for the world of work.","Amejitolea kukuza elimu na mafunzo ya ufundi, na ufundi stadi kupitia anuwai na kujumuisha wanafunzi kutoka maeneo yote ya Kenya kama njia ya kukuza ujuzi wa kiufundi unaohitajika sana nchini na kuwatayarisha ipasavyo wahitimu kwa ulimwengu wa kazi.",General,
IsraAID completes NuWASH program in Kenya,IsraAID inakamilisha mpango wa NuWASH nchini Kenya,Disaster/Health,
"While floods in parts of Kenya demand urgent response, drought affected communities are facing a quieter emergency that unfolds over months rather than days.","Huku mafuriko katika baadhi ya maeneo ya Kenya yakihitaji majibu ya haraka, jamii zilizoathiriwa na ukame zinakabiliwa na dharura ya utulivu ambayo inatokea kwa miezi badala ya siku.",Disaster/Health,
Crisis in Kenya: Urgent action needed as 3.5 million face drought-induced hunger,Mgogoro nchini Kenya: Hatua za haraka zinahitajika kwani milioni 3.5 wanakabiliwa na njaa inayosababishwa na ukame,Disaster/Health,
Tharaka Nithi County: Drought Early Warning Bulletin for June 2023,Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2023,Disaster/Health,
AU-COMESA launch a Joint Election Observer Mission to the 2022 Kenya General Elections,AU-COMESA yazindua Ujumbe wa Pamoja wa Waangalizi wa Uchaguzi katika Uchaguzi Mkuu wa 2022 Kenya,Disaster/Health,
"The early warning indicators use standardized definitions, which have evolved over time as programmes mature and public health actions are refined. The most up-to-date set of early warning indicators for HIV drug resistance are included in the WHO ""Consolidated HIV Strategic Information Guidelines"" and the HIV Drug Resistance Strategy, 2021 update.","Viashirio vya hadhari vya mapema hutumia fasili sanifu, ambazo zimebadilika kwa muda kadri programu zinavyokomaa na hatua za afya ya umma zinavyoboreshwa. Seti iliyosasishwa zaidi ya viashiria vya hadhari vya mapema vya ukinzani wa dawa za VVU imejumuishwa katika ""Mwongozo wa Taarifa za Kimkakati Ulizounganishwa wa VVU"" na Mkakati wa Kupinga Madawa ya VVU, sasisho la 2021 la WHO.",General,
Isiolo County: Drought Early Warning Bulletin for November 2022,Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame ya Novemba 2022,Disaster/Health,
Narok County: Drought Early Warning Bulletin for June 2023,Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2023,Disaster/Health,
Voices of the People: Impediments to Peace and Community Resilience in Wajir County,Sauti za Watu: Vikwazo vya Amani na Ustahimilivu wa Jamii katika Kaunti ya Wajir,Disaster/Health,
Kwale County: Drought Early Warning Bulletin for August 2024,Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health,
Special Needs Education Management; Representation of Kenya in UNESCO;,Usimamizi wa Elimu ya Mahitaji Maalum; Uwakilishi wa Kenya katika UNESCO;,General,
Mandera County: Drought Early Warning Bulletin for August 2023,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,Disaster/Health,
"Corporate membership is an excellent option available for those entities striving to be a part of various philanthropic Red Cross efforts. These entities may include institutions or organizations with an underlying aim of providing support and aid for those in need. The Corporate Membership program offers a host of benefits, such as participation in fundraising activities, access to exclusive offers on disaster response training, and networking opportunities with other like-minded organizations to combine efforts in charitable causes.","Uanachama wa shirika ni chaguo bora linalopatikana kwa mashirika hayo yanayojitahidi kuwa sehemu ya juhudi mbalimbali za uhisani za Msalaba Mwekundu. Vyombo hivi vinaweza kujumuisha taasisi au mashirika yenye lengo la kimsingi la kutoa usaidizi na usaidizi kwa wale wanaohitaji. Mpango wa Uanachama wa Shirika hutoa manufaa mengi, kama vile kushiriki katika shughuli za uchangishaji fedha, ufikiaji wa ofa za kipekee kuhusu mafunzo ya kukabiliana na majanga, na fursa za mitandao na mashirika mengine yenye nia moja ili kuchanganya juhudi katika masuala ya usaidizi.",General,
Delivering progress in Africa's COVID-19 vaccination drive24 June 2022,Kutoa maendeleo katika harakati za chanjo barani Afrika za COVID-1924 Juni 2022,General,
West Pokot: Drought Early Warning Bulletin for April 2022,Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health,
"Kenya Price Bulletin, October 2022","Taarifa ya Bei ya Kenya, Oktoba 2022",Disaster/Health,
WHO and Aga Khan University partnership to strengthen women's cancer services in Africa,WHO na Chuo Kikuu cha Aga Khan ushirikiano wa kuimarisha huduma za saratani kwa wanawake barani Afrika,General,
Kenya: Joint Statement on Nationwide Demonstrations,Kenya: Taarifa ya Pamoja kuhusu Maandamano ya Kitaifa,Disaster/Health,
"He added that a resilient health system must support women across the life course, not only during pregnancy and childbirth, central to the government's commitment to Universal Health Coverage.","Aliongeza kuwa mfumo dhabiti wa afya lazima usaidie wanawake katika kipindi chote cha maisha, sio tu wakati wa ujauzito na kuzaa, kiini cha dhamira ya serikali ya Huduma ya Afya kwa Wote.",Health,
Kitui County: Drought Early Warning Bulletin for January 2023,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2023,Disaster/Health,
"The term validation is used to attest that a country has successfully met the criteria for EMTCT of HIV, syphilis, and HBV. WHO develops and regularly updates guidance on the criteria and processes for validation of EMTCT of HIV, syphilis and HBV. Since 2015, Member States have been able to apply for validation for achieving the reduction of mother-to-child transmission (MTCT) to a level where it is no longer a public health threat or problem. In 2017, the Path to Elimination was introduced to recognize countries with high prevalence of maternal HIV, syphilis or HBV in their efforts to reduce MTCT.","Neno uthibitishaji linatumika kuthibitisha kuwa nchi imetimiza kwa mafanikio vigezo vya EMTCT ya VVU, kaswende na HBV. WHO hutengeneza na kusasisha mwongozo mara kwa mara kuhusu vigezo na michakato ya uthibitishaji wa EMTCT ya VVU, kaswende na HBV. Tangu 2015, Nchi Wanachama zimeweza kutuma maombi ya kuthibitishwa ili kufikia upunguzaji wa maambukizi kutoka kwa mama kwenda kwa mtoto (MTCT) hadi kiwango ambacho si tishio au tatizo kwa afya ya umma tena. Mnamo mwaka wa 2017, Njia ya Kutokomeza ilianzishwa ili kutambua nchi zilizo na maambukizi makubwa ya VVU kwa uzazi, kaswende au HBV katika jitihada zao za kupunguza MTCT.",General,
"Key insights from the landscape analysis indicate a fragmented local manufacturing ecosystem with cross-cutting challenges that span multiple ministries and agencies, limiting progress toward Universal Health Coverage.","Maoni muhimu kutoka kwa uchanganuzi wa mazingira yanaonyesha mfumo ikolojia wa utengenezaji wa ndani uliogawanyika na changamoto mtambuka ambazo zinahusisha wizara na mashirika mengi, na hivyo kuzuia maendeleo kuelekea Huduma ya Afya kwa Wote.",Health,
Kenya/IMF: Align Economic Reform with Rights,Kenya/IMF: Sawazisha Mageuzi ya Kiuchumi na Haki,Disaster/Health,
"Humanitarian partners continue to respond.From January to April, partners admitted over 44,000 children for treatment of severe acute malnutrition and screened more than 270,000 children and 74,000 pregnant and nursing women in seven counties.","Washirika wa misaada ya kibinadamu wanaendelea kujibu. Kuanzia Januari hadi Aprili, washirika walilaza zaidi ya watoto 44,000 kwa matibabu ya utapiamlo mkali na kuwapima zaidi ya watoto 270,000 na wanawake wajawazito na wanaonyonyesha 74,000 katika kaunti saba.",Health,
Kenya Flood 2026 - DREF Operation (MDRKE070),Mafuriko ya Kenya 2026 - Operesheni ya DREF (MDRKE070),Disaster/Health,
Helping to break mental health care barriers in Kenya,Kusaidia kuvunja vizuizi vya utunzaji wa afya ya akili nchini Kenya,Disaster/Health,
"Trained in emergency obstetric and newborn care through programmes also supported by WHO, she quickly assessed Leaungokiok's condition and began monitoring the progress of labour.","Akiwa amefunzwa katika utunzaji wa dharura wa uzazi na watoto wachanga kupitia programu zinazoungwa mkono na WHO, alitathmini haraka hali ya Leaungokiok na kuanza kufuatilia maendeleo ya leba.",Disaster/Health,
Recovering childhood: Access to education & protection for children in Kenya's refugee camps,Kurejesha maisha ya utotoni: Upatikanaji wa elimu na ulinzi kwa watoto katika kambi za wakimbizi za Kenya,Disaster/Health,
"The project is aimed at ensuring 600+ women: have enhanced leadership, financial management and business skills; can develop and launch climate-resilient entrepreneurial initiatives in selected, sustainable value chains; and, are connected with markets and financial support to scale and sustain their enterprises.","Mradi unalenga kuhakikisha wanawake 600+: wameimarishwa uongozi, usimamizi wa fedha na ujuzi wa biashara; inaweza kuendeleza na kuzindua mipango ya ujasiriamali inayostahimili hali ya hewa katika minyororo iliyochaguliwa na endelevu ya thamani; na, zimeunganishwa na masoko na usaidizi wa kifedha ili kuongeza na kuendeleza biashara zao.",Disaster/Health,
"Box 30007-00100 NAIROBI, KENYA Tel: +254-20-2252-299 Fax: +254-20-341-082 The document is also available on the website at: www.treasury.go.ke iii Foreword The National Tax Policy is part of the G overnment's efforts to enhance predictability and transparency in tax policies .","Box 30007-00100 NAIROBI, KENYA Simu: +254-20-2252-299 Faksi: +254-20-341-082 Waraka pia unapatikana kwenye tovuti kwa: www.treasury.go.ke iii Dibaji Sera ya Kitaifa ya Ushuru ni sehemu ya juhudi za G katika kuongeza uwazi wa kodi.",Governance,
Education system administrators will benefit from improved information and accountability through up to date Education Management Information System (EMIS) data and school audit,Wasimamizi wa mfumo wa elimu watafaidika kutokana na kuboreshwa kwa taarifa na uwajibikaji kupitia data ya Mfumo wa Taarifa za Usimamizi wa Elimu (EMIS) na ukaguzi wa shule.,General,
NewsroomMedia CentreFeature StoriesNews ReleasesProgrammes and Clusters NewsPhoto StoriesStatements and commentariesHeadlinesAccess to care for severe chronic diseases in Africa growing: new report21 Jul 2026|News ReleaseUganda safeguards essential health services during Ebola outbreak response21 Jul 2026|Feature StoryCommunicating to protect21 Jul 2026|News ReleaseAngola has completed a strategic process to enhance the impact of vaccination20 Jul 2026|News ReleaseSpotlightIn the frontlines of a safe and dignified Ebola outbreak response in Uganda01 Jul 2026|Feature Story,Chumba cha HabariMedia CentreKituo cha HabariHabari Matoleo ya HabariProgramu na Vikundi HabariPicha HadithiTaarifa na maoniVichwa vya habariUpatikanaji wa kutunza magonjwa sugu barani Afrika yanayokua: ripoti mpya21 Jul 2026|Taarifa ya HabariUganda inalinda huduma muhimu za afya wakati wa kukabiliana na mlipuko wa Ebola21 Jul 2026|Kipengele cha Habari2Maelezo2|Maelezo ya KipengeleMawasiliano2|Mawasiliano mapya2 yamekamilikaAngola mchakato wa kimkakati wa kuimarisha athari za chanjo20 Jul 2026|Taarifa ya HabariSpotlightKatika mstari wa mbele wa mwitikio salama na wa heshima wa mlipuko wa Ebola nchini Uganda01 Jul 2026|Kipengele cha Hadithi,General,
"Facilitating knowledge sharing: A step-by-step process, February 2024","Kuwezesha kushiriki maarifa: Mchakato wa hatua kwa hatua, Februari 2024",Disaster/Health,
"Kenya Economic Update, December 2023 (Edition #28)","Taarifa ya Kiuchumi ya Kenya, Desemba 2023 (Toleo #28)",Disaster/Health,
Turkana County: Drought Early Warning Bulletin for June 2022,Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2022,Disaster/Health,
"UN-Habitat's support to Preparedness and Response strategies in Kakuma-Kalobeyei, Kenya: Supporting COVID-19 Pandemic Efforts","Usaidizi wa UN-Habitat kwa mikakati ya Maandalizi na Majibu huko Kakuma-Kalobeyei, Kenya: Kusaidia Juhudi za Janga la COVID-19",Disaster/Health,
Minimum criteria for external quality assurance proficiency tests for use by laboratories designated by WHO for HIV drug resistance surveillance,Vigezo vya chini vya vipimo vya uhakikisho wa ubora wa nje kwa ajili ya matumizi ya maabara yaliyoteuliwa na WHO kwa ajili ya ufuatiliaji wa ukinzani wa dawa za VVU.,General,
Use deadbolt locks on exterior doors for added security.,Tumia kufuli za kuzuia milango kwenye milango ya nje kwa usalama zaidi.,Security,
Marsabit County: Drought Early Warning Bulletin for September 2024,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health,
UWIANO Platform Launches Let Peace Win Campaign to Promote Peaceful Elections,Jukwaa la UWIANO Lazinduliwa Acha Amani Ishinde Kampeni ya Kukuza Uchaguzi wa Amani,Disaster/Health,
Pathways to Employment - Kenya Report - August 2025,Njia za Ajira - Ripoti ya Kenya - Agosti 2025,Disaster/Health,
"Displacement in the county is complex, influenced by natural hazards such as drought or floods, insecurity and resource scarcity.","Uhamisho wa watu katika kaunti ni changamani, unachangiwa na hatari za asili kama vile ukame au mafuriko, ukosefu wa usalama na uhaba wa rasilimali.",Disaster/Health,
Bridging the Healthcare Gap: Nawiri's Impact in Revitalizing Moite and Marsabit's Remote Communities,Kuziba Pengo la Huduma ya Afya: Athari za Nawiri katika Kufufua Jumuiya za Mbali za Moite na Marsabit.,Disaster/Health,
Tana River County: Drought Early Warning Bulletin for October 2024,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame ya Oktoba 2024,Disaster/Health,
"The Inter-University Council for East Africa (IUCEA) is an institution of the East African Community (EAC) responsible for coordinating the development of higher education and research, with its headquarters in Kampala, Uganda. IUCEA is the Regional Facilitation Unit for the ACEII Project.","Baraza la Vyuo Vikuu vya Afrika Mashariki (IUCEA) ni taasisi ya Jumuiya ya Afrika Mashariki (EAC) yenye jukumu la kuratibu maendeleo ya elimu ya juu na utafiti, yenye makao yake makuu Kampala, Uganda. IUCEA ni Kitengo cha Uwezeshaji cha Mkoa kwa Mradi wa ACEII.",General,
Kenya: Don Bosco Center Makuyu renovates facilities thanks to donor funding from Salesian Missions,Kenya: Kituo cha Don Bosco Makuyu kinakarabati vifaa kutokana na ufadhili wa wafadhili kutoka kwa Salesian Missions,Disaster/Health,
"EHAGL Region: Community Feedback Analysis Report, October - December 2024","Eneo la EHAGL: Ripoti ya Uchambuzi wa Maoni ya Jamii, Oktoba - Desemba 2024",Disaster/Health,
"The Ministry of Health and WHO are working to ensure these lessons translate into stronger emergency plans, better-resourced facilities, and more resilient communities.","Wizara ya Afya na WHO zinafanya kazi ili kuhakikisha kuwa masomo haya yanatafsiriwa katika mipango thabiti ya dharura, vifaa vyenye rasilimali bora na jumuiya zinazostahimili zaidi.",Health,
Kenya Key Message Update: High staple prices keep household purchasing power lower than normal (July 2023),Sasisho la Ujumbe Muhimu wa Kenya: Bei za juu za bidhaa kuu huweka nguvu ya ununuzi ya kaya kuwa chini kuliko kawaida (Julai 2023),Disaster/Health,
Zambia Launches Final Round of Polio Vaccination Campaign Targeting 3.9 Million Children,Zambia Yazindua Mzunguko wa Mwisho wa Kampeni ya Chanjo ya Polio Inayolenga Watoto Milioni 3.9,General,
Nairobi County Refugee Integration and Community Building Strategy,Ujumuishaji wa Wakimbizi wa Kaunti ya Nairobi na Mkakati wa Kujenga Jamii,Disaster/Health,
Locally Led Climate Action for Sustainable Community Resilience,Hatua za Hali ya Hewa zinazoongozwa na Mashinani kwa Ustahimilivu wa Jamii,Disaster/Health,
KENYA PRIMARY EDUCATION EQUITY IN LEARNING PROGRAM (KPEEL),USAWA WA ELIMU YA MSINGI YA KENYA KATIKA MPANGO WA KUJIFUNZA (KPEEL),General,
"Kenya: 2023 IFRC network annual report, Jan-Dec","Kenya: Ripoti ya kila mwaka ya mtandao wa IFRC ya 2023, Jan-Des",Disaster/Health,
"PRESS STATEMENT ON THE RELEASE OF THE 2023 KCPE EXAMINATION RESULTS BY HON EZEKIEL MACHOGU, CBS, CABINET SECRETARY, MINISTRY OF EDUCATION, ON NOVEMBER 23, 2023 AT KNEC OFFICES, IN SOUTH C, NAIROBI","TAARIFA KWA VYOMBO VYA HABARI KUHUSU KUTOLEWA KWA MATOKEO YA MTIHANI WA KCPE 2023 NA MHE EZEKIEL MACHOGU, CBS, KATIBU WA BARAZA LA MAWAZIRI, WIZARA YA ELIMU, TAREHE 23 NOVEMBA, 2023 KATIKA OFISI ZA KNEC, KUSINI C, NAIROBI.",General,
Widening geographic range of Rift Valley fever disease clusters associated with climate change in East Africa,Kupanua anuwai ya kijiografia ya nguzo za ugonjwa wa homa ya Bonde la Ufa zinazohusiana na mabadiliko ya hali ya hewa katika Afrika Mashariki,Disaster/Health,
"Kenya: Anticipated impact of drought conditions in Mandera, Tana River, Turkana, and Wajir counties (Anticipatory Note 27 November 2025)","Kenya: Athari zinazotarajiwa za hali ya ukame katika kaunti za Mandera, Tana River, Turkana na Wajir (Maelezo ya Kutarajia 27 Novemba 2025)",Disaster/Health,
Kenya - Demographic and Displacement Calculator in Wajir Round #4 (12 February 2025),Kenya - Kikokotoo cha Idadi ya Watu na Uhamisho katika Wajir Awamu ya #4 (12 Februari 2025),Disaster/Health,
Lamu County: Drought Early Warning Bulletin for July 2024,Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2024,Disaster/Health,
WHO showcases leading African innovations in COVID-19 response22 May 2020,WHO yaonyesha ubunifu wa Kiafrika katika kukabiliana na COVID-1922 Mei 2020,General,
Preventing HIV during pregnancy and breastfeeding in the context od PrEP,Kuzuia VVU wakati wa ujauzito na kunyonyesha katika muktadha od PrEP,General,
The terms and conditions of scholarships received are announced to the general public through an advertisement on MyGov pull out on Tuesdays and Ministry website requesting the candidates to apply.,Masharti na masharti ya ufadhili wa masomo yaliyopokelewa yanatangazwa kwa umma kwa ujumla kupitia tangazo kwenye MyGov mnamo Jumanne na tovuti ya Wizara inayoomba watahiniwa kutuma ombi.,General,
Primary HIV prevention programmes are vital for reducing new HIV infections and saving domestic resources which otherwise would be expended on treatment and support services if HIV transmission is not curbed.,Mipango ya kimsingi ya kuzuia VVU ni muhimu katika kupunguza maambukizi mapya ya VVU na kuokoa rasilimali za nyumbani ambazo zingetumika katika matibabu na huduma za usaidizi ikiwa maambukizi ya VVU hayatazuiliwa.,Health,
Summary of learning from World Bank-UNHCR Kenya data and evidence collaboration (2016–2023),Muhtasari wa mafunzo kutoka Benki ya Dunia-UNHCR Kenya data na ushirikiano wa ushahidi (2016-2023),Disaster/Health,
CFK Africa conducts early childhood development teacher training in Kenya on supporting children with disabilities,CFK Africa inaendesha mafunzo ya ualimu wa maendeleo ya utotoni nchini Kenya kuhusu kusaidia watoto wenye ulemavu,Disaster/Health,
Camp leaders say some of those removed were reclassified by DRS as Kenyan citizens.,Viongozi wa kambi hiyo wanasema baadhi ya walioondolewa waliwekwa bayana na DRS kuwa raia wa Kenya.,Governance,
Kenya Drought - DREF Final Report (MDRKE065),Ukame wa Kenya - Ripoti ya Mwisho ya DREF (MDRKE065),Disaster/Health,
