English,Domain
"Key impacts of this drought crisis were displacement, migration and increased reports of disease outbreaks (due to water shortages), directly affecting an estimated 2.6 million people (OCHA, 2017c).",Disaster/Health
Malnutrition rates in some arid and semi-arid lands (ASALs) are extremely critical.,Health
Livestock conflicts and deaths have been reported.,Security
"In northern Kenya, parts of Marsabit, Wajir and Turkana face conflicts between pastoralists, severe security challenges from Al-Shabaab attacks and intercommunal violence, which restrict access to these areas for humanitarian workers or Kenyan authorities.",Security
"Severe protection issues are reported and some sectors, such as education and health, have not been prioritised for funding.",Health
"Despite many constraints, the humanitarian sector in Kenya has managed to deliver many essential services to affected communities.",Disaster/Health
Most actors agree that the response to this crisis is better and more effective than that of 2011.,Disaster/Health
"Many of the same challenges for humanitarian response remained – late response, delayed funding from donors, coordination issues, and so on.",Disaster/Health
It is worth noting that many of the improvements in this crisis are thanks to the government’s leadership and to the increased use of crisis modifiers1 in development programmes.,Disaster/Health
"Alice Obrecht Executive Summary Early action in crises caused by drought is aimed at ‘recognizing and managing the risk of drought, rather than waiting for it to affect vulnerable communities’ (IFRC, 2014: 1).",Disaster/Health
"Doing this effectively ‘implies substantive change across the system’ (ibid.), including the need for greater flexibility among state, humanitarian and development actors, to respond to fluctuations in risk and vulnerability.",Disaster/Health
This study looks at the relationship between organisational adaptiveness and the ability of humanitarian and state actors to respond effectively to slow-onset cyclical disasters.,Disaster/Health
We use the term adaptiveness or adaptive capacities broadly to mean: The ability of an organisation to adjust and respond effectively to dynamics and uncertainty.,Disaster/Health
The study focuses on the early action undertaken in response to drought conditions in Kenya from July 2016 to July 2017.,Disaster/Health
"It finds that: There are different types of adaptiveness relevant to drought-related crises, but current approaches emphasise only one of these: preparedness.",Disaster/Health
Approaches to flexibility and adaptiveness are shaped by actors’ confidence in the predictability of conditions on the ground and in the reliability of programme effectiveness.,Disaster/Health
"When confidence is high, adaptiveness is approached as primarily a challenge of planning: identifying likely scenarios, planning interventions for these, and pre-positioning or pre-arranging resources.",Disaster/Health
"With respect to the response to drought in Kenya, confidence in the predictability and reliability of programme effectiveness is fairly high, and therefore the main approach to strengthening flexibility is through preparedness and contingency planning.",Disaster/Health
"However, in the early response to the drought in 2016, contingency plans were not fully implemented quickly enough.",Disaster/Health
Some of this was due to continuing challenges in funding early action and to bureaucratic obstacles in activating ‘crisis modifiers’ in development programmes.,Disaster/Health
"Experiences on the ground suggest, however, that contingency plans were not sufficiently detailed to implement quickly, and time was spent on developing and targeting these after the contingency plans had been activated.",Disaster/Health
Some view this as a weakness in the contingency plans that could be corrected with more detailed planning.,Disaster/Health
"In support of this view, the positive performance of the IMAM Surge model (Integrated Management of Acute Malnutrition), a capacity-preparedness model for the nutrition sector in several arid and semi-arid (ASAL) counties, demonstrated the strengths of detailed contingency planning.",Health
The IMAM Surge model could be used for other sectors as a way to make swifter adaptations to services and capacity in response to spikes in demand.,Disaster/Health
"Others, however, questioned the ability to fully predict how drought conditions will affect different population groups in any specific crisis, and felt that over-specifying contingency plans could lead to unhelpful rigidity.",Disaster/Health
"A different approach to adaptiveness that emphasises an experimental and iterative approach to programming, with regular reviews that inform adaptations to programming and/or location, could be relevant to early action but was not observed as an intentional approach taken by any actor in this study.",Disaster/Health
"Many see preparedness and contingency planning as key to adapting as conditions change in a drought, but findings suggest that preparedness could also be supported with adaptive programming approaches that trial different activities, monitor their effectiveness, and then stop or scale these depending on emerging outcomes and changing circumstances.",Disaster/Health
Monitoring and coordination might support a more agile response if they focus on outcomes rather than inputs or activities.,Disaster/Health
"Early-warning monitoring and government-led coordination structures appear to have improved greatly since the response to the drought in 2011, and were viewed as contributing to greater effectiveness and timeliness.",Disaster/Health
"There was, however, little evidence of continuous monitoring of programme effectiveness, particularly in terms of outcomes, and therefore little evidence of using monitoring data to improve or adjust programmes throughout implementation.",Disaster/Health
"The way in which early-warning data is collected by the National Drought Management Authority (NDMA), e.g. data on nutritional status, makes it difficult to draw any conclusions on whether improvements in nutritional status are due to effective programmes or to other factors.",Health
"The focus on coordinating activities instead of monitoring outcomes may be a result of what was described by several key informants as a supplydriven approach in which international actors offer what they can provide, rather than basing programme plans on a prioritisation of needs coordinated by the NDMA.",Disaster/Health
Decentralised decision-making is critical for agility.,Disaster/Health
"Agility and flexibility are needed to support timely shifts to early action, response and recovery.",Disaster/Health
"For this, actors on the ground need to be able to operate with minimal delays caused by bureaucratic approval processes.",Disaster/Health
"Decentralised decision-making, as modelled by the Kenyan government’s devolution process, is a critical component to adaptiveness because it removes a main source of bureaucratic delays and makes it likelier that decisions to change or implement programming are informed by a strong and updated awareness of the response context.",Governance
"This study finds that the Kenyan early-warning system might benefit from devolving even further to the sub-county level, to enable more targeted responses to areas that can vary widely in nutritional status or crisis level.",Health
It also finds that a lack of decentralised decision-making by international agencies and donors was a main constraint on the timeliness of the response to the Kenyan drought and to the ability of international agencies to shift their programmes appropriately in response to changes on the ground.,Disaster/Health
"Operational Updates WFP finalized construction of a 100,000m3 water dam for livestock, a 30,000m3 water pan for horticulture, and spate irrigation structures to divert floodwaters to 50 hectares of land in Kalobeyei was finalized.",Agriculture
"This will contribute to improved reliability of water supply for refugees and host community members, as the structures will facilitate water harvesting during the anticipated long rains set to commence mid-April.",Disaster/Health
It is expected that they will address challenges related to water scarcity and facilitate increased agricultural production for both refugee and host populations.,Disaster/Health
"WFP handed over vehicles, computers and other equipment from the emergency cash transfer programme Chakula kwa Jami to the Department for Special Programmes to augment the capacity of the Government in emergency preparedness and response through cash transfers.",Disaster/Health
Beneficiary data has also been prepared to link to the national Single Registry.,Disaster/Health
"Chakula kwa Jamii was a government-funded programme, whereby WFP - on request from the Government - provided technical support during the implementation of the emergency cash transfer programme in response to the 2017 drought emergency.",Disaster/Health
WFP handed over 240 energy saving stoves and 12 computers to Turkana County Early Childhood Development Education Programme.,Governance
This support will assist the county to manage the programme and improve transition rates to primary schools.,Education
"WFP will continue to support the management of the early childhood development education centres in the county and broaden capacity strengthening support to the county as outlined in a new memorandum of understanding, to be signed with the county government in April 2019.",Governance
"WFP distributed food assistance in Marsabit, Tana River, Turkana and Wajir counties, and cash transfers in Isiolo County as part of resilient livelihoods programming.",Governance
"Distribution of food in Garissa and Mandera counties, and cash to Baringo and Samburu counties will be finalized in April.",Disaster/Health
"The nutrition sector, of which WFP is a part of, is currently undertaking a mass screening of malnutrition levels in the thirteen priority arid and semi-arid counties affected by the drought to facilitate early identification and referral of treatment for children and pregnant and nursing mothers.",Health
The mass screening will reveal the severity of the nutrition situation and facilitate decision making on programming.,Health
"Victor Ongoma Lecturer in Physical Geography, The University of the South Pacific Disclosure statement Victor Ongoma receives funding from Harvard University.",Education
Kenya’s long rains – which typically run from March to May – haven’t started in most of the country.,Disaster/Health
Some regions have now experienced the failure of three rainy seasons in a row.,Disaster/Health
At least 2.6 million people are experiencing crisis levels of food insecurity.,Disaster/Health
What’s known about changing weather patterns in Kenya?,Disaster/Health
Kenya’s weather patterns are changing .,Disaster/Health
The change in rainfall patterns has a huge impact on Kenya because 98% of the country’s agriculture is rain-fed.,Disaster/Health
The major challenge that farmers face is timing.,Agriculture
It’s critical for them to know when rains start and stop so that they know when to plant or harvest their crops.,Agriculture
Most parts of Kenya experiences two rain seasons: March to May’s “long rains” and October to December’s “short rains”.,Disaster/Health
The months of June to August are mainly cool and dry over most parts of the country except for some parts in the western region that report some rains.,Disaster/Health
Hot and dry conditions are observed over the entire country in January and February.,Disaster/Health
"In recent years, the delay in rains has become a norm .",Disaster/Health
And this is what we’re seeing again now.,Disaster/Health
"In other years, the rains come on time but then stop earlier than anticipated.",Disaster/Health
This leads to massive crop failures.,Agriculture
"Other than rainfall patterns, studies show a reduction in the amount of rainfall, especially during the March to May “long rains”.",Disaster/Health
This is a worrying trend given that this is the main growing season.,Disaster/Health
What might be causing these changes?,Disaster/Health
The changes in Kenya’s rainfall patterns have been linked to climate change.,Disaster/Health
"Global warming is known to cause an overall warming in the atmosphere and the ocean, resulting in complex shifts that affect our planet’s weather and climate systems .",Disaster/Health
"Research shows that rainfall is reducing while temperature is on the increase with time over Kenya, as is the case in other countries in the Great Horn of Africa .",Disaster/Health
"In the case of Kenya’s delayed rains, another culprit has also been identified: cyclones.",Disaster/Health
It’s normal for cyclones to happen on the southern African coast from February to March.,Disaster/Health
But their magnitude is dictated by sea surface temperatures.,Disaster/Health
"These are currently warming as a result of increased emission of greenhouse gases in the atmosphere, leading to global warming.",Disaster/Health
This means the intensity and frequency of cyclones is likely to increase.,Disaster/Health
The most recent cyclone was Idai which occurred in the western Indian Ocean in March.,Disaster/Health
The cyclone caused a depression – low pressure zone – in the ocean which cut off moisture from flowing from the southern hemisphere to East Africa.,Disaster/Health
"Cyclone Idai delayed the northward progression of the rain-bearing low pressure zone, also known as the Inter-Tropical Convergence Zone.",Disaster/Health
"This has limited the moisture flow from reaching Kenya, leading to the observed seasonal rainfall delay that has strengthened anomalous dryness from early mid-March until now.",Disaster/Health
A combination of failed rainfall and the observed high temperatures are likely to adversely impact agricultural activities across many parts of the country.,Disaster/Health
"How prepared is Kenya for these changes, both in the short term and in the long term?",Disaster/Health
"Because Kenya’s economy relies so heavily on rain-fed agriculture, it has to be prepared.",Disaster/Health
Agriculture also accounts for 70% of the workforce and about 25% of the annual GDP.,Disaster/Health
"In the short term, the country relies on food reserves.",Disaster/Health
This is mainly maize stored by the National Cereals and Produce Board .,Agriculture
"Unfortunately, with conflicting statements, it’s not clear just how prepared the government is and how much is actually in the reserve.",Security
"In the long term, the country isn’t doing enough to respond to these changing rainfall patterns.",Disaster/Health
"Given that drought is not new in Kenya and is not going away any time soon, one would expect to see large scale water harvesting operations such as what African Water Bank is doing in Narok.",Disaster/Health
"We’d hope that available food resources were being properly utilised, too, but the reality is that a lot of food is ending up as waste .",Disaster/Health
Research institutions like the Kenya Agricultural Livestock Research Organisation and the International Livestock Research Institution are working hard to come up with drought tolerant crop varieties – but more needs to be done.,Agriculture
What should the government be doing?,Governance
The government must put measures in place that reduce the agricultural sector’s over-dependence on rain-fed agriculture.,Disaster/Health
The easiest way is to invest in irrigation infrastructure.,Agriculture
"This enhances food security, increasing the country’s resilience to the effects of climate variability and change.",Disaster/Health
This has been tried before and pilot projects have been successful.,Disaster/Health
They now need to be systematically rolled out.,Disaster/Health
Kenya must invest more resources in the climate sector.,Disaster/Health
It must train experts and provide the necessary tools for carrying out regional climate projections.,Disaster/Health
There also needs to be a clearer picture of the projected climate.,Disaster/Health
Existing climate projections are based on Global Circulation Models that fail to capture the climate of Kenya and east Africa at large .,Disaster/Health
"Reports from the Intergovernmental Panel on Climate Change and regional studies, for instance, show that over the last 13 years rainfall was projected to increase over East Africa.",Disaster/Health
"In reality, we’ve seen that the opposite is true. https://theconversation.com/why-kenyas-seasonal-rains-keep-failing-and-what-needs-to-be-done-115635",Disaster/Health
1 PROTECTION 1.1 Legal Assistance and Legal Remedies Kituo Cha Sheria observed criminal proceedings against 40 persons of concern (“PoCs”) that were arrested for camping outside near the office.,Disaster/Health
They were charged with Depositing Refuse on Land Not Approved as a Dumping Site.,Disaster/Health
UNHCR and Kituo separately visited the PoCs at Nairobi West Prison (26 PoCs) and Langata Women’s Prison (3 PoCs) to monitor their situation.,Disaster/Health
"Of the 40, 12 of the PoCs were released after pleading guilty to the charges.",Disaster/Health
UNHCR posted bail (KES 5000) bail for 14 of the PoCs that pled not guilty and wanted to go to trial.,Disaster/Health
Bail decisions for 3 PoCs is pending a Children’s Officer Report. 1.2 Protection & Detention Monitoring UNHCR and its partner Kituo Cha Sheria continue to monitor the protection situation of persons of concern residing in the urban areas.,Disaster/Health
"During the reporting period, interventions were made for 44 persons of concern who had been arrested and charged in various courts for different offences. 14 police stations and four prisons were visited as part of the monthly detention monitoring activities. 1.3 UNHCR Helpline The helpline received a total of 6486 calls during the month.",Security
"Of these, 4278 were answered in the first instance representing 65.95%.",Disaster/Health
"The largest call driver was resettlement followed by protection and RSD. 1.4 Child Protection Through the month of March, a total of 22 Best Interests’ Assessments (“BIAs”) were conducted (13 for Mombasa and 9 for Nairobi); One BID panel was convened where 21 cases were paneled and approved for resettlement and family reunification.",Disaster/Health
A total of 14 social assessments were conducted (8 for Mombasa and 6 for Nairobi).,Disaster/Health
A 6-day joint BIA/BID mission (UNHCR/ HIAS) to Mombasa and Marereni was conducted between 11th and 16th March 2019 by the UNHCR Child protection Assistant and HIAS BID Specialist.,Disaster/Health
A total of 22 families were visited.,Disaster/Health
"In addition to BIAs and social assessments, monitoring was also done for those cases that were previously identified as in need.",Disaster/Health
"In Mombasa, the mission met with the Refugee Affairs Secretariat (RAS), Mombasa District Children’s Officer (DCO), Kenya Red Cross Society and Kituo Cha Sheria (KCS) to discuss registration, family tracing, legal representation and other issues affecting refugee children at the coast region.",Disaster/Health
"187,917 Refugees and asylum seekers registered in Kakuma camp and Kalobeyei settlement as of 7 April 2019. 3,977 New arrivals refugees and asylum seekers registered since the beginning of January 2019. 4,312 Individuals assisted to return to their home countries since February 2016.",Disaster/Health
"Update on Achievements Highlights Kalobeyei Integrated Socio-Economic Development Plan (KISEDP) launched in Kakuma: The Turkana County Government, UNHCR, and partners came together for the launch of the Kalobeyei Integrated Socio-Economic Development Programme (KISEDP) in Kakuma on 1 April 2019.",Governance
"The launch was led by the Governor of Turkana County, HE.",Governance
"Josephat Nanok, and the UNHCR Representative to Kenya, Ms.",Disaster/Health
Fathiaa Abdalla and attended by residents of Turkana West Sub County.,Governance
This was part of his threeday visit to Kakuma Refugee Camp and Kalobeyei Integrated Settlement. https://twitter.com/UNHCR_Kenya/status/1112258047748071424 UNHCR Kakuma Operation successfully updates to Progress Version 4 (V4): The operation has successfully migrated to the new version of Progress V4.,Disaster/Health
A training on the new version of progress has been conducted to all relevant colleagues.,Disaster/Health
"Subsequently, all protection innovative tools including KASI and AIM were reconfigured to operate with the new version of Progress V4.",Disaster/Health
Public Participation on the Refugee Bill and Policy: Public participation discussions with refugee and host community members on the Refugee Bill was carried out in Kakuma and Kalobeyei on 11 – 13 March 2019 in order to get views that will be incorporated in the proposed Refugee Bill and policy.,Disaster/Health
"The process led by the Government of Kenya and comprised Taskforce members from Nairobi, including Refugee Affairs Secretariat (RAS), Refugee Consortium of Kenya (RCK), the International Rescue Committee (IRC).",Disaster/Health
"Voluntary Repatriation During the reporting month, four voluntary repatriation flights were organized to help return 215 individuals from 95 families to Kismayo and Mogadishu.",Disaster/Health
"As at 31st March 2019, a total 79,328 refugees were facilitated to voluntarily go back to Somalia, from Dadaab refugee operations since the beginning of the process in 2014.",Disaster/Health
"Facilitation of road movement remain suspended due to military operations en route to Kismayu, Baidoa and other major return areas.",Disaster/Health
"However, flight options remain open to refugees willing to return to Mogadishu, Kismayu and Baidoa.",Disaster/Health
"2,182 new arrivals were registered in December; 1,281 in Nairobi, 899 in Kakuma and 2 in Dadaab. 83,248 Somalis have been assisted to return to Somalia under the voluntary repatriation programme since 2014.",Disaster/Health
"Since the beginning of 2019, 323 were assisted to return to Somalia By end of March 2019, there were 210,556 (44.5%) refugees in Dadaab, 187,057(39.5%) and in Kakuma & Kalobeyei Settlement, 75,701 (16%) in urban areas.",Disaster/Health
"HIGHLIGHTS  By February 2019, there were 1.1 million food insecure people in Kenya, up from 700,000 people in August 2018.  The Government of Kenya is leading the response to the extended dry spell and has provided over Kshs. 1.3 billion (US$12.8 million) for food, nutrition and water response.",Health
"The Kenya Meteorological Department has revised the forecast for the 2019 ‘long rains’ season, indicating a higher likelihood of late onset of the rains and poor distribution.",Disaster/Health
"The drought status in ASAL counties deteriorated in January 2019, with 16 out of the 23 ASAL counties classified in the ‘alert’ drought phase, seven counties ‘stable’, and 16 counties reporting a worsening trend by February 2019.",Disaster/Health
The prevailing dry spell has caused food and water insecurity in the ASAL counties.,Security
"Most open water sources are reported to have dried up and strategic boreholes have broken down due to over-use, thus significantly increasing average distances to water points.",Disaster/Health
"A UNICEF assessment in February 2019 identified that 116 schools are lacking water (29 in Wajir, 79 in Garissa and eight in Isiolo counties) with a total of 17,968 children affected.",Education
"The 2018 Short Rains Assessment (SRA 2018) released on 8 March 2019 concludes that there are 1.1 million people food-insecure in Kenya, up from 700,000 people in August 2018.",Disaster/Health
"Of these, an estimated 800,000 people are in the crisis phase (IPC Phase 3), which is approximately six percent of the ASAL population.",Disaster/Health
"Additionally, about 5.4 million people (39 percent of the ASAL population) are in the stressed phase (IPC 2).",Disaster/Health
"The FEWSNET food security outlook for Kenya indicates that due to the delayed and below-average long rains, crop yields are likely to be at least 25 percent below average.",Disaster/Health
"Therefore, with the expected second consecutive poor rainy season, food and water scarcity as well severe malnutrition is likely to increase in the ASAL counties and there is likelihood of a prolonged drought affecting the country in the coming months.",Disaster/Health
"However, temporary relief is expected after the rains, and should they perform better than forecasted, the negative effects of the dry spell are likely to be reversed.",Disaster/Health
"According to the integrated Phase Classification (IPC) conducted in February 2019, the nutrition situation is stable across the arid and semi-arid areas though still above emergency thresholds - Global Acute Malnutrition (GAM) ≥15 percent in selected areas.",Health
"Turkana, Samburu and Mandera counties as well as East Pokot and North Horr sub-counties have remained at critical level (Phase 4; GAM WHZ 15.0 - 29.9 percent) while Wajir, Tana River, West Pokot, Garissa and Laisamis counties are at serious level (Phase 3; GAM WHZ 10.0 -14.9 percent).",Disaster/Health
"Isiolo, Saku and Moyale are classified as alert (Phase 2; GAM WHZ ≥ 5 to 9.9 percent) while Laikipia, Kitui, Kajiado, Taita Taveta, Kilifi, Kwale and Lamu are at acceptable level (Phase 1; GAM WHZ <5 percent).",Disaster/Health
"In addition, three sub counties in Wajir were at alert phase while the other three were in normal phase.",Disaster/Health
"The nutrition situation is likely to remain stable across the areas during the projection period except for Wajir and Tana River which are likely to deteriorate to critical and Isiolo to serious phase respectively, with potential for deterioration due to the expected deficient performance of the 2019 long rains.",Health
"In addition, poor child care practices, unhygienic environment, high child morbidities and inadequate access to health care services continues to negatively impact on the health and nutrition situation.",Health
"The capacity of the health system has been improving over the past several years in relation to continued recruitment of health workers, increasing number of health facilities and improved delivery of commodities directly to health facilities.",Health
"Facilities are in the process of implementing the Integrated Management of Acute Malnutrition (IMAM) surge approach, which is a facility level model to analyze capacity and define threshold to enable predictable expansion of capacity in times of emergency.",Health
"In January 2019, 10 per cent (19) of health facilities implementing IMAM surge reported an increase in admissions of acute malnutrition and thereby surpassing set thresholds.",Health
Most of the facilities (17) were in Marsabit and Turkana counties.,Disaster/Health
"In ASAL counties and urban informal settlements, the estimated total number of children (6 to 59 months) requiring treatment for acute malnutrition in 2019 is 541,309 (113,941 for Severe Acute Malnutrition and 427,368 for Moderate Acute Malnutrition).",Health
"According to UNHCR, Kenya hosts 470,503 refugees and asylum seekers (58 per cent children) as of February 2019.",Disaster/Health
"Of these, 210,038 are in Dadaab refugee camps and 185,399 are in Kakuma refugee camp.",Disaster/Health
"Since the beginning of 2019, 1,314 refugee children (759 boys and 555 girls) have arrived in Kakuma refugee camp from South Sudan; with 775 children arriving in in February alone, which is one of the highest intakes in the last 14 months.",Disaster/Health
"Out of these, 195 (110 boys and 85 girls) children are separated and 34 (25 boys, 9 girls) are unaccompanied.",Disaster/Health
"In Dadaab, 106,550 children of school-going age (3-17 years) are currently in Dadaab, of which only 65,373 are enrolled in school (62 per cent of GER).",Education
"Since December 2014, 79,113 Somali refugees have returned home (6,324 in 2018; 33,398 in 2017 and 33,219 in 2016), resulting in IFO2 and Kambioos camps being closed.",Disaster/Health
The Kenya refugee operation continues to be marked by the political developments and humanitarian situation in Somalia and South Sudan and Kenya remains among the top refugee hosting countries in Africa.,Disaster/Health
"As per the Ministry of Health disease outbreak report of 1 April 2019, a total of 1198 Cholera cases have been reported across Narok, Kajiado, Nairobi, Garissa and Machakos counties, with four deaths (case fatality rate of 0.3 per cent).",Health
"A total of 418 measles cases with three deaths have been reported across Wajir, Tana River, Kilifi and Kwale counties.",Disaster/Health
"Dengue Fever outbreak has been reported in Mombasa County, with 660 cases reported, of which 286 are confirmed.",Health
Nyandarua County has reported 147 human cases of Rift Valley Fever with 15 confirmed.,Governance
"Wajir and Marsabit counties have confirmed a Kala-azar outbreak, with a total of 137 cases reported (102 in Marsabit).",Health
"The Ebola outbreak in the Democratic Republic of the Congo is ongoing, and while all alerts and suspected cases in the neighboring countries including Kenya have been negative, there is a considerable risk of importation of cases to Kenya, which is a regional travel hub.",Health
By Jacob Walter and David Muchui In Summary Health Executive Jama Wolde said most of those who have died were aged below 18 years.,Health
Twenty seven are being treated at Laisamis Level Four Hospital while the other three are at Marsabit Referral Hospital.,Health
Loglogo is the area most hit while some cases have been reported in Laisamis and Korr.,Disaster/Health
The death toll in the Kala azar outbreak in Marsabit County has risen to seven after three patients succumbed to the disease last week.,Health
The deaths come even as the county government rushes against time to distribute nets and spray areas affected by the outbreak.,Governance
Marsabit Health Executive Jama Wolde said most of those who have died were aged below 18 years while one was an elderly person.,Health
The seventh victim died on Friday.,Disaster/Health
"He said that a week ago, four people were confirmed dead – including three children and one elderly man – all from Laisamis Sub-County.",Governance
"MINIMISE INFECTIONS “Our attention is now focused on making sure that further cases are minimised if not completely eliminated,” Dr Wolde said.",Disaster/Health
He said the number of patients who tested positive and are admitted for treatment has also risen to 30.,Health
"Of these, 27 are being treated at Laisamis Level Four Hospital while the other three are at Marsabit Referral Hospital.",Health
The increasing number of patients has overstretched the Laisamis Sub-County Hospital which has a capacity of 16 beds.,Health
Dr Wolde revealed that vector control and suppression has already kicked off with up to 550 nets being distributed in the hotspot areas and about 200 households being targeted in the campaign.,Disaster/Health
MOST HIT Loglogo is the area most hit while some cases have been reported in Laisamis and Korr.,Disaster/Health
He said that he has already appealed to the Kenya Red Cross Society and Concern Worldwide to help in war against the disease by allowing their ambulances to be used.,Health
"Speaking to the Nation, Laisamis Level Four Hospital Nursing Officer In Charge Yussuf Galmogle said wards are full to capacity as new cases are being diagnosed daily.",Health
He said that between two and five patients are testing positive for Kala azar at the hospital every day.,Health
"OVER 20 TREATED ""We started receiving patients on March 26.",Health
More than 20 patients have since been treated and discharged and are responding well.,Health
"We have 16 patients admitted while 14 others are outpatients,"" Mr Galmogle said.",Health
"Kargi/South Horr MCA, who is also the County Assembly Health Committee Chairperson Asunta Galgitele, accused the county executive of being slow in responding to the crisis. ""Though there are enough drugs for Kala azar treatment, there is an acute shortage of testing kits.",Health
The county should supply more testing kits and enhance public health education in the affected areas.,Health
"There is ignorance among residents about Kala azar symptoms, which makes many patients come late for treatment,"" she said.",Health
PASTORALISTS She said that most residents who are pastoralists contract the disease in satellite camp sites where they take their livestock in search of pasture and water.,Agriculture
Kala azar is caused by over 20 species of parasitic protozoa of the genus Leishmania.,Disaster/Health
"The disease is transmitted to humans by sand flies (Phlebotomus and Lutzomyia species), which mostly live in anthills and mud houses.",Health
"It is endemic to 98 countries or territories, affecting around two million people each year.",Disaster/Health
The sand fly mostly bites between dusk and dawn.,Disaster/Health
Mr Galmogle said that Kala azar outbreaks in Marsabit are typical in dry seasons between March and June.,Health
By IRENE MUGO The Nyeri County Health department has banned food hawking following cases of cholera outbreaks in several counties in the country.,Health
Health Executive Racheal Kamau has also ordered the re-inspection of food outlets in the county to ensure conformity with the Public Health Act.,Health
"AVOID HAWKED FOOD In addition, she called on residents to avoid consuming hawked cooked food and also desist from buying food from unlicensed outlets.",Disaster/Health
Residents have also been asked to always boil water before drinking.,Disaster/Health
Nyeri County has in the recent past seen an increase in food vending on its major streets in the evenings.,Governance
A cholera outbreak was reported at The Nairobi Hospital last week leaving one person dead and 22 others suffering from the waterborne disease.,Health
"As of Tuesday, Dr Kamau said, 1,350 cases of cholera had been reported nationally with six deaths.",Health
DRINKING WATER She said communities that lack safe drinking water are at risk of contracting the disease.,Health
"The health executive further stated that food prepared and sold under unhygienic conditions could be contaminated with faecal matter, either through flies or dirty fingers and could be a source of cholera. “All the households with no access to treated or piped water are to be supplied with chlorine tablets free of charge,” she noted.",Health
"Tens of households in all the eight sub-counties of Nyeri are not connected to piped water, putting them at a higher risk of contracting the disease.",Health
"Dr Kamau stated that health personnel in all hospitals should be on high alert, adding that public health surveillance will be heightened.",Health
She also said that any suspected cases of cholera should be reported to the county director of Health for further investigation and immediate response.,Health
"By JAMES ANYANZWA By FRED OLUOCH East African countries are facing a food supply crisis, which is bound to increase the cost of living and push up governments’ budget deficits this year.",Governance
"Much of the region has gone through a dry spell after the delay of the long rains (March-May), with poor harvests forecast.",Disaster/Health
"While the region’s average cost of living remained relatively unchanged during the three months to March, inadequate food supply and rising oil prices may lead to higher inflation in the coming months.",Disaster/Health
"The average overall inflation for Kenya, Tanzania, Uganda and Rwanda during the three months to March 2019 was 2.9 per cent, down from 2.93 per cent in the same period last year.",Disaster/Health
Some 23.4 million people are currently food insecure in the Greater Horn of Africa.,Disaster/Health
"They include 10.7 million people already starving across Somalia, Kenya, Ethiopia and Karamoja region in Uganda.",Disaster/Health
"WORSENING SITUATION The Food Security and Nutrition Working Group (FSNWG), a regional platform of the Inter-Governmental Authority on Development (Igad) and the Food and Agriculture Organisation, says that although the food insecure population is lower than that of 2017 (15.3 million), there is a high risk of a worsening situation due to rainfall deficits.",Disaster/Health
"More than four million children will need support for acute malnutrition: 2.76 million under-fives in Ethiopia, 903,086 in Somalia and 54,309 in Kenya.",Health
Some three million pregnant and breastfeeding women are also at risk of malnutrition.,Health
"Igad executive secretary Mahboub Maalim said that in Karamoja region alone, about 250,000 agro-pastoral people and their animals are currently in food distress.",Agriculture
The Authority has now put in place contingency plans for water and food.,Disaster/Health
"The delay in the start of the March to May long rains, coupled with forecast rainfall deficits, comes in the wake of already dry conditions due to poor October to December 2018 rains over some parts of the Greater Horn of Africa.",Disaster/Health
The poor short rains led to below-average crop production and deteriorating pastures in some agro-pastoral and marginal mixed farming areas.,Agriculture
"Analyses show that rainfall levels through mid-April are likely to be the lowest on record since 1981 in some areas, particularly in southern Kenya, much of Somalia, the Somali Regional State of Ethiopia, and northern Uganda.",Disaster/Health
Rainfall predictions until May 31 suggest that parts of the region will receive below-average rainfall.,Disaster/Health
"According to Kenya’s Meteorological Department, the forecast for the remainder of the season indicates that most of the country will continue to be dry for the rest of April.",Disaster/Health
"The west of the country is, however, expected to receive isolated rainfall over a few places.",Disaster/Health
"The rainfall is however forecast to have long dry spells in between episodes, and the amounts are expected to be minimal.",Disaster/Health
The projection for May indicates that most parts of the country will receive below-average rainfall apart from the west of the country.,Disaster/Health
"In early May, there are chances of isolated storms that may cause flash floods over low-lying areas.",Disaster/Health
The western and coastal strips may continue to experience isolated rainfall over a few places up to the beginning of June.,Disaster/Health
"FOOD INSECURITY Cyril Ferrand, the resilience team leader at the FAO Sub-Regional Office for Eastern Africa, said that of the planned $22 billion global humanitarian fund for 2019, East African would get $2.5 billion to mitigate against the effects of the drought.",Disaster/Health
"The FSNWG report predicts an increase in food insecurity and livestock movement, likely to peak from June to October.",Security
"The Uganda-Kenya border, where pastoral conditions are expected to remain acceptable, could suffer from possible competition over resources and may result in conflict.",Security
"Crop production could also be below average in marginal agricultural areas of Kenya, Somalia and Ethiopia.",Agriculture
"Along with the lower than average crop production of Uganda and Tanzania, this could cause price increases, thus reducing access to basic food supplies for poor households.",Agriculture
"According to the latest East Africa Cross-border Trade Bulletin, Uganda, Tanzania and Ethiopia are key suppliers of maize, rice and beans to other parts of the region.",Disaster/Health
"According to the report, regional supplies of sorghum, maize, rice, and dry beans are expected to tighten in the first and second quarters of 2019.",Agriculture
"Uganda usually has two maize harvests each year, and Tanzania’s May and August harvests have played a major role in stabilising the prices of the commodity in the region.",Agriculture
"Tanzania’s maize exports to Kenya, especially from the main producing southern regions where prices are lower, were projected to increase in the first quarter and peak in the second quarter of this year.",Agriculture
