Kiswahili,Domain
Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2022,Disaster/Health
Kambi ya Wakimbizi ya Dadaab na Kakuma nchini Kenya | Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI) Q4 (Oktoba - Desemba 2024),Disaster/Health
"kuwataka watu kujua hali zao za maambukizi ya VVU kwa njia ya kupima, na kupata huduma za kinga, matibabu na matunzo ya VVU; na",General
"Kenya: Ripoti ya mtandao wa IFRC katikati ya mwaka, Januari - Juni 2023 (13 Desemba 2023)",Disaster/Health
"Kenya - Mafuriko, sasisho (Wizara ya Mambo ya Ndani na Utawala wa Kitaifa, Kenya Met, DG ECHO, vyombo vya habari) (ECHO Daily Flash ya 19 Machi 2026)",Disaster/Health
Kenya: Wakimbizi wasio na vibali wakipokea usaidizi wa kukidhi mahitaji ya kimsingi,Disaster/Health
UNFPA na Msalaba Mwekundu wa Kenya wanaungana kusambaza vifaa muhimu vya afya ya uzazi katika kukabiliana na El-Nino,Disaster/Health
Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Oktoba 2022,Disaster/Health
"Tunapaswa kuzingatia hatua za kuzuia, ambazo ni pamoja na kuosha mikono, kuvaa barakoa wakati wote, kudumisha umbali wa kijamii na kimwili, na kuepuka mikusanyiko ya watu, miongoni mwa mengine; Dk Aman. #KomeshaCorona sasisho.",Public Health
"Kama mtu wa kujitolea, watu binafsi wanatarajiwa kuunga mkono kazi ya kibinadamu ya shirika na kuchangia kuboresha maisha ya wale wanaohitaji. Kwa kujitolea muda wao, ujuzi, na rasilimali, wanaojitolea katika Shirika la Msalaba Mwekundu la Kenya wanaonyesha kikamilifu kujitolea kuwahudumia wengine na kuleta matokeo chanya kwa jamii yao. Kimsingi, kuwa mfanyakazi wa kujitolea katika Shirika la Msalaba Mwekundu la Kenya si kazi tu au cheo, ni fursa ya kurudisha nyuma, kuhamasisha mabadiliko, na kuleta mabadiliko duniani.",General
"Jumuiya mwenyeji, haswa Turkana, zinakabiliwa na ugumu kama huo, unaoonyesha mapungufu ya muda mrefu ya maendeleo.",Disaster/Health
SHULE NYINGI KAME ZINAZOTAHITAJI INGILIO KWA MPANGO WA UHAMISHO WA FEDHA (NYUMBANI),General
Msaada wa Tahadhari ya Kenya Cash Consortium kwa Jamii Zilizoathiriwa na Maafa katika Kambi ya Wakimbizi ya Dadaab: Endline (Oktoba 2024),Disaster/Health
WHO yahimiza huduma kubwa za afya za COVID-19 katika mazingira ya kibinadamu ya Afrika16 Julai 2020,General
"The Virtual Asset Service Providers Bill, 2025 1 MSWADA WA MSWADA WA WATOA HUDUMA AINA YA MALI, WA 2025 UPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1— Jina fupi. 2 - Tafsiri. 3- Maana ya ""mtoa huduma wa mali halisi"". 4- Malengo ya Sheria. 5- Wigo wa maombi.",Disaster/Health
"Wakati wa mzunguko wa kuripoti wa GLASS wa 2025, Rwanda ilianza kuripoti data ya jumla na ya kiwango cha mtu binafsi, kuhakikisha uendelevu wakati wa mpito kwa ripoti ya kina zaidi ya ufuatiliaji.",Disaster/Health
"Licha ya mvua za hivi majuzi, ukame na mzozo wa usalama wa chakula nchini Kenya bado ni mkubwa na unaotishia maisha.",Disaster/Health
"UNAIDS na Shirika la Afya Duniani kwa hiyo wanaendelea kutetea mifumo tofauti ya utoaji huduma kwa watu kutoka makundi muhimu, ikiwa ni pamoja na kupitia huduma zinazoongozwa na jamii.",Health
Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Januari 2023,Disaster/Health
Kenya: Jumuiya zinazokidhi mahitaji yao kupitia uhamishaji wa pesa taslimu bila masharti.,Disaster/Health
Kenya: Wasiwasi wa vifo katika maandamano,Disaster/Health
"Ufuatiliaji wa Msimu wa Afrika Mashariki: Mafuriko makubwa katika maeneo ya Afrika Mashariki (Aprili 30, 2024)",Disaster/Health
Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2023,Disaster/Health
"Usafirishaji Haramu wa Wanawake 'Kwa Makubaliano' Nchini Kenya: Je, Ufeministi wa Mgawanyiko Unaweza Kutoa Suluhisho?",Disaster/Health
Taarifa ya Ujumbe Muhimu wa Kenya Septemba 2023: Mafuriko na bei ya juu ya chakula inazuia ukame katika maeneo ya wafugaji na maeneo ya mashambani.,Disaster/Health
Kenya na Zimbabwe zinawekeza katika kuzuia ukatili dhidi ya wanawake na wasichana,Disaster/Health
"Wakati wa mlipuko wa ugonjwa wa virusi vya Ebola (EVD) wa 2018-2020 (EVD) uliosababishwa na virusi vya ebola vya Zaire katika Jamhuri ya Kidemokrasia ya Kongo, jaribio la kwanza kabisa la udhibiti wa dawa mbalimbali bila mpangilio lilifanyika ili kutathmini ufanisi na usalama wa dawa zinazotumika kutibu wagonjwa wa EVD chini ya mfumo wa kimaadili ulioandaliwa kwa kushauriana na wataalamu katika uwanja huo na DRC.",General
Kaunti ya Tharaka-Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
"Muhtasari wa Nchi wa WFP Kenya, Oktoba 2024",Disaster/Health
"Hata kama kushindwa si kwa ghafla au janga, joto la muda mrefu linaweza kudhoofisha utegemezi, ufanisi na uthabiti wa huduma muhimu hatua kwa hatua.",Disaster/Health
"Mtazamo wa Usalama wa Chakula nchini Kenya, Aprili - Septemba 2026 - Mgogoro (IPC Awamu ya 3) kuendelea katika maeneo ya wafugaji, licha ya mvua nyingi nzuri.",Disaster/Health
Mishtuko Miwili Inatishia Suluhu za Kudumu kwa Wakimbizi nchini Kenya,Disaster/Health
Mwitikio wa haraka huleta ahueni kwa jamii zilizoathiriwa na mafuriko nchini Kenya,Disaster/Health
Wakulima wa Kenya Warejesha Ardhi - na Matumaini - Baada ya Mafuriko,Disaster/Health
Kenya: Uhamisho wa pesa unaleta ahueni kwa jamii zinazokabiliwa na ukame,Disaster/Health
Jinsi Ubunifu Mmoja wa Nishati ya Jua Ulivyobadilisha Jumuiya Nzima,Disaster/Health
"Usaidizi wa pesa taslimu utatolewa ili kuwezesha familia 2,000 zilizo katika mazingira magumu kupata chakula mara moja na kushughulikia mahitaji ya dharura bila kujihusisha na mbinu mbaya za kukabiliana nazo, kama vile kuuza wanyama au kuwaondoa watoto shuleni.",Education
Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,Disaster/Health
TOR: Kikundi Kazi cha Usafirishaji Endelevu cha Mazingira cha Kenya (WREC),Disaster/Health
Mfululizo wa Muhtasari wa Mradi - Nambari 3: Ubunifu wa kiduara wa uchumi wa kibiolojia kwa wakimbizi na jamii zinazowakaribisha katika Afrika Mashariki,Disaster/Health
"Katika maeneo ya wafugaji, bei ya mifugo kwa ujumla ilipungua kati ya mwishoni mwa 2025 na mapema 2026 huku hali ya miili ya wanyama ikizidi kuwa mbaya.",Agriculture
"Mabadiliko ya hali ya hewa yanapozidisha viwango vya joto duniani, joto sugu litazidi kuwa lisilostahimilika kwa wakazi na maeneo ambayo tayari yameathiriwa, huku pia yakiwa ni tishio linaloongezeka kwa yale ambayo yameathiriwa kidogo kihistoria.",Disaster/Health
WHO inayohusika huku kesi za COVID-19 zikiongezeka barani Afrika2 Aprili 2020,General
"Idadi ya watu walioathiriwa na ukame kaskazini mwa Kenya, Oktoba 2022",Disaster/Health
Kenya: Athari na Majibu ya Mvua Kubwa na Mafuriko (hadi tarehe 20 Desemba 2023),Disaster/Health
Taarifa ya Dharura ya Afya ya Umma ya Ethiopia ya Kila Wiki: 28 Oktoba 2025,General
Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya No. 1 (Ukame) - 1 Aprili hadi 31 Mei 2022,Disaster/Health
Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2022,Disaster/Health
"Kenya: Mlipuko wa Kipindupindu - Usasishaji wa Uendeshaji, Rufaa No. MDRKE054 (22 Julai 2023)",Disaster/Health
Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2022,Disaster/Health
"Kuzinduliwa kwa Mkakati huo, pamoja na mafanikio haya ya kisheria, kunaonyesha dhamira dhabiti ya kitaifa ya Kenya ya uthabiti, uthabiti wa kifedha, na ulinzi jumuishi kwa wakaazi wote.",Disaster/Health
"Huku kukiwa na mzozo mbaya zaidi wa ukame ulioshuhudiwa katika miaka 40 nchini Kenya, hitaji la huduma za GBV ni kubwa kuliko hapo awali, inaonya IRC.",Disaster/Health
Fahamu Ukweli Dalili za #COVID19 ni zipi. homa. kikohozi upungufu wa pumzi. Msaada wa #KomeshaCorona kujikinga na uwapendao dhidi ya #CoronaVirus,Public Health
Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
Kenya: Usalama wa Chakula na Utapiamlo wa IPC - Uhaba Mkali wa Chakula: Julai 2023 - Januari 2024; Utapiamlo Mkali: Aprili - Oktoba 2023,Disaster/Health
Kaunti ya Narok: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health
Taarifa ya Tahadhari ya Mapema ya Kitaifa (Agosti 2022),Disaster/Health
"Sasisho la Kiuchumi la Kenya, Linalolenga Juu: Kupata Elimu Ili Kudumisha Ufufuaji (Juni 2022) Toleo Na. 25",Disaster/Health
"Ujumbe wa ICRC Mkoa wa Nairobi: Ukweli na Takwimu - Shughuli nchini Kenya, Djibouti na Tanzania (Januari - Desemba 2025)",Disaster/Health
Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2023,Disaster/Health
"Sasa kutana na Julius Kareno Ole Menye, kutoka kaunti ya Narok, mfano bora wa kutumia vichekesho kukumbusha jamii yake kukaa nyumbani, kunawa mikono na kuendelea kuweka umbali ili kuzuia kuenea kwa Covid-19. #KomeshaCorona",Public Health
Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
Mapungufu katika utoaji wa huduma ya lishe huongeza zaidi hatari hizi.,Health
Kaunti ya Nyeri (Kieni): Taarifa ya Onyo la Mapema kuhusu Ukame Mei 2022,Disaster/Health
Uwekezaji wa Mfuko wa Kimataifa katika Miundombinu ya Oksijeni ya Matibabu Yazinduliwa nchini Kenya,Disaster/Health
"Uchungu ulipokuwa ukiongezeka, Lucy Makena, afisa wa afya ya uzazi kutoka kliniki inayohamishika ya karibu inayoungwa mkono na Shirika la Afya Duniani (WHO), alifika nyumbani hapo.",Health
"Embu CHPO & CDPH inahamasisha ""Wanjiku"" kuhusu COVID 19 katika soko la wazi. Umuhimu wa usafi wa mikono na umbali wa kijamii ni miongoni mwa masuala ya afya yaliyojadiliwa. #KomesaCorona",Public Health
ACTED Kenya: kutoa msaada wa dharura wa pesa kusaidia familia zilizoathiriwa na ukame katika Kaunti ya Turkana,Disaster/Health
Upanuzi wa chanjo ya malaria unafuatia pendekezo la kwanza la WHO la chanjo ya malaria mnamo Oktoba 2021 ambalo lilitokana na data na maarifa yaliyotolewa kutoka kwa majaribio.,Health
Wakimbizi wa Kisomali wanahangaika wakati wa Ramadhani huku ukame ukichochea mahitaji zaidi,Disaster/Health
"Licha ya vikwazo hivi, nchi zote mbili zilionyesha kuwa maendeleo yanawezekana kupitia mipango iliyopangwa, uratibu thabiti, zana sanifu, uhakikisho wa ubora wa data na usaidizi endelevu wa washirika.",Disaster/Health
"Kifungu cha 23 (1) cha Sheria ya Uhifadhi na Usimamizi wa Wanyamapori, 2013 (kama ilivyorekebishwa) kinaanzisha Mfuko wa Udhamini wa Uhifadhi wa Wanyamapori.",Disaster/Health
"Kuza, kuwezesha na kuongoza mfumo wa utafiti wa kitaifa kupitia sera zinazosawazisha ujumuishaji wa Utafiti na Maendeleo (R&D) katika maendeleo ya jumla ya uchumi wa kitaifa.",General
Kenya: Athari za kibinadamu za mvua kubwa na mafuriko - Sasisho la Flash #2 (20 Novemba 2023),Disaster/Health
Kenya - Kaunti ya Garissa - Ramani ya Miundomsingi ya Kaunti Ndogo ya Dadaab (29/08/2024),Disaster/Health
"Ripoti ya Kanda ya 2024: Programu ya Kikanda ya Kuimarisha Hali ya Hewa ya Uwekezaji kwa Uwezeshaji wa Kiuchumi kwa Wakimbizi, Waliorudishwa na Mwenyeji/Wanawake wa Jumuiya ya Kurudi Mashariki na Pembe ya Afrika na Ukanda wa Maziwa Makuu.",Disaster/Health
Lisha Wakati Ujao: Karatasi ya Ukweli ya USAID ya Kenya 2023,Disaster/Health
Mpango wa Changamoto ya Elimu ya Wasichana (GEC) unalenga kusaidia hadi milioni ya wasichana maskini zaidi duniani kuboresha maisha yao kupitia elimu.,General
"Hata hivyo, katika maeneo ya kaskazini-mashariki na baadhi ya mashariki (kaunti za Mandera, Wajir, Garissa na Tana River) hali ya malisho mnamo Machi ilisalia chini- wastani kufuatia ukame mkali mwishoni mwa 2025 (ramani ya Kielezo cha Hali ya Uoto).",Disaster/Health
Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2022,Disaster/Health
Muungano wa Kupinga Unyanyasaji wa Kijinsia Waitaka Serikali ya Kenya Kuchukua Hatua Kukomesha Mauaji ya Wanawake na Unyanyasaji Dhidi ya Wanawake nchini Kenya.,Disaster/Health
"Mradi wa ACE II unakaa katika Kurugenzi ya Elimu ya Vyuo Vikuu(DUE) na unafadhiliwa kwa pamoja na Serikali ya Kenya na Benki ya Dunia kupitia usaidizi wa mikopo. Vituo vitatu vimeanzishwa nchini Kenya ambavyo ni; Chuo Kikuu cha Egerton na Chuo Kikuu cha Sayansi na Teknolojia cha Jaramogi Oginga Odinga ambacho kinatekeleza miradi inayohusu usalama wa chakula huku kituo cha tatu kikiwa Chuo Kikuu cha Moi kinachoshughulikia nishati mbadala. Mradi huo ulitangazwa kuanza kutumika kuanzia tarehe 4 Februari, 2017 na utafungwa Juni 2022.",General
Ripoti ya Mwaka ya Nchi ya Kenya 2023 - Mpango Mkakati wa Nchi 2018 - 2023,Disaster/Health
Kufanya mazoezi ya usafi kunaweza kusaidia kuzuia uchafuzi wa barakoa. Nawa mikono yako kabla na baada ya kuvaa barakoa. #KomeshaCorona,Public Health
"Kichekesho hiki kinagusa mada muhimu kama vile kunawa mikono, umbali wa kijamii, kuvaa vinyago katika jamii, kwa hisani ya Julius Ole Menye kutoka kaunti ya Narok. Ningesema tazama zote na ushiriki ili kusaidia kuzuia kuenea kwa coronavirus. Kampeni ya #KomeshaKorona.",Public Health
Utumiaji wa chanjo ya COVID-19 barani Afrika unaongezeka kwa 15% 18 Machi 2022,General
"Watu wanaotaka kuwasilisha maoni wanaombwa kuchanganua msimbo wa QR ambao unaweza pia kupatikana katika tovuti ya Hazina ya Kitaifa www.treasury.go.ke, tovuti ya PPRA https://ppra.go.ke na tovuti ya KISM htps://kism.or.ke na ujaze fomu ya marejesho humo.",Governance
Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,Disaster/Health
Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2023,Disaster/Health
Mpango wa Kukabiliana na El Nino wa Kenya: Arifa kuhusu Mafuriko ya Dharura - Oktoba 2023,Disaster/Health
"Kwa sasa hakuna chanjo ya kuzuia maambukizi ya COVID-19. Njia pekee ya kuzuia, ni kuepuka kuwa wazi kwa virusi. epuka kugusa macho, pua na mdomo wako. kohoa na kupiga chafya kwenye kiwiko cha mkono epuka kupeana mikono kaa nyumbani na osha mikono yako mara kwa mara #KomeshaCorona",Public Health
"Kutoa mtaala unaobadilika kulingana na mahitaji ya wafanyikazi wa uchumi unaobadilika; Toa ujuzi wa soko, ujuzi wa kiufundi na mitazamo ambayo inajibu mahitaji ya soko la kisasa la ajira kwa tasnia, sekta isiyo rasmi na kujiajiri; Kazi mahususi za Kurugenzi ni: Kukuza viwango vya elimu ya ufundiKitendo/kiwanda kiambatisho cha maendeleo ya mtaalaUtaratibu wa maendeleo ya mtaala. utekelezajiUsajili wa taasisi za TIVET Uratibu wa mitihani ya kiufundi na biashara Tathmini ya vifaa vya Taasisi na uwezo wa TVET.",General
Inastahili kufahamishwa na kushiriki katika shughuli za tawi,General
Mwitikio wa Fedha wa Malengo Mbalimbali wa Kenya Cash Consortium kwa Wakimbizi Walioathiriwa na Mafuriko huko Dadaab: Msingi - Februari 2024,Disaster/Health
Msaada wa Tahadhari ya Kenya Cash Consortium kwa Jamii Zilizoathiriwa na Maafa katika ASAL za Kenya: Endline (Agosti 2024),Disaster/Health
Kenya: Mwitikio wa Ukame - Uwepo wa Kiutendaji (Kuanzia Machi 2022),Disaster/Health
Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,Disaster/Health
Kenya: Machafuko ya Kijamii ya Baringo - Sasisho la Uendeshaji la DREF (MDRKE059),Disaster/Health
CoronaVirusKenya Tunatoa wito kwa Wakenya ambao wamesafiri hadi China kwa wiki mbili zilizopita kujichunguza katika vituo mbalimbali vya afya vilivyo karibu nao kwani muda wa kuangua virusi hivi ni wiki mbili @BBCWorld @RadioCitizenFM @KBCChannel1 @CapitalFMKenya @GhettoRadio895,Public Health
"Kutoka kwa Hatari ya Hali ya Hewa hadi Ustahimilivu: Kufungua Athari za Kiuchumi za Mabadiliko ya Tabianchi nchini Kenya, Novemba 2023",Disaster/Health
"Ingawa upatikanaji wa huduma ya uzazi yenye ujuzi bado ni mdogo katika baadhi ya maeneo ya Kanda ya Afrika, uwekezaji unaolengwa katika mafunzo ya wafanyakazi wa afya na utoaji wa huduma unasaidia kuziba pengo hilo, kama ilivyo kwa Leaungokiok.",Health
Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame ya Juni 2022,Disaster/Health
"Mtandao wa Kibinadamu wa ASAL MPCT Tathmini ya Msingi ya Walengwa Wapya, Kaunti ya Turkana (Februari 2022)",Disaster/Health
Kenya - Ufuatiliaji wa Uhamaji na Tathmini ya Mahali ya Sekta mbalimbali katika Kaunti ya Turkana Awamu ya #2 (Juni 2023),Disaster/Health
Kenya: Kadi ya afya na mazingira,Disaster/Health
Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Novemba 2023,Disaster/Health
Usafirishaji wa chanjo ya COVID-19 barani Afrika unapanda29 Julai 2021,General
Mazingira ya Ghasia za Kisiasa nchini Kenya Kuelekea Uchaguzi wa 2022,Disaster/Health
MPANGO WA KIKUNDI CHENYE HATARI NA WALIO PEKEO KWA ELMOLO KATIKA KAUNTI YA MARSABIT.,General
Kukuza na kuratibu maendeleo ya Sayansi na Teknolojia.,General
Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,Disaster/Health
"Kama PS alivyosema: mwanafunzi katika Ol'Kalou sasa anapata vifaa sawa, vipimo sawa, kama mwanafunzi wa Nairobi au Mombasa.",General
"Kuwa macho na mtu yeyote aliye na dalili kama vile homa kali, kupiga chafya, kukohoa, maumivu ya mwili - piga 719 kwa usaidizi. #KomeshaCorona.",Public Health
Magonjwa yasiyoambukiza na afya ya akili katika ripoti ya maendeleo ya WHO Kanda ya Afrika 2024,Health
Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame ya Novemba 2022,Disaster/Health
Grandi wa UNHCR apongeza uzinduzi wa mpango wa kihistoria wa ujumuishaji wa wakimbizi nchini Kenya,Disaster/Health
"Kanuni hizi zinaweza kutajwa kuwa Kanuni za Mfuko wa Michezo, Sanaa na Maendeleo ya Jamii (Marekebisho) za 2024.",Disaster/Health
Kusaidia wakimbizi nchini Somalia na Kenya,Disaster/Health
Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2024,Disaster/Health
"Matokeo haya yanaonyesha dhamira endelevu ya wahudumu wa afya, wafanyakazi wa kujitolea wa kijamii, na familia ambao walihakikisha kwamba watoto wanafikiwa hata katika maeneo ya mbali zaidi, au wakati wa kuhama.",General
Kenya: Mlipuko wa Polio - Operesheni ya DREF (MDRKE062),Disaster/Health
"CAS, Dk Rashid: Makada hawa wataendesha kituo cha simu huku tukisubiri kupelekwa kwa wanasaikolojia 40, ambao wanaajiriwa na Tume ya Utumishi wa Umma. @PSCKenya #WorldSuicidePreventionDay",Public Health
Kaunti ya Samburu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health
Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya Nambari 01 Katikati ya Mwaka 2024,Disaster/Health
"Kenya - Maporomoko ya ardhi na mafuriko (vyombo vya habari, Kenya Met Department)(ECHO Daily Flash ya 16 Mei 2024)",Disaster/Health
"Banjul—Nchini Gambia, juhudi za kijasiri na zilizoratibiwa zinaboresha upatikanaji wa chanjo za kuokoa maisha kwa wasichana wabalehe nchini kote. Ili kupata chanjo ya wasichana waliokosa wakati wa kampeni ya 2025, Gambia inatekeleza…",General
"Muhtasari wa Usaidizi wa USAID/BHA Kenya, Februari 2024",Disaster/Health
Jumuiya Zinazosimamia: Masomo kwa Mfuko wa Kimataifa wa Kukabiliana na Hasara na Uharibifu kutoka kwa mradi unaoongozwa na wenyeji nchini Kenya.,Disaster/Health
Kujumuisha Waganga wa Kienyeji na Kidini katika Mfumo Rasmi wa Huduma ya Afya kwa Maandalizi na Udhibiti wa Magonjwa Ambukizi Sana kama vile Ebola.,Disaster/Health
Afrika Mashariki: Mvua kubwa na mafuriko Sasisho la Flash #1 (3 Mei 2024),Disaster/Health
Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2022,Disaster/Health
Uchaguzi wa Kenya: amani lazima itawale,Disaster/Health
"Toleo la 26 la Usasisho wa Uchumi wa Kenya (KEU): Inaendelea Kurudishwa, lakini Dhoruba Hufunika Upeo - Sera za Kuharakisha Uchumi Wenye Tija kwa Ukuaji Jumuishi",Disaster/Health
"Kenya - Mafuriko na maporomoko ya ardhi, sasisho (vyombo vya habari, Idara ya Hali ya Hewa ya Kenya) (ECHO Daily Flash ya 4 Mei 2026)",Disaster/Health
Kenya - Kaunti ya Garissa - Dadaab - Ramani ya Miundombinu ya Kambi ya Wakimbizi ya Dagahaley (29/08/2024),Disaster/Health
Vizuizi vya kimuundo vinazuia zaidi ufikiaji wa kazi.,Disaster/Health
Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2022,Disaster/Health
"Athari za maporomoko ya ardhi/matope katika Mai Mahiu na KijabeTowns, Kenya kuanzia tarehe 1 Mei 2024 - Uchambuzi wa Picha: 01/05/2024 Limechapishwa 02/05/2024 V1",Disaster/Health
"Kama timu ya afya ya kaunti, tutaendelea kufanya kazi na washirika katika kuongeza ufikiaji wa chanjo ya COVID-19 na kuunga mkono wazo hili zuri katika kuhakikisha kuwa makundi yote ya watu yamechanjwa, ikiwa ni pamoja na watu walio katika mazingira magumu na waliotengwa,"" alisema Florence Aketch, Mratibu wa Kaunti ya Kisumu kwa Mpango wa Kupanua wa Chanjo.",Health
Sasisho la Uendeshaji la UNHCR Kenya #9 (Septemba 2023),Disaster/Health
"Nairobi—Kenya inaharakisha juhudi za kuondoa ugonjwa wa limfu, unaojulikana kama tembo, kama tatizo la afya ya umma ifikapo mwaka wa 2027. Usimamizi wa madawa ya kila mwaka unaofanywa kati ya 2016 na 2022 umekuwa na matokeo...",General
"Dalili za ugonjwa wa Ebola zinaweza kuwa ghafla. Ni pamoja na homa, uchovu, misuli, maumivu, maumivu ya kichwa na koo. Hii inafuatwa na kutapika, kuhara, upele, dalili za kuharibika kwa figo na ini, na katika baadhi ya matukio ya ndani na nje ya damu (kwa mfano, kutoka kwa ufizi, damu kwenye kinyesi). Matokeo ya kimaabara ni pamoja na kupungua kwa seli nyeupe za damu na hesabu za platelet na vimeng'enya vilivyoinuliwa vya ini.",General
Muhtasari wa Sera - Kujenga Ustahimilivu: Kushughulikia Athari za Hatari zinazohusiana na Hali ya Hewa kwa Maisha na Kazi Isiyo na Malipo ya Kaya katika Wilaya za Kenya zinazohifadhi Wakimbizi.,Disaster/Health
"Mnamo 2023, usaidizi wa kichocheo kutoka Google.org ulizindua ushirikiano wa msingi kati ya WFP, Chuo Kikuu cha Oxford, na taasisi muhimu za kikanda-IGAD's Climate Prediction and Application Center (ICPAC), Idara ya Hali ya Hewa ya Kenya (KMD), na Taasisi ya Hali ya Hewa ya Ethiopia (EMI).",Disaster/Health
"Mkakati huo mpya, uliotayarishwa kwa msaada wa kiufundi kutoka Ofisi ya Umoja wa Mataifa ya Kupunguza Hatari za Maafa (UNDRR), unatoa mfumo mpana wa kuimarisha ustahimilivu wa kifedha kupitia kuhama kutoka kwa ufadhili tendaji, unaotokana na shida hadi utayarishaji wa kifedha unaozingatia hatari hadi 2030.",Disaster/Health
Mita za nishati mahiri kwa vifaa vya jamii vya wakimbizi,Disaster/Health
Kenya: Komesha Unyanyasaji wa Polisi wa Maandamano,Disaster/Health
WHO inahimiza nchi kurekebisha mikakati ya kupima VVU ili kukabiliana na mabadiliko ya janga,General
"Kupima VVU na magonjwa mengine ya zinaa kunashauriwa sana kwa watu wote walio katika hatari yoyote. Kupitia kupima, watu hujifunza kuhusu hali yao ya maambukizi na kupata huduma muhimu za kinga na matibabu bila kuchelewa. WHO pia inapendekeza kutoa upimaji kwa wenzi au wanandoa. Zaidi ya hayo, WHO inapendekeza mbinu za usaidizi za arifa za washirika ili watu walio na VVU wapate usaidizi wa kuwafahamisha wenzi wao wao wenyewe, au kwa usaidizi wa watoa huduma za afya.",General
"COVID-19 imeathiri afya yetu ya akili. Hatua kama vile kukaa nyumbani, kuweka umbali wa kijamii pamoja na kutengwa kumesababisha wasiwasi mwingi. Lakini tumeona mabadiliko hasa katika tabia kama vile kuongezeka kwa usafi wa mikono; CS Mutahi Kagwe. #KomeshaCorona",Public Health
Kaunti ya Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,Disaster/Health
"Takriban robo tatu ya wakazi wanaripoti kukumbana na matatizo ya kiafya yanayohusiana na joto, ikiwa ni pamoja na uchovu wa joto, upungufu wa maji mwilini na hali ya ngozi.",Health
PS pia hutoa mamlaka ya uangalizi kwa Mashirika ya Serikali yafuatayo chini ya Idara ya Jimbo la Elimu ya Msingi:,General
Kuboresha maisha ya watu walioathiriwa na filariasis ya limfu nchini Kenya,General
Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,Disaster/Health
Wadau wa Ushirika na Wanawake na Vijana wa Afrika Mashariki katika Minyororo ya Thamani ya Kilimo: Karatasi ya ukweli 2024,Disaster/Health
"Kupima VVU, kaswende na HBV katika kliniki za wajawazito.",General
"Katika miongo ya hivi majuzi, ukame na mafuriko yameathiri sana jamii, hasa katika maeneo ya Ardhi Kame na Nusu Kame (ASAL).",Disaster/Health
"Ni vyema pia kuwapima upya watu wote waliogunduliwa kuwa na VVU kabla ya kujiandikisha kwenye huduma na/au matibabu ili kuondoa makosa yoyote yanayoweza kutokea ya upimaji au kuripoti. Hasa, mara mtu aliyegunduliwa na VVU ameanza matibabu, haipaswi kupimwa tena.",General
Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame ya Oktoba 2022,Disaster/Health
VIDEO:Mpango wa Kuboresha Shule (Kenya) Nyaraka kuhusu Uchambuzi Maalum wa KCPE wa Shule,General
Makundi haya yanarejelewa kupitia wahusika wakuu wa ulinzi na rufaa nchini Kenya ili kupokea MPCA kama safu ya ziada ya kusaidia uokoaji.,Disaster/Health
