English,Kiswahili,Ekegusii,Domain
IEBC urges Kenyans to verify list of BBI supporters,IEBC yawahimiza Wakenya kuthibitisha orodha ya wafuasi wa BBI,ekeombe gietenenerete giechimbebe nobochori koenekia amarieta ase omoroberio bwokoreta obomo ime yense.,Governance
"The new Strategy, developed with technical support from the United Nations Office for Disaster Risk Reduction (UNDRR), provides a comprehensive framework to strengthen financial resilience through a shift from reactive, crisis-driven financing to proactive, risk-informed financial preparedness through 2030.","Mkakati huo mpya, uliotayarishwa kwa msaada wa kiufundi kutoka Ofisi ya Umoja wa Mataifa ya Kupunguza Hatari za Maafa (UNDRR), unatoa mfumo mpana wa kuimarisha ustahimilivu wa kifedha kupitia kuhama kutoka kwa ufadhili tendaji, unaotokana na shida hadi utayarishaji wa kifedha unaozingatia hatari hadi 2030.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Announcing a New opt-in SMS platform sends weekly advice on healthy diets, food safety, and portion control.","Kutangaza jukwaa jipya la SMS la kujiandikisha hutuma ushauri wa kila wiki kuhusu lishe bora, usalama wa chakula, na udhibiti wa ulaji.","Koraria orosagia oroiyia ase amariko yesimi kwerikia konyora obosemi kera omokubio igoro yokoragera okuya, oborendi bwechindagera na gotinia omoigoto",Health
Up coming program on digital agricultural tools and follow up on production using smartphone.,N/A - Pending Fine-Tuned Model Inference,Omoroberio bwogosomia ogocha igoro yebikoreri bioboremi bwegedichitari na buna oranyare gotumia esimi ya koboko yao kobwatia komanya igoro yebimeri biao.,Agriculture
"Further, the Government will roll out the Public Investment 56 Management Information System to all MDAs to improve the management of development projects in the country.",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
DCI said as it urged the public to report any suspicious activities.,DCI ilisema huku ikiwahimiza umma kuripoti shughuli zozote zinazotiliwa shaka.,Omotuki omonene agasingerera ng'a abanto bamomanyie ebikoru binde bionsi bire nechitangutangu ase omoroberio bwogoaka chikura.,Governance
"Media oversight body condemned arrests and assaults on journalists covering protests, calling for an independent inquiry into press violations.","Shirika la usimamizi wa vyombo vya habari lililaani kukamatwa na kushambuliwa kwa waandishi wa habari wanaoripoti maandamano, likitaka uchunguzi huru kuhusu ukiukwaji wa vyombo vya habari.","Abariki amang'ana ba Media oversight body mbatebete koba bobe okobwatwa na ogoakwa kwabariki amang'ana bare korika na kobwata buna okorobererekana kware gokorwa, na koboria nga obokongori bwabeene bokorwe komnya ninki kiagerete abariki amanga bare gosaganerwa.",Security
High job opportunities and therefore good revenue. Improve market access and improve products value. Even if it's true..,N/A - Pending Fine-Tuned Model Inference,Amqabaga emeroremo yaigoro are nogoakana okuya. Kongia enchera yogosoa echiro na omoroberio bwokogesa obuya nerogori rierigesa riao. Nonya ere obomaene ng'a ...,Agriculture
Smart energy meters for refugees’ community facilities,Mita za nishati mahiri kwa vifaa vya jamii vya wakimbizi,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Menta health means when a person knows her or his own strength, able to endure difficulties in life, productive in his or her work and social inrerractions with his or her community",N/A - Pending Fine-Tuned Model Inference,"Obochenu bwobongo nekero omonto akomanyà chinguru chiaye omonyene, akoremereri amakongu yobogima, agokora emeremo eisaine, na gosanga ase ekenyoro",Health
Kenya: End Abusive Policing of Protests,Kenya: Komesha Unyanyasaji wa Polisi wa Maandamano,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Promote youth inclusion in decision-making; get involved in local governance.,Kukuza ushirikishwaji wa vijana katika kufanya maamuzi; kushiriki katika utawala wa ndani.,Segeta okobwaterana nabasae ase okorosia amachiko; sanga ase obogambi bwekenyoro.,Security
Shaking eye for infants is a sign of epilepsy. Seek for timely medical attention.,N/A - Pending Fine-Tuned Model Inference,Okonyegerigwa gose ogotengecha kwa eriso ase ebingwerere nekemanyererio kia endururume Rigia obogwenia ase obwango,Health
"Develop routines for nutrition, exercise, and sleep. This promotes physical and mental health, contributing to a balanced lifestyle.","Tengeneza utaratibu wa lishe, mazoezi, na usingizi. Hii inakuza afya ya kimwili na kiakili, na kuchangia mtindo wa maisha wenye usawa.","Rosia chinchera chiokoragera okuya, gokora amasoesi na korara. Eye nigo egokinia oborwaria bw'omobere n'obongo, erio gosiira komenya obogima oboikeranu.",Health
Meru National Polytechnic launches cybersecurity diploma ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ free for 2025 intake.,N/A - Pending Fine-Tuned Model Inference,"Meru National Polytechnic yachakire ekosi yedipuloma ya bosa yokorenda ogotukika bobe ase okwemigeria ime naokoiba amang'ana, gokora obosareku na yande ase baria barasoe omwaka 2025.",Education
Seek help from national helpline( 0700-AGRICULTURE) to get emergency help on matters agriculture.,N/A - Pending Fine-Tuned Model Inference,Rigia obokonyi korwa abaremi ba igoro goetera enamba eye yobokonyi (0700-AGRICULTURE) as obokonyi bwa'bwango igoro yoboremi nobokonyi.,Agriculture
All deliveries should be conducted by skilled birth attendants at health facilities. This ensures safer births and immediate care in case of complications.,Uzazi wote unapaswa kufanywa na wakunga wenye ujuzi katika vituo vya afya. Hii inahakikisha uzazi salama na huduma ya haraka iwapo kutatokea matatizo.,Okoiborigwa kogwenerete gokoru na'bamanyi ase chinyagitari .Eye nigo ekoenekia okoiboirigwa okuya na obokonyi bwa bwango obokong'u boisa kobao,Health
Informing small scale farmers importance of incorporating technology can minimise diseases brought by ( spodoptera frugiperda) survey about..,N/A - Pending Fine-Tuned Model Inference,Komanyia abaremi bemegondo emeke engencho yoboremi bwetekinorochia ngokeyia bore amarwaire akorete makonde (Spodoptera frugiperda) obotuki igo ya ...,Agriculture
"COVID-19 has affected our mental health. Measures such as stay home, keeping social distancing including isolation has caused a lot of anxiety. But we have seen change especially in behavior such as increased hand hygiene; CS Mutahi Kagwe. #KomeshaCorona","COVID-19 imeathiri afya yetu ya akili. Hatua kama vile kukaa nyumbani, kuweka umbali wa kijamii pamoja na kutengwa kumesababisha wasiwasi mwingi. Lakini tumeona mabadiliko hasa katika tabia kama vile kuongezeka kwa usafi wa mikono; CS Mutahi Kagwe. #KomeshaCorona",N/A - Pending Fine-Tuned Model Inference,Public Health
"Murang a Woman Rep Betty Maina urges residents to be tolerant of local leaders who have taken different political positions, emphasizing that it is their right to do so.","Mwakilishi wa Wanawake wa Murang Betty Maina anawasihi wakazi kuwa wavumilivu kwa viongozi wa eneo hilo ambao wamechukua misimamo tofauti ya kisiasa, akisisitiza kwamba ni haki yao kufanya hivyo.","omobunge omochore ase ensemo yabang'ina ase ekaunti ya Marang'a
Betty Maina orure okoboria ase abanto bonsi koba abaremereria ase abarai babo nonya mbaria bare ase ebiombe ebiao bia siasa asengecho mbare noboene bwabo gokora bo.",Governance
West Pokot County: Drought Early Warning Bulletin for October 2024,Kaunti ya Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Commission on administrative justice opens Garissa office; residents urged to report issues that need attention.,Tume ya haki ya utawala yafungua ofisi ya Garissa; wakazi wahimizwa kuripoti masuala yanayohitaji kushughulikiwa.,Ekeombe keria gekorigereria oboene ase obokoreri kiaigoire chiobisi chiay3 ime ya garissa nakobria abamenyi gwesokia nakorigia obokoreri goetera komanyia chiobisi echio onsi ayare arengete obisi eyio.,Governance
Announcing  meeting to create strategy for post‑2025 nutrition programs.,Kutangaza mkutano wa kuunda mkakati wa programu za lishe baada ya 2025.,Koraria okoomerana korosia chinchera chiomoberio yechindagera nyuma ya 2025,Health
KUCCPS announced the opening of its portal for inter-institutional transfers for 2025/2026 placements targeting TVET and university students.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria ekenene getenerete korangeria abana gochia eyunifasiti KUCCPS kiararirie okoigorwa emeroberio yaye yeintanetui gokonya abana  baranyare gochenchia korwa eyunifasiti eye gochia eyende omwaka 2025/2026 ase abarimu ba TVET na abana beyunifasiti.,Education
The IEBC has issued a directive requiring parents to provide information on.,IEBC imetoa agizo linalowataka wazazi kutoa taarifa kuhusu.,Ekeombe gietenerete giembebe na obochori yachikire abaibori korwa chiripoti ase,Governance
"Nearly three-quarters of residents report experiencing heat-related health problems, including heat exhaustion, dehydration and skin conditions.","Takriban robo tatu ya wakazi wanaripoti kukumbana na matatizo ya kiafya yanayohusiana na joto, ikiwa ni pamoja na uchovu wa joto, upungufu wa maji mwilini na hali ya ngozi.",N/A - Pending Fine-Tuned Model Inference,Health
Provide scholarships for sports 2020.,Toa ufadhili wa masomo kwa ajili ya michezo 2020.,Karwe chibesa chiogonya abana gosomera chigosori fomwaka 2020.,Education
"Announcement that hospitals will include African indigenous vegetables (e.g., amaranth, spider plant, African nightshade) in patient meals to improve nutrition.","Tangazo kwamba hospitali zitajumuisha mboga za asili za Kiafrika (k.m., mchicha, mmea wa buibui, mti wa mtu wa Kiafrika) katika milo ya wagonjwa ili kuboresha lishe.","Okorari kwarurwe inga chinyagitari inchebeke chinyeni chia abakoro buna (amanagu, chinsaga chimboga) ase abarwaire batangire kobamentera obuya ase chindagera",Health
"Homes and schools in disaster-prone areas should meet safety standards to withstand floods, earthquakes, and storms.","Nyumba na shule katika maeneo yanayokumbwa na majanga zinapaswa kufikia viwango vya usalama ili kustahimili mafuriko, matetemeko ya ardhi, na dhoruba.",Chinka nechisukuru chire chingongo chiriachibwate rinaga rinene ria emechando goika chitwatre oborendi bore igoro konua emetengecho nee chikoba,Security
The Ministry has announced a plan of various quality foods for the body in a bid to maintain blood levels in the body and to promote safe birth,N/A - Pending Fine-Tuned Model Inference,Ewizara yararirie omoroberio bwe chindagera chire nobotenenku ao ao as omobere gokeania okoborwa kwa amanyinga na gosegeta okoibora okuya,Health
"Som e of these initiatives include: the Kenya Youth Employment and Opportunities Project (KYEOP); the Stawisha SME Mashinani initiative; County Governments enterprise funds ; incubation, innovation and common user facilities through organizations like Kenya Industrial, Research and Development Institute (KIRDI), Kenya Industrial Estates (KIE), Kenya Bureau of Standards (KEBS); and Mi cro Small Enterprises Authority (MSEA).",N/A - Pending Fine-Tuned Model Inference,N/A - Pending Fine-Tuned Model Inference,General
Controlling diseases in your cattle is important. Learn how to prevent any disease occurrences in ypur farm and survive bad weather.,N/A - Pending Fine-Tuned Model Inference,"Gotanga amarwaire ase etugo negento kiengencho. Soma buna oragarei oboremi, obokoreri, na buna orekongie ase eguragura.",Agriculture
Kitui County: Drought Early Warning Bulletin for September 2023,Kaunti ya Kitui: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
East Africa's Women and Youth-led MSMEs in Agricultural Value-Chains: Factsheet 2024,Wadau wa Ushirika na Wanawake na Vijana wa Afrika Mashariki katika Minyororo ya Thamani ya Kilimo: Karatasi ya ukweli 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"New mothers experiencing sadness, withdrawal, or hopelessness should seek mental health support. Postpartum depression is treatable.","Akina mama wapya wanaopitia huzuni, kujitenga, au kukata tamaa wanapaswa kutafuta msaada wa afya ya akili. Mfadhaiko baada ya kujifungua unaweza kutibiwa.","Abasubati bagonkirie na koigwa kobea, kobera are na abanto na gosiria ogosemeria mbabwenerete korigia obokonyi na gosiirwa ase ebirengererio.
 Oborwaire bwa ebirengererio kobwatia okogonkia nkorwarigwa bore na kogwena.",Health
"In a schedule provided by the Chief Justice Martha Koome-led JSC, the public interviews will run from January 12 to March 23 2026.","Katika ratiba iliyotolewa na JSC inayoongozwa na Jaji Mkuu Martha Koome, mahojiano ya umma yatafanyika kuanzia Januari 12 hadi Machi 23, 2026.","Ase omoroberio orwetwe nomoteneneri bwamachiko omonene Omong'ina Martha Koome gochia led JSC, the public interviews will run from January 12 to March 23 2026.",Governance
Children experiencing trauma need psychological support available through free counseling services.,Watoto wanaopitia kiwewe wanahitaji usaidizi wa kisaikolojia unaopatikana kupitia huduma za ushauri nasaha bila malipo.,Abana bare ase ogochandeka bwebirengererio mbagabeti ogokonywa kobakonya gokinania omochando oyio bosa goetera chinkwana nomonyagitari konyora chinguru chiogokinana nebirengererio.,Security
Raise awareness! Teach abduction prevention in schools.,Kuongeza uelewa! Fundisha kuzuia utekaji nyara shuleni.,Manyia abanto! Somia buma okoiba abana korwa esukuru koratangwe.,Education
AATF (African Agricultural Technology Foundation) is a not-for-profit African led technology- transfer organisation that provides farmers in Sub-Saharan Africa ...,AATF (Wakfu wa Teknolojia ya Kilimo wa Afrika) ni shirika lisilo la faida la uhamishaji teknolojia barani Afrika linaloongozwa na wakulima katika Afrika Kusini mwa Jangwa la Sahara ...,AATF (African Agricultural Technology Foundation aiga Afrika nekemo kiebiombe getari korosia obaita aiga Afrika kegendereretie koereria chisemi as abaremi bemegondo emeke aiga Afrika yensemo enyomo,Agriculture
"Over recent decades, droughts and floods have severely impacted communities, particularly in the Arid and Semi-Arid Lands (ASAL) regions.","Katika miongo ya hivi majuzi, ukame na mafuriko yameathiri sana jamii, hasa katika maeneo ya Ardhi Kame na Nusu Kame (ASAL).",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Support from fathers, grandparents, and siblings strengthens outcomes for mother and baby.","Usaidizi kutoka kwa baba, babu na bibi, na ndugu huimarisha matokeo kwa mama na mtoto.","Okobwatesigwa korwa ase omogaka, chisokoro na abamwabo ngotinia kere obwamate bwa ngina amo nomwana",Health
EACC partnered with Catholic Church Kisumu to promote ethics during Lent.,EACC ilishirikiana na Kanisa Katoliki Kisumu kukuza maadili wakati wa Kwaresima.,Ekeombe keria gekorwania obokorekanu (EACC) nkibwatanete nekanisa ya Roman Catholiki aaria Kisumu gosegeta keene ase egasi chingaki chiepasaka.,Security
Baringo County: Drought Early Warning Bulletin for October 2022,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame ya Oktoba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry of Education implements remedial classes via digital platforms supporting students in marginalized regions.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi nkoikerania ere omoroberio bwamasomo yokoirorera goetera amasomo egedichitari gokonya abana baria batigarete nyuma kemagenderero.,Education
Follow strategic plans like the Kenya Integrity Plan to enhance sector-wide transparency,Fuata mipango ya kimkakati kama vile Mpango wa Uadilifu wa Kenya ili kuboresha uwazi katika sekta nzima,Bwatia omoroberio bwogokora emeremo buna oria o 'Kenya bwobokeene (Kenya Integrity Plan) kwangoi obokoreri ao ao bwa maiso marore ase eserikari.,Security
KICD seeks collaboration with private publishers to develop more digital learning content.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nerigetie okobwaterana nabariki bebitabu bogwetenerera korosia ebitabu ao ao biegedichitari biogosoma.,Education
The County Government urges the public to register for to strengthen governance.,Serikali ya Kaunti inawahimiza umma kujiandikisha ili kuimarisha utawala.,Eserekari yechi kaunti baboririe abamenyi kuerikia erio gotingia obokoreri,Governance
Large gatherings increase theft risks. Supervise herds and coordinate with security agencies.,Mikusanyiko mikubwa huongeza hatari za wizi. Simamia makundi ya wanyama na uratibu na vyombo vya usalama.,Omoganda omonenenbwabanto nigo okongusa abaibi. Renda etugo yao buya na bwaterana nabarendi boborendi.,Security
These groups are referred through key protection and referral actors in Kenya to receive MPCA as an additional layer to support recovery.,Makundi haya yanarejelewa kupitia wahusika wakuu wa ulinzi na rufaa nchini Kenya ili kupokea MPCA kama safu ya ziada ya kusaidia uokoaji.,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"There is a toll free number 1199 for breast feeding mothers, for advise and timely help at any time.",N/A - Pending Fine-Tuned Model Inference,"Esimi ya okonyora obokonyi ase abasubati bakogonkia, nere aroro ase okoegwa obosemia na gokonywa Kwa obwango. Aka 1195 chinsa chinde chionsi",Health
"Start or improve your beekeeping. Learn about hive management, colony health, honey harvesting, and marketing bee products.","Anza au uboreshe ufugaji wako wa nyuki. Jifunze kuhusu usimamizi wa mizinga, afya ya koloni, uvunaji wa asali, na uuzaji wa bidhaa za nyuki.","Ansa gose kong'ia obotugi bwao bwechinchoke.Egera komanya buna okorenda emetana, amasingira amaya yechinchoke, honey harvesting, kogesa oboke, na buna okoonia rigesa riechinchoke.",Agriculture
"Let us all remember that our first line of defence to beat the virus still remains the containment measures. These are washing of hands with soap and running water, maintaining social and physical distance, wearing of face mask when in public places. #KomeshaCorona update.","Sote tukumbuke kuwa safu yetu ya kwanza ya utetezi kupiga virusi bado inabaki kuwa hatua za kuzuia. Hizi ni kunawa mikono kwa sabuni na maji yanayotiririka, kudumisha umbali wa kijamii na kimwili, kuvaa barakoa unapokuwa katika maeneo ya umma. #KomeshaCorona sasisho.",N/A - Pending Fine-Tuned Model Inference,Public Health
"Sharing a bed with a child, make sure that, ????",N/A - Pending Fine-Tuned Model Inference,"Gosanga egetanda nomwana, enekia ribaga ritingi, omoeya, chipilo chitaiyo gose ebirarero bitàriri",Health
NPS discredited multiple fake posters circulating online and urged the public to avoid sharing unverified content.,NPS ilikanusha mabango mengi bandia yanayosambaa mtandaoni na kuwahimiza umma kuepuka kushiriki maudhui ambayo hayajathibitishwa.,Ekeombe keria ekenene kia abasikari (NPS)nkiangete ebinto birikire bia gosiarerwa goetera entaneti buna ebioborimo na gosaba banainchi berende kobisiarera.,Security
"Community advisory groups provide advise to their generations, support andhelping to unite women in their health endeavors when they are expectant and after delivery",N/A - Pending Fine-Tuned Model Inference,"Ebiombe biogokonya abasubati ase eamate igo bikoru chisemi ase ebigori, obokonyi bwoboremu naboigo gokonya kobeka amo abakungu na emeroberio yeafya chingaki bare barito nonya nekero baiboire",Health
"Research Terms of Reference: Baseline, Midline, and endline assessments for the Kenya Cash Consortium response to the unregistered refugees in Dadaab refugee camps, KEN2203 (May 2022, V1)","Masharti ya Marejeleo ya Utafiti: Tathmini za Msingi, Mstari wa kati, na mwisho wa Muungano wa Kenya Cash Consortium kwa wakimbizi ambao hawajasajiliwa katika kambi za wakimbizi za Dadaab, KEN2203 (Mei 2022, V1)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
There is power in the community stories we tell,Kuna nguvu katika hadithi za jamii tunazosimulia,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Kilifi County: Drought Early Warning Bulletin for May 2022,Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
KICD urges schools to embrace e-learning platforms to ensure continuity of learning during unforeseen emergencies.,KICD inahimiza shule kukumbatia mifumo ya kujifunza mtandaoni ili kuhakikisha mwendelezo wa kujifunza wakati wa dharura zisizotarajiwa.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD)  yaboririe chisukuru kobwata omoroberio bwamasomo goetera eintaneti goikerania kogendera gosoma kwa abana ekero emebasekano ao ao egocha.,Education
"The Government of Kenya developed a National Anticipatory Action Roadmap with support from partners including the Food and Agriculture Organization of the United Nations (FAO),3 which contributed to the co‑development of triggers and thresholds guiding early action.","Serikali ya Kenya ilibuni Mwongozo wa Kitaifa wa Hatua ya Kutarajia kwa usaidizi kutoka kwa washirika likiwemo Shirika la Chakula na Kilimo la Umoja wa Mataifa (FAO),3 ambao ulichangia katika uundaji wa vichochezi na vizingiti vinavyoelekeza hatua za mapema.",N/A - Pending Fine-Tuned Model Inference,Governance
"UNDRR also supported the National Treasury in developing adisaster risk reduction and climate change adaptation budget tagging (DCBT)system, which helped Kenya strengthen its ability to track and allocate resources for resilience.","UNDRR pia iliunga mkono Hazina ya Kitaifa katika kuandaa mfumo wa kupunguza hatari ya maafa na mfumo wa kuweka alama za bajeti ya kukabiliana na mabadiliko ya tabianchi (DCBT), ambao ulisaidia Kenya kuimarisha uwezo wake wa kufuatilia na kutenga rasilimali kwa ajili ya kustahimili.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Kenya's KEVEVAPI launches a five year plan of making vaccines for livestock to gain in livestock production and improve food security.,N/A - Pending Fine-Tuned Model Inference,"Kenyaâ€™s KEVEVAPI lyachakire omoroberio bwemiaka atano gosegeta omoroberio bwokorosia amariogo yokobeta etugo chisindani erio kogesa omobiaro bwetugo, na gokinia omoigoto.",Agriculture
Isiolo County: Drought Early Warning Bulletin for August 2024,Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Model 2(a) uses a tendering process for service providers such as civil society organizations (e.g. in the Republic of Moldova), or grants to provincial and municipal governments.","Mfano wa 2(a) hutumia mchakato wa kutoa zabuni kwa watoa huduma kama vile mashirika ya kiraia (k.m. katika Jamhuri ya Moldova), au ruzuku kwa serikali za mikoa na manispaa.",N/A - Pending Fine-Tuned Model Inference,Governance
"The Guardian reported Constable James Mukhwana as the first officer arraigned over the custodial death case, signaling increased scrutiny of police conduct.","Gazeti la The Guardian liliripoti kwamba Konstebo James Mukhwana ndiye afisa wa kwanza kushtakiwa kuhusu kesi ya kifo cha kifungo cha gerezani, jambo lililoashiria uchunguzi zaidi wa mwenendo wa polisi.","Abariki amang'ana ba The Guardian mbamanyetie nga omosikari James Mukhwana buna omosikari omotangani gosoerwa igoro yomonto gokwera maboko aye ekero are eseri ya porisi, egekoro gekworokia ng'a abasikari mbarigereirie buna bagokora emeremo yabo.",Security
Lamu County: Drought Early Warning Bulletin for September 2022,Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry of Education partners with universities to sponsor national math olympiads for gifted students in secondary schools.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi nkobwatana ere nechiyunifasiti nkorwa bare chibesa nebiganeirie ase abana bechisekenderi baria bare nebiegwa ase chisabu gokoamererania nabande korwa isiko.,Education
High threat of kidnapping targeting foreigners in northern and coastal areas and travelers are urged to avoid high risk zones.,Tishio kubwa la utekaji nyara unaolenga wageni katika maeneo ya kaskazini na pwani na wasafiri wanahimizwa kuepuka maeneo yenye hatari kubwa.,Obwoba bwa igoro bwokobwatwa na kobiswa kwabanto korengete abarwa isiko bamenyete aaria Irianyi mbarabare nenyancha na baria bonsi bagotumia chigari ase rogendo baboriigwe gotaika ange nchinsemo echio chiregire nobokebago.,Security
"The event will highlight the importance of investing in digital solutions to accelerate sustainable and inclusive rural development, and through ...","Tukio hilo litaangazia umuhimu wa kuwekeza katika suluhu za kidijitali ili kuharakisha maendeleo endelevu na jumuishi ya vijijini, na kupitia ...","Ogokora oko nkworokie obuya bwokobeka chinguru chisemi chiegedichitari erio gosuguma amagenderero yokwegendereria abonsi na amagenderero ebinyoro, na goetera ...",Agriculture
"Kenya Price Bulletin, September 2024","Taarifa ya Bei ya Kenya, Septemba 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Install window security film to make glass harder to break.,Sakinisha filamu ya usalama ya dirisha ili kufanya kioo kiwe kigumu kuvunjika.,Sambereria chichuma ase chetirisa chia erio gotanga ebirore tibiateka raisi.,Security
Upgrade teacher salaries 2020.,Boresha mishahara ya walimu 2020.,Gesa abarimu emesaara omwaka 2020.,Education
Kenya to release genetically modified mosquitoes to fight malaria,Kenya kutoa mbu waliobadilishwa vinasaba ili kupambana na malaria,Kenya gosokia chiumbu chionchoire amanyinga/DNA chinyare korwania malaria,Health
"TSC releases new salary scale ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ interns to earn Ksh 50,000 from January.",N/A - Pending Fine-Tuned Model Inference,"Ekeombe ekene kia abarimu (TSC) kiaorokirie omoroberio bwemesara yabarimi bechikorechi 50,000 gochakera omotienyi omotang'ani.",Education
The public is encouraged to verify to protect citizens.,Umma unahimizwa kuthibitisha ili kuwalinda raia.,Abamenyi bairwe omoyo ase okoerenda,Governance
"Youth engagement took centre stage in Kisumu County this week as leaders threw down the gauntlet, urging young residents to swap spectator seats for the architect's table in governance.","Ushiriki wa vijana ulichukua nafasi muhimu katika Kaunti ya Kisumu wiki hii huku viongozi wakipuuza vikwazo, wakiwahimiza wakazi vijana kubadilishana viti vya watazamaji na meza ya mbunifu katika utawala.",Okobwaterana nabasae aaria ekaonti ya Kisumu ewiki eye nigo kwabete kwomonguso ase abant abange ekero abarai barwete ogosaba nga abasae babogorie egetambokero kioborendi. Gosegeta abasae batige koba magega na abarigereria korende korende kobwaterana korora ng'a ebirengererio biabo biasoire ase emeroberio yobogamb gose oborai.,Governance
"Between 2020 and 2024, Tana River County experienced alternating cycles of drought and flooding, exacerbating displacement patterns.","Kati ya 2020 na 2024, Kaunti ya Tana River ilikumbwa na mizunguko ya ukame na mafuriko, na hivyo kuzidisha mwelekeo wa watu kuhama makazi yao.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
TVETA secures funding for modernization and equipping of workshops in TVET institutions.,N/A - Pending Fine-Tuned Model Inference,Aborai bwekeombe keria ekenene getenerete chikorechi chiobobundi nechisemi chiokwegendereria TVETA nkorigia ere chibesachiaagacha na gochibeka ebire bitakeire ase amasomo biabono chikorechi chionsi chia TVET.,Education
"Learn on insecticides used to spray livestock which don't work in healing your livestock, and the effect on human beings. (AMR) and the best usage of medicines used to control diseases on your livestock ( like poultry)",N/A - Pending Fine-Tuned Model Inference,"Manaya hatari ereo ekero amariogo okoa etugo yao etari gokora emeremo ase okwebwenia etugo, na hatari ase abanto. (AMR) na egera enchera engiya yogotumia amariogo agotanga amarwaire ase obotugi (buna chingoko).",Agriculture
"WFP Kenya Country Brief, April 2024","Muhtasari wa Nchi wa WFP Kenya, Aprili 2024",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Advancing Water Security in the IGAD Region,Kuendeleza Usalama wa Maji katika Mkoa wa IGAD,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"The cost of reaching more farmers with digital extension is low, and there are several other benefits too. Moreover, there are many ...","Gharama ya kuwafikia wakulima wengi zaidi kwa kutumia ugani wa kidijitali ni ndogo, na kuna faida nyingine kadhaa pia. Zaidi ya hayo, kuna mengi ...","Rigori riogogoikera abaremi bande abange amo na dichitari nigo ore inse na obokoreri bwogotebereria boigo, na obuya obonge mboreo boigo. Igoro yayio, nareo amange...",Agriculture
"Did you know the Kenya Red Cross Society offers free on-call counselling services 24/7? Call us on 1199 and we will be there for you.

Since January-June 2019, our Mental Health and Psychosocial Support Services team attended to 513 calls.","Je, unajua kwamba Chama cha Msalaba Mwekundu cha Kenya kinatoa huduma za ushauri nasaha bila malipo masaa 24 kwa siku, siku 7 kwa wiki? Tupigie simu kwa 1199 nasi tutakuwepo kwa ajili yako.

Tangu Januari-Juni 2019, timu yetu ya Huduma za Afya ya Akili na Usaidizi wa Kisaikolojia ilihudhuria simu 513.","Inee, nomanyete ing’a Kenya Red Cross Society mbabwate obosemia bwa bosa goetera esimi 24/7? Toakere esimi ase 1199 nao tore ase eng’encho yao.
 
 Koru Januari-Juni 2019, chitimu chiaito chia Afya y’obongo amo na Obokonyi bwa kisaikolojia nchiabwatire chisimi 513",Health
"Emplyers are able to know their employees suffering from mental problems when at work by obserbing their change in character, through absenteeism, non productivity or isolating from other workers",N/A - Pending Fine-Tuned Model Inference,"Abariki chigasi nabo bakonyara komanya ebiorokereri biobokong'u bwoborwaire bw'obongo ekero bare ase egasi ase okorora oboonchoreria bwebikoru biabo, buna okoriya emeremo, ogotaikerania emeremo buya gose kwerusanania korwa ase abokori emeremo bamwabo.",Health
Youth Agenda organizes marathon events for voter awareness.,N/A - Pending Fine-Tuned Model Inference,Achenda yabasae nkoroberia ere amasomo yokogenderera igoro yogoaka chikura.,Education
