concept_id,English,Ekegusii,source
140006,What if the story is forgotten over time?,Bono nabo ritimbo rirasarerigwe emeroberio yaye.,ENG-EKE
114061,"the food of his table, the seating of his servants, the attendance of his ministers, their clothing, his cup bearers and their clothing, and his ascent by which he went up to Yahweh’s house, there was no more spirit in her.","na endagera yarenge korentwa ase emesa yaye, na akarora buna abakoonyi baye bamenyete aroro, na buna abasomba baye baare komokorera, ne chianga babegete, na ababogoria ebikombe baye, ne chianga babegete, na ebing’wanso biaye bi’ogosambwa aruete ase enyomba y’Omonene, agakumia na koumaata.",Trilingual-Bible
110029,"They said, “If you send away the ark of the God of Israel, don’t send it empty; but by all means return a trespass offering to him. Then you will be healed, and it will be known to you why his hand is not removed from you.”","Barabwo bakabairaneria: “Onye mokoirania Esanduki eyio ya Nyasae bw’Abaisraeli, timobaisa koyeirania bosa etari nebiegwa; goika momoruere okoruegwa ase engencho y’okomocha. Erio namogwene, naende monyare komanya ng’a nase ki Omonene agendererete kobaa egesusuro.”",Trilingual-Bible
103105,"He went on his journeys from the South as far as Bethel, to the place where his tent had been at the beginning, between Bethel and Ai,","Akaimoka korwa Negebu, akageenda agaika Beteli, agwo aase atenenetie eema yaye ritang’ani kegima, gati ya Beteli na Ai,",Trilingual-Bible
121307,"Yes, you didn’t hear. Yes, you didn’t know. Yes, from of old your ear was not opened, for I knew that you dealt very treacherously, and were called a transgressor from the womb.","Korwa amatuko a kare timwana koyaigwa, gose koyamanya, naki amato aino tatinoretwe moyaigwe. Nigo namanyete ng’a timwarenge koba abegenwa, ekiagera mwabeire abasaria korwa okoiborwa kwaino.",Trilingual-Bible
131853,"So then, as we have opportunity, let’s do what is good toward all men, and especially toward those who are of the household of the faith.","Nabo gatorabe ne ribaga tokorere abanto bonsi amaya, korende kobua mono abwo bare ab’okwegena.",Trilingual-Bible
127891,"They are like children who sit in the marketplace and call to one another, saying, ‘We piped to you, and you didn’t dance. We mourned, and you didn’t weep.’","Nigo bagwekaine nabana baikaransete ase echiiro, bakorangerania, bakobora, “Twababugeirie ebiroria, na inwe timotengeti; tweumirie, na inwe timorereti.",Trilingual-Bible
115690,"Did I ever say, ‘Give to me’? or, ‘Offer a present for me from your substance’?",Inee! Inche nateebirie onde ng’a andetere ekeegwa? Gose naboririe onde ng’a arue embooria korwa ase chinibo chiaye?,Trilingual-Bible
137560,"Tryphon sent troops and cavalry into Galilee, and into the Great Plain, to destroy all Jonathan’s men.",Erio Turifo akaimokia ebiombe bia abasikari baye bagochiera amagoro na baria bakoriina chibarasi goika Galili na ase rikura ria Yesireeli gochia kobaita abasikari baria ba Yonathani batigarete.,ENG-EKE
124159,"He also made posts, sixty cubits; and the court reached to the posts, around the gate.","Akarenga chindwaro chie chisiiro chiarenge ase chinsemo ibere ime y’egesoero, na obotambe obwo nigo bwarenge obw’amaboko emerongo etano nomo, na isiko goetanana chisiiro echio amabaga narengeo.",Trilingual-Bible
120446,"Woe to those who are wise in their own eyes, and prudent in their own sight!","Obobe nobwabo abwo bagwekora abang’aini, naende bagwekora abamanyi.",Trilingual-Bible
135222,"But indignation without mercy came upon the ungodly to the end; for God also foreknew their future,",Endamwamu yao etari na moerio ekagenderera gochera abanyabibe goika omoerio. Aye nigo kwamanyete eki bare gochia gokora magega bataragekora.,ENG-EKE
100461,Free Google Workspace for all Kenyan teachers – claim your account today!,"Ogosomigwa kwa bosa buna ogotumia eintaneti ase abarimu bonsi ba Kenya, saba eakaonti yao rero",PSA
140192,"Mr. Amos Wako has been given respect. America has refused that the Constitution of Kenya will not be American. What is it? It seems there is no intention of amending the constitution of Kenya and amending citizens. Truly Mr. Amos Wako fell ill, and he went until he reached Charles Njonjo. He went to wear the suit of the attorney general Njonjo which was very old and almost torn, so it wasn't good to be seen by Americans because they were suspicious. Many leaders of Kenyan politics wore that suit. It was a terrible thing. And now the British have come. Then Mr. Wako calmed down and went to the area near the American Embassy and also the American representative office in Kenya, and the following things happened: 1. Kenyans were angered. They contributed Ksh. 1.7 million for the campaign. But they haven't yet received legal assistance. We don't want the leadership of this politics. He disagreed with Eric Holder with a stamp.","Mhe. Amos Wako osiekeirwe isiko. Amerika yakanire inga Omonene Bwa Amachiko a Kenya tatacha Amerika. Ase ki? Kiabeire inga tari gokora gasi ya okorenda amachiko a Kenya na korenda Abananchi. Ekero Mhe. Amos Wako aigwa igo, nigo aimoka ogenda impaka o Charles Njonjo. Nigo agenda kwoyia esuti yo omogaka Njonjo ekiagera eyaye konyora terainagwa korwa Amerika ase yachiete gosibigwa. Momanyete abanene ba amachiko Kenya nigo bakobeka esuti eyemo. Ebwate chinchwara. Erio ne richiko Abangeresa baetetie. Nigo Mhe. Wako aminyoka na amagoro impaka aaria ase Embasi Ya Amerika na koa Omotenenri bwa Amerika ime ya Kenya, riuko rikobwatia:1.Abakenya nigo banganchete. Nigo bakongakana Ksh. 1.7 millioni kera omotienyi. Igo bado tibaramenta chialawensi. Inwe timwancheti omonene bwa amachiko aino. Nigo mogoakana Eric Holder chifudi sitampu chioka.",ENG-EKE
130263,"This became known to all, both Jews and Greeks, who lived at Ephesus. Fear fell on them all, and the name of the Lord Jesus was magnified.","Amang’ana aya akamanyekana ase Abayahudi na Abagiriki bonsi abamenyete Efeso; obwoba bokabasoa bonsi, na erieta ri’Omonene Yeso rikabakwa.",Trilingual-Bible
132485,You therefore must endure hardship as a good soldier of Christ Jesus.,Nonya naye oremererie emechando buna omorwani omuya o Kristo Yeso.,Trilingual-Bible
117135,"Oh continue your loving kindness to those who know you, your righteousness to the upright in heart.","Genderera koorokia obwanchani bwao obonene ase abwo bakomanyete, na oboronge bwao ase abwo bare ne chinkoro chindonge.",Trilingual-Bible
133361,"I John, your brother and partner with you in the oppression, Kingdom, and perseverance in Christ Jesus, was on the isle that is called Patmos because of God’s Word and the testimony of Jesus Christ.","Inche Yohana, momura omino, na omobwatani amo nainwe ase emechando, na ase oborwoti, na ase okoremereria amo na Yeso, nigo narenge ase egesinka gekorokwa Patimo, ekiagera nigo narenge koraria ring’ana ria Nyasae na komobera Yeso kirori.",Trilingual-Bible
102672,Keep a first aid kit at home and learn basic first aid procedures.,Kabe namariogo nyomba aria aragokonye gokonyera oborwaire bwa mobasekano gose omonto oumiire otaramoikia nyagitari.,PSA
110465,"Jonathan gave his weapons to his boy, and said to him, “Go, carry them to the city.”","Yonathani akaa omosae oria ebirwanero biaye akamoteebia, “Genda, obiire ase omochie.”",Trilingual-Bible
102585,Poultry farmers in the US adopt Marek's disease vaccines to protect chickens from viral infections.,Abatugi bechingoko ba US babwatire oboremi 's kobeta chingoko chisindani nigo kogotanga amarwaire yembeo ao ao ase chingoko.,PSA
129995,"When he had found him, he brought him to Antioch. For a whole year they were gathered together with the assembly, and taught many people. The disciples were first called Christians in Antioch.",na ekero amonyorete akamorenta Antiokia. Ase engaki y’omwaka omogima bagasangererekana amo ase ekanisa na kworokereria abanto abange. Agwo Antiokia nao aborokigwa batang’anete korokwa Abakristo.,Trilingual-Bible
126820,"So when Pilate saw that nothing was being gained, but rather that a disturbance was starting, he took water and washed his hands before the multitude, saying, “I am innocent of the blood of this righteous person. You see to it.”","Ekero Pilato achia korora ng’a gento tikenyarekaneti asare, ne rirorooche rioka rikona‐kobucha, akaimokia amaache, agaisaba amaboko aye ase obosio bw’omoganda, ogoteeba, “Inche tindi na komocha ase amanyinga y’omonto oyo omonyene oboronge. Niigoro yaino abanyene.”",Trilingual-Bible
121903,"Gather up your wares out of the land, you who live under siege.","Inwe abwo mwaetananirwe nababisa, sangereria ebinto biaino morue aase agwo.",Trilingual-Bible
125752,"It will happen that everyone who is left of all the nations that came against Jerusalem will go up from year to year to worship the King, Yahweh of Armies, and to keep the feast of booths.","Erio omonto onde bwensi oratigare ore moyo korwa ase abanto b’ebisaku abwo bachete korwania abanto ba Yerusalemu nabe ogotiira omwaka ase omwaka gochia gosasiima Omorwoti, nere Omonene bw’Emeganda, naende narende Amatuko Amanene ay’Ebigutu.",Trilingual-Bible
105207,"the Tent of Meeting, the ark of the covenant, the mercy seat that is on it, all the furniture of the Tent,","Barabwo baroisie Eema y’Omosangererekano, na Esanduki ebe ne chibao chiriikire oborori, na Oboikaranso bwa amaabera, na ebinto bionsi bi’Eema eyio,",Trilingual-Bible
143486,Is there anyone who knows why Kenyans always have such a big problem with corruption in this country? A large scandal has emerged involving reports about this issue and others like it.,Nomanyete aye buna Omokenya nobwate ribaga rinene riokora obokurumi ase ense yaito? Eserekali enene nigo ebeke emeroberio ao ao yokoripoti obokurumi ande onsi ase ore.,ENG-EKE
133360,"“I am the Alpha and the Omega,” says the Lord God, “who is and who was and who is to come, the Almighty.”","“Inche n’Alifa na Omega,” Omonene oteebire, oyoreo, na oyorengeo, na oyorache kobao.",Trilingual-Bible
101520,Airports nationwide were placed on high alert with intensified screenings following a classified security memo.,Ebitii biechindeke Kenya engima mbiabiaboretigwe koba maiso na komongera buya baria bonsi bagosoa ase ebitii ebio korengana nogokurerwa kwa ime kwarwetwe nabarendi boborendi.,PSA
116632,"For Yahweh knows the way of the righteous, but the way of the wicked shall perish.","Omonene nigo akoraa enchera y’abanyene oboronge, korende enchera y’abakori amabe nesire.",Trilingual-Bible
122750,"Its sound will go like the serpent, for they will march with an army, and come against her with axes, as wood cutters.",Misiri nigo egochura neriogi ringa buna eri’eng’iti egwekurura. Ababisa ba Misiri nigo bagocha bare ne chinguru. Nigo bagocha bare nebisire buna abagochia kogecha chinko.,Trilingual-Bible
146830,Psalm 51:7,Yohana 3:7,ENG-EKE
131818,"Stand firm therefore in the liberty by which Christ has made us free, and don’t be entangled again with a yoke of bondage.","Kristo agatosibora, erinde tomenye ase obosibore; gaki tenena bokong’u, timobwatwa naende ase obosibwa bw’obosomba.",Trilingual-Bible
144289,"Candidates vying for the presidency were drawn from the Roots Party led by George Wajakoya, deputy Justine Wangui, and they attracted Kenyans who focused their eyes and ears on them, causing a lot of discussion and analysis, and the candidate representing David Mwaure of the Agano party, deputy Ruth Musheru.","Omokonyi bwoyokorigia ekerogo kioborai bwense goetera ekiama kia Roots Party George Wajakoya,omosubati Justine Wangui,nigo aboririe abakenya koigora amaiso abo amo na amongo , erio gochaka gosimeka enyasore na koenyorera eng’eria engiya mono, korende eng’ana yagikeriwe mono nomokonyi oye David Mwaure bwekiama kia Agano, omosubati Ruth Musheru.",ENG-EKE
106855,"But as for you, your dead bodies shall fall in this wilderness.","Korende inwe nigo morakwere aiga ase erooro, na emebere yaino esirere aiga.",Trilingual-Bible
119498,"A gentle tongue is a tree of life, but deceit in it crushes the spirit.","Oromeme rokoiraneria n’obokanyeku nigo rokogwenia, korende orokorubania nigo rogotandora enkoro.",Trilingual-Bible
122800,"For every head is bald, and every beard clipped. There are cuttings on all the hands, and sackcloth on the waist.","Kera omonto akigite etukia y’omotwe oye, ogingire ne chinderu chiaye boigo. Abanto bonsi nabeekebe amaboko abo, na kweboyia chigunia ebinema biabo.",Trilingual-Bible
103001,"God said, “This is the token of the covenant which I make between me and you and every living creature that is with you, for perpetual generations:","Naende Nyasae agateeba: “Eke nakio ekemanyererio gi’okobwatana kwane kw’ogotianania nakorire egati yane nainwe, na kera egetongwa kere moyo amo nainwe, na ase ebiaare bigochiagocha.”",Trilingual-Bible
137916,"But Judas, who is also called Maccabaeus, with about nine others, withdrew himself, and with his company kept himself alive in the mountains like wild animals do. They continued feeding on what grew wild, that they might not be partakers of the defilement.","Korende Yuda, Makabi na bande ange kianda iga bagatama gochia ebitunwa igoro agwo ase bamenyete buna ching’iti chi’orosana agwo ase bare koria emete y’orosana.",ENG-EKE
122463,"‘Call to me, and I will answer you, and will show you great and difficult things, which you don’t know.’","Ndangerie, nainche ninkoiranerie, ninkoorokerie amang’ana amanene abisekanete, ayio aye otana komanya.",Trilingual-Bible
125167,"Though they go into captivity before their enemies, there I will command the sword, and it will kill them. I will set my eyes on them for evil, and not for good.","Nabaisa koirwa ase obosomba nababisa babo, aroro agwo ninchike emioro ebaite. Nimbaonchorere amaiso ane mbakorere ayare amabe na tari ayare amaya.”",Trilingual-Bible
142382,"Then I saw another angel flying across the sky, proclaiming loudly to those who live on the earth: “Give up your worship of the beast and his image, and do not fear those who kill your body, but cannot kill your soul. The time has come for judgment.",Okomanoka 20:1-3,ENG-EKE
129852,"Simon himself also believed. Being baptized, he continued with Philip. Seeing signs and great miracles occurring, he was amazed.","Nonya n’Simioni omonyene akeegena, na magega kabatisirwe akagenderera koba amo na Filipo. Ekero aroche ebikone na ogokora okonene gwe chinguru biakoretwe, agakumia.",Trilingual-Bible
102724,Improper handling of corpses risks disease outbreaks. Follow Textlines from health authorities during mass fatalities.,Enhera etabwenereti buna etugo ekwete egotindekwa nenchera eyemo yogwateka kwendwari.Bwatita ayarikire korwa baria bakoraa obochenu ekero endwari yatekire.,PSA
128977,"As the living Father sent me, and I live because of the Father, so he who feeds on me will also live because of me.","Buna Tata are moyo antomete, na inche inde moyo ase engencho ya Tata, naboigo oyokondia, nabe moyo ase engencho yane.",Trilingual-Bible
120230,"Tell me, you whom my soul loves, where you graze your flock, where you rest them at noon; for why should I be as one who is veiled beside the flocks of your companions?","Aye omwanchi bw’omoyo one, nteebie ng’ai okorisia riicho riao. Ng’ai okoriira riakenderera mobaso gati? Nase ki ndabe nkona‐gotayaya ase egati y’amaicho ’abagisangio bao?",Trilingual-Bible
145894,"However, God promised Adam and Eve hope through a descendant, who would crush the serpent’s head and restore their relationship with God. (Genesis 3:15)This promise pointed forward to God’s ultimate solution—His own Son (Jesus)—who would conquer sin and its effects on humanity.","Nonya Nyasae obaseretie Adamu na Hawa korwa ase omogondo,tabatigete batari nogosemeria kwa igoro. Akabaa eira ng’a nabatomere ekeng’wanso egetari nekebe korusia egesusuro eki baganeirie konyora.(Omochakano 3;15)aiga noobore obasiani bw’omoroberio omoikeranu o Nyasae; Nyasae omonyene akaenena ekeng’wanso(yeso) oyoranyare korusia ebibe bia abanto baye.",ENG-EKE
130405,"When a great argument arose, the commanding officer, fearing that Paul would be torn in pieces by them, commanded the soldiers to go down and take him by force from among them and bring him into the barracks.","Ekero eriomana rinene riachia kooroka, omotang’ani oria omonene akoboa ng’a Paulo nabaise kobutoranwa nabarabwo, agachiika abarwani baike na komotaboria korwa ase amaboko abo, na komorenta ase enyomba enene y’abarwani.",Trilingual-Bible
144194,These are my words:,Aya amwabo aya:,ENG-EKE
109077,"Then the heads of fathers’ houses of the Levites came near to Eleazar the priest, and to Joshua the son of Nun, and to the heads of fathers’ houses of the tribes of the children of Israel.","Abateneneri be chiamate chi’Abalawi bagaacha ase Eleazari, Omokuani, na Yoshua, mosinto o Nuni, na ase abateneneri be chiamate chi’ebisaku bionsi bi’Abaisraeli,",Trilingual-Bible
114210,"Weren’t the Ethiopians and the Lubim a huge army, with chariots and exceedingly many horsemen? Yet, because you relied on Yahweh, he delivered them into your hand.","Inee! Abanto b’Ethiopia na aba Libia tibarenge omoganda omonene bw’abasikari, naende tibabwate chigari chinyinge, na abariini chibarasi abange? Korende nonya naboigo, ekiagera aye gwasemeretie Omonene, akababeeka ase okoboko kwao.",Trilingual-Bible
137862,"Now after a space of three years, Jason sent Menelaus, the previously mentioned Simon’s brother, to carry the money to the king, and to make reports concerning some necessary matters.","Magega y’emiaka etato, Yasoni agatoma Menelao momura omwabo Simioni oyio okwanire korwa igoro aa, airere omorwoti chitaabu erio aikeranie amang’ana gete y’engencho.",ENG-EKE
103027,"He was a mighty hunter before Yahweh. Therefore it is said, “like Nimrod, a mighty hunter before Yahweh”.","Ere nigo areenge omotwari omokong’u bwe ching’iti, ase obosio bw’ Omonene. Ase ayio, igo abanto banarete goteeba igoro y’omonto: “Igo anga buna Nimurodi, omotwari omokong’u bwe ching’iti, ase obosio bw’ Omonene.”",Trilingual-Bible
118925,"Though I walk in the middle of trouble, you will revive me. You will stretch out your hand against the wrath of my enemies. Your right hand will save me.","Nimba ngoeta ase egati y’emechando, aye nigo ondendete ngenderere koba moyo; aye nigo okorambora okoboko kwao igoro y’ababisa baane bare n’endamwamu, n’okoboko kwao gw’okorio gwantooria.",Trilingual-Bible
146949,"5. For if we have been united with him in a death like his, we will certainly also be united with him in a resurrection like his.","11 Naki amariko igagoteba, ker'oyoramwanche takorora obosoku.",ENG-EKE
133873,"Things were all well until Matata became headman. He ordered a path to be cleared from the top of the hill to the foot so that he could climb uphill easily and roll gently down to the foot. Olokwango hill was angry with the damage to his beard, but he was patient.","Ebinto nigo biarenge ebitoereru baka ekero Matata abete omoteneneri. Akarua okoraa buna enchera erosigwe korwa igor yegetunwa keria mbaka nse erine anyore ase akorinera egetunwa nagweturungania gochio nse ng’ora igo. Egetunwa keria ki’Olokwango gekagechigwa mono okoba yogosariwa koria gwechinderu chiaye, gotatiga rende akaremereria.",Trilingual-Stories
144716,"22. Remember this point: A wise person does not reveal secrets carelessly. Be careful, and let wisdom guide you. Also, a leader should not be careless, lest they regret it. Let everyone carry their own burden, Kisii people know how to bear it.","22. Koramera tikoiyo: Omosacha otanywometi tanya koramera ebwate. Naramera, ere n' chingaki asaretie. Naboigo, omokungu otasogeti nere naramera tirikobwata. Goika aba bonsi baratwara chinka chiabo, Ekegusii kemanye kobwata.",ENG-EKE
142652,"37. Philip said, “You may be baptized if you believe with all your heart.” He replied, “I believe that Jesus Christ is the Son of God.”","38 Peteroo akabatebia, Onchoka mobatiswe ker'oyomo as'erieta riaye Yesu Kristo, monyore okorusigwa kw'ebibe; nainwe namonyore ekeegwa ki'Omoika Omochenu. ame of Jesus Christ for the remission of sins, and ye shall receive the gift of the Holy Ghost.",ENG-EKE
119337,"If you are wise, you are wise for yourself. If you mock, you alone will bear it.","Korabe nobong’aini, borobwo ’mbooboseemia; korende korabe omochaayi, obochaayi obwo ’mbokoiranere.",Trilingual-Bible
133256,"so whatever we ask, we receive from him, because we keep his commandments and do the things that are pleasing in his sight.","na rinde rionsi togosaba nigo tokorinyora korwa asare, ekiagera ntobwatete amachiiko aye, naende igo tokoyakora ayakomogwenera.",Trilingual-Bible
109018,"They had for their inheritance Beersheba (or Sheba), Moladah,","Emechie banyorete ase omwando obo nero: Beeri‐Seba, na Seba, na Molada,",Trilingual-Bible
133165,"but chiefly those who walk after the flesh in the lust of defilement and despise authority. Daring, self-willed, they are not afraid to speak evil of dignitaries,","na kobua mono baria bakobwatia okogania okobe kw’omobere na gochaaya okobua. Barabwo nigo bare abeanchi, bare noboremu, na tibari koiguswa ase okorama abwo b’obonene.",Trilingual-Bible
122835,"How is the city of praise not forsaken, the city of my joy?","Naki omochie oria omanyekanete mono, naende inche nagokerete, ong’anyirwe iga na otigirwe bosa?",Trilingual-Bible
145233,Abagusii Culture And Customs LXXI: “The Land And The History Of Ekegusii” By Elder Sokoro Ominto,"Abagusii Culture And Customs LXXI: ""Okwo N' Ogoturutumba Ekegusii"" Omogaka Sokoro Ominto",ENG-EKE
113073,"The sons of Jeconiah, the captive: Shealtiel his son,","Abana abamura ba Yekonia, oyo bwosetwe, nabwo aba: Sealitieli,",Trilingual-Bible
114515,"The number of the burnt offerings which the assembly brought was seventy bulls, one hundred rams, and two hundred lambs. All these were for a burnt offering to Yahweh.","Omobaro bw’ebing’wanso biria omosangererekano orentete nigo orenge chieri emerongo etano na ebere, ne chimingichi rigana erimo, ne chimanwa chi’eching’ondi amagana abere. Echio chionsi nigo chiaruetwe chikaba ekeng’wanso ki’ogosambwa ase Omonene.",Trilingual-Bible
146228,Circumcision among the Gusii,Ekerandi Kio Omogusii,ENG-EKE
119713,He who loves purity of heart and speaks gracefully is the king’s friend.,"Omonto bwanchete enkoro echenegete, na ebikoba biaye bigokwana ayare ay’obuya, omorwoti nabe omosani oye.",Trilingual-Bible
140879,"Below: It doesn’t matter. Let us say he touched his hands three times, and they were completely cured. The great doctors said, “Aaaa tooooooo!!!!..These are powerful medicines!!” and rejoiced greatly. It happened that Keore and Ombere, they went to a place, and they found people suffering greatly.","Below: Onde tatigareti. Etureti nigo yaimogetie emekono igoro, egateba ng'a yaaachire. Abagaka abanene b' etureti nigo batebete nga ""Aaaa tooooooo!!!!..Aya n' amakong'u!!"" na koirana chinsobo. Nigo kiabete buna tiga Keore N' Ombere omwabo, bagayane ekina eke, egekogera aba mbachiete nguma.",ENG-EKE
114592,"But Hezekiah didn’t reciprocate appropriate to the benefit done for him, because his heart was lifted up. Therefore there was wrath on him, Judah, and Jerusalem.","Korende ekiagera Hezekia arenge omonto omoenenu ase enkoro yaye tairaneretie ng’a mbuya mono ase amaya akoreretwe, Ase engencho eyio endamwanu y’Omonene egacha igoro asare, na ase Abayuda, na ase abanto ba Yerusalemu.",Trilingual-Bible
134283,"He returned with them to Nineveh, he and all his company of sundry nations—an exceedingly great multitude of men of war. There he took his ease and banqueted, he and his army, for one hundred twenty days.","Ekero aitete omorwoti Arifakisadi, Nebukadinesaro akairana gochia Ninawi amo nobonda obonge ere amo nabarwani baye baurete ababisa baye ase esegi. Ekero are agwo Ninawi, Nebikadinazaro amo nabarwani baye bagatimoka ase okwegokia ase emetienyi ene.",ENG-EKE
127824,"When it was day, he called his disciples, and from them he chose twelve, whom he also named apostles:","Bogachia gokia mambia akarangeria aborokigw baye, agachora korwa ase bare ikomi na babere, abwo arogete abatomwa.",Trilingual-Bible
140247,A Grandmother's Secret,Omotugi n’enasari yaye,ENG-EKE
122118,"But Yahweh is with me as an awesome mighty one. Therefore my persecutors will stumble, and they won’t prevail. They will be utterly disappointed because they have not dealt wisely, even with an everlasting dishonor which will never be forgotten.","Korende Omonene ore Omobui bw’esegi nigo are amo nainche. Ase ayio, abachandi baane nabagochwe na kogwa; barabwo tibakombua. Nabarore obosooku obonene, ekiagera tibakonyara kobua. Ogochaywa kwabo kwa botambe tigokwebwa.",Trilingual-Bible
126959,"He said to them, “Is it lawful on the Sabbath day to do good or to do harm? To save a life or to kill?” But they were silent.","Akababoria, “Mboronge ase rituko ri’Esabato gokora amaya, gose gokora amabe; gotooria obogima, gose koboita?” Bagakira.",Trilingual-Bible
143080,"This move has been supported by the leadership of boda boda operators, including James Omeri and Jackson Nyambane, who encourage boda boda riders to embrace this initiative.",Egetambokero ekio nigo kiaegwa ne ensemo ya abarai ba abana boda boda gati yabo omokonyi bwo omonyakerogo obo James omeru amo na Jackson Nyambane abwo babagania abana boda boda koa okoboko omoroberi oyio.,ENG-EKE
135485,"For when a man is dead, he will inherit maggots, vermin, and worms.","Aria akobanyora ekero bakuure bonsi abwo nigo bare egento ekemo: amakonde, ching’iti chintindi chintindi, amo n’ebigwankwa.",ENG-EKE
105378,He made the middle bar to pass through in the middle of the boards from the one end to the other.,"Akabaacha omoriibo o gati‐gati omogima, ase okoriiba chibao korwa ensinyo eyemo goika eyende.",Trilingual-Bible
127009,"and the cares of this age, and the deceitfulness of riches, and the lusts of other things entering in choke the word, and it becomes unfruitful.","naende okorengereria gw’ense na obong’ainereria bw’eniibo, na okogania kw’amang’ana ande kogosoa, biamiga ring’ana riria, riaba tirikwama.",Trilingual-Bible
146751,"For God so loved the world that he gave his only begotten Son, that whoever believes in him should not perish but have everlasting life. John 10:18",Abagalatia 3:22,ENG-EKE
141204,"The story of the elder was told. Truly, Okangoko tried to explain and apologize, wanting to understand Basweti.","Emwana Enkogoti yatomirwe. Bono Okang'oko oyio okare koayerera na gosegasega, gochia gokonya Basweti",ENG-EKE
144023,The incident occurred at The Nation Media.,Koru ase The Nation Media.,ENG-EKE
114838,"But after our fathers had provoked the God of heaven to wrath, he gave them into the hand of Nebuchadnezzar king of Babylon, the Chaldean, who destroyed this house and carried the people away into Babylon.","Korende ekiagera chisokoro chiaito chiagerete Nyasae o igoro akaba nendamwamu, ere akabeeka abanto baria ase okoboko kwa Nebukadinesaro Omokalidayo, omorwoti o Babiloni, oria osaretie enyomba eye na akaira abanto Babiloni.",Trilingual-Bible
112584,"He said, “Take the arrows;” and he took them. He said to the king of Israel, “Strike the ground;” and he struck three times, and stopped.","Erio Elisha agateebia omorwoti bw’Abaisraeli: “Imokia emegwe!” Nere akayeimokia. Naende akamoteebia: “Rasa inse ase riroba!” Nere akarasa inse ase riroba ara gatato, agatiga.",Trilingual-Bible
133935,"After many days, he came to a village. He went to one of the houses and said to the owner, I have chased an antelope for a long time and I am very tired. I want to rest. The man said, Sit down and rest. Would you like some beer? Opio was very thirsty so he drank some. Then he went to sleep.","Opio agachibwatia. Akaminyoka chinsa chinyinge. Kera engaki aigwete orosire, nigo arenge gotimoka. Erio naende ominyoka. Chisese chiria chikamosireria. Amatuko amange agaeta, agaika ekenyoro ase abanto baikaransete isiko yechinyomba chaibo. Akagenda ase enyomba eyemo nakoboria omonyene, ‘Nigo narenge koinda engabi egekaegetambe mbaka narosire. Enagania gotimoka ake.” Omonyene enyomba egateba, “Ikaransa nse igaa. Naki nonywea amaru?” Opio nigo arang’ete sana igo akanywa make. Koruoo akagenda korara.",Trilingual-Storybooks
135055,merciless slaughters of children and sacrificial banquets of men’s flesh and of blood—,"nigo bare konyenya abana batari na amaabera, bakaria chinyama na manyinga y’abanto buna ekengwanso; barabwo bagasoa ase ogosasiima okobe kwa bobisi,",ENG-EKE
125910,"Blessed are the peacemakers, for they shall be called children of God.","Mbasesenirie abagokora omorembe, ekiagera barabwo ’nabarokwe abana ba Nyasae.",Trilingual-Bible
102693,"Severe headaches, swelling, or bleeding during pregnancy require immediate medical attention.","Ogoatigwa ogotindi kw'omotwe, okobimba gose amanyinga korwa chingaki chia oborito nkoganetie oborwari bwa bwango kegima.",PSA
118524,"They have hands, but they don’t feel. They have feet, but they don’t walk, neither do they speak through their throat.","Nebwate amaboko, korende teri kobwata gento, nebwate amagoro, korende teri gotaara; gose tebwati eriogi ri’ogokwana korwa ase emioyo yaabo.",Trilingual-Bible
123492,"“‘“Behold, this was the iniquity of your sister Sodom: pride, fullness of bread, and prosperous ease was in her and in her daughters. She also didn’t strengthen the hand of the poor and needy.","Naama! Ebi nabio biarenge ebibe bia Sodomu, mosubati omino: Ere amo nabaiseke baye nigo barenge abaenenu na abaigotu b’endagera, naende nigo barenge n’obotoereru, korende tibechanderete abataka na abaremerwa.",Trilingual-Bible
119758,For a prostitute is a deep pit; and a wayward wife is a narrow well.,"Omokungu omotayayi nigo anga engoro entambe gochia inse, na omokungu bw’omonto onde nigo anga egesiima ekegote.",Trilingual-Bible
117740,"They behaved like men wielding axes, cutting through a thicket of trees.","Nigo yarorekanete buna nabaanto bakogecha emete, bakaimokia ebisire kogecha rinani rinoru.",Trilingual-Bible
142129,John John 1,YohanaYohana 1,ENG-EKE
101091,"Agroforestry systems provide shade and improve microclimates for livestock, enhancing welfare and productivity.","Omoroberio bwboremi bwokoburukania ebimeri amo nemete nkorenta bore ekiriri ase ebimeri, kogesa amakonde aria agotobia riroba, na kogesa endagera ase etugo, na kwangoyia oboikeranu bwerigesa na ebitoki korwa oboremi.",PSA
116409,"“Do you think this to be your right, or do you say, ‘My righteousness is more than God’s,’","Aye Ayubu, nigo okorengereria ng’a ayio nekeene? Gose nigo ogoteeba ng’a nomonyaboronge ore ase obosio bwa Nyasae?",Trilingual-Bible
135639,The sinner will not escape with plunder. The perseverance of the godly will not be frustrated.,Ere nigo akogambia kera omonto n’ogokora kwaye. Na ogosemeria gwokomoiroka Nyasae tikori okwabosa.,ENG-EKE
103943,"About this time, he went into the house to do his work, and there were none of the men of the house inside.","Ekaba rituko erimo, ekero Yusufu asoete nyomba gokora emeremo yaye, gose monto onde bw’abaanto b’enyomba eria tareengeo,",Trilingual-Bible
