English,Domain
"Free digital library with 50,000 books launched – no login needed!",Education
Train on conflict resolution 2021.,Education
Kenya: Heavy Rains and Flooding Update - Flash Update #3 (29 April 2024),Disaster/Health
"Access to healthy foods: Improve access to affordable, nutritious food through community gardens, farmers' markets, and food assistance programmes. iii.",Agriculture
All deliveries should be conducted by skilled birth attendants at health facilities. This ensures safer births and immediate care in case of complications.,Health
Maintain hygiene standards in schools 2024.,Education
Samburu County: Drought Early Warning Bulletin for May 2023,Disaster/Health
"A journey of reconciliation and hope through farming in Yabicho, Mandera County, Kenya",Disaster/Health
La preuve que handicap n'est pas synonyme d'inaptitude : Créations d'emplois dans l'agriculture pour des jeunes en situation de handicap au Kenya,Disaster/Health
Protect our planet! Join school environmental clubs.,Education
Assessments of Institutional facilities and capacity for TVET.,General
"Almost 1 Million People in Kenya, Burundi, Tanzania, and Somalia Affected as Unprecedented Heavy Rains Continue to Wreak Havoc in Eastern Africa",Disaster/Health
Feeding the future: Africa surges ahead on school meals,Disaster/Health
Mandera County: Drought Early Warning Bulletin for October 2022,Disaster/Health
"INEE Guidance Note on Teacher Wellbeing in Emergency Settings: Domain 3 - Teaching and Learning, Kakuma Refugee Camp Contextualization",Disaster/Health
Keep emergency numbers visible near phones and programmed in mobile devices.,Security
Interior PS urges Kuria residents to work closely with local administration,Governance
The Kenya Cash Consortium Alert-Based Cash Assistance to Disaster-Affected Communities in Garissa and Turkana Counties: Baseline (January 2025),Disaster/Health
Educate on bail and bond rights.,Security
Report any school charging fees above Ksh 0 to 0800721490 – we are watching!,Education
The Climate-Smart Agriculture Sourcebook comprises a wide range of knowledge and expertise on the concept of CSA to better guide policy makers.,Agriculture
Kenya Flash Appeal at a glance (April - October 2022),Disaster/Health
"Kenya Price Bulletin, November 2023",Disaster/Health
Community forums sponsored by IOM improved trust and intelligence sharing between residents and security.,Security
"The President said the government is constantly improving SHA to make it more efficient, weeding out criminal elements taking advantage of loopholes in the system to swindle the public.",Governance
Please visit health.go.ke/covid-19/ and youtube.com/watch?v=klm9yY … for the latest updates on COVID-19 in Kenya or call hotline 719 for help #KomeshaCorona,Public Health
Ensure safety! Comply with fire standards in school dormitories.,Education
State Dept. promoting millet and sorghum blends as pilot menu in adaptation to climate-resilient diets.,Health
Kenya promotes deworming and vaccination to control parasites in goats and sheep.,Agriculture
The increased availability of mobile phones and access to timely and accurate agriculture information has made it easier and more accessible for farmers to ...,Agriculture
Kenya has five years to meet its Sustainable Development Goals (SDGs) and Kenya Health Policy targets for maternal and newborn health.,Health
"Women have a bigger role to play, have market access like men in agricultural wealth...(2020). To access agriculture markets and differences in feeds in Kenya.",Agriculture
Mothers and their young children are required to visit their health facilities to be tested 48 hours after delivery for medical care.,Health
"To achieve mental health for those living with disabilites is of great importance. Now, do you know any person who needs counselling? Send an SMS to ""support"" to 20767 so that you can connect with a counsellor free of charge.",Health
Building partnerships with counties strengthens accountability. Say no to graft.,Security
Discover appropriate times when you can supply milk from your dairy farm or eggs to (schools and hospitals) depending on their feeding program.,Agriculture
The National Drugs Investigation has launched training for religious learder as a move to prevent self suicide,Health
"TSC releases guidelines for recruiting 44,000 teachers on permanent terms.",Education
"Make up a good agri business plan, incorporating irrigation or dairy farming . Learn basic tips and loans acquisition.",Agriculture
Announcement on educating people in the whole region on poor eating habits in the counties,Health
Detailed research done in Northern Nigeria with AATF and partners has borne great perspective among maize farmers .,Agriculture
"To attain market access and to support such institutional programs in a country is a central support..availability and grants on agricultural markets and insured agriculture . In County, priorities are taken seriously..",Agriculture
"Upgraded polio vaccine being administered. Some mothers complain of 'serious' symptoms. Ministry says symptoms, reactions are normal",Health
TVETA launches a mobile learning app providing access to tutorials and assessments for TVET students on the go.,Education
"A good sweet potatoes variety planted in Nakuru Kenya are eaten across East Africa. Maize has maintained as a core crop over time. However, it has been hit with diseases since then. This has brought about harvest losses and a threat to food security in Kenya. For this reason, from 2008, kenyan government decided to remove dependency on maize by adopting potatoes.",Agriculture
UNODC and Kenya partnership to enhance legal frameworks and build investigative capacity against terrorism.,Security
Kitale National Polytechnic introduces drone technology training.,Education
AATF ( African Agricultural Technology Foundation) is a non profit making organisation with sensitization programs among small scale farmers in desert Africa.,Agriculture
"To differentiate, farming using CSA has three pillars: increase yields progressively, profitable produce and build resilience.",Agriculture
"Emplyers are able to know their employees suffering from mental problems when at work by obserbing their change in character, through absenteeism, non productivity or isolating from other workers",Health
Discussion of Kenya's intelligence led counter terrorism operations informed by past attacks.,Security
"..farm produce, together with agibusiness sector, the market has a favour of oligopolistic dimension to attain their market needs..though there's pressure from large scale farmers, posing a challenge from reaching markets with their produce..",Agriculture
Ministry of Education conducts VR-based teacher training workshops to familiarize educators with immersive teaching tools.,Education
"Good yields have been noticed with mixing maize and desmodium for introducing shades, the push-pull approach.",Agriculture
"The launch of the plan to defend digital services, to promote good encouragement through nowardays organizations to leverage foods from FOP, and policy change.",Health
"'The government must facilitate people's right to protest, an important way for citizens to express themselves and participate in governance processes,' said Mugambi Kiai, ARTICLE 19 Eastern Africa Regional Director.",Governance
PSA encouraging use of organic fertilizers to improve soil health.,Agriculture
"Climate-smart agriculture practices include holistic integration, crop adaptation, livestock management, land/water management, and efficient energy use.",Agriculture
Ministry of Education launches a digital portal for school health and nutrition data collection and management.,Education
"All gatherings, sports,celebrtions and worship gatherings have been suspended. Religious meetings may continue with their worshing programs if they observe prevention measures. Schools will also remain open if they observe protocols but sports have been suspended.",Health
KICD provides guidelines and resources for continued home learning during the extended school closures.,Education
USDA promotes regenerative agriculture for livestock.,Agriculture
Busia women rep urges the government to implement the county Revenue Bill.,Governance
Announcement that the Kenya National Commission on Human rights to include mental health in its services as part of human rights,Health
An association in Kenya (AMS) 2023-2032 focuses on the use of digital technology in improving productivity in markets for small scale farmers.,Agriculture
"The Ministry of Health has launched a marathon on HIV AIDS in the month on 1 of December, aimed eliminating the disease by 2030",Health
Ministry of Education partners with universities to sponsor national math olympiads for gifted students in secondary schools.,Education
Farmers and business people in Asia-Pacific have progressed their agriculture Through digital technology. IFSD and Grow Asia they recently released...,Agriculture
National Counter Terrorism Centre organized a five day workshop to contextualize a national manual on gender mainstreaming in counter terrorism.,Security
KNEC begins pilot rollout of e-assessment systems in selected primary schools to improve evaluation methods.,Education
"World Accounty, through its company incharge of distribution of drugs and other medical gadgets, is distributing nets in various counties in Kenya with high malaria burden",Health
TSC launches comprehensive digital literacy training program for all teachers to improve ICT integration.,Education
Summary of UN counter terrorism strategies focusing on terrorism financing and international threat prevention.,Security
"Kiosks of Mombasa Covid 19: Testing kiosks without toutching is implemented in 6 elective counties in which there is no physical contact with the doctor and the patient. These kiosks test safely and with security, very fast and in plenty. These kiosks are build in this areas have become game changer",Health
"Acceptance of climate smart agriculture (CSA). For example, when trying smart farming alongside weather understanding for a long period,inheritance land security is important.",Agriculture
"The launch of digital coordination for farmers, schools and traders in leveraging feeding in school openly",Health
"The prefernce of people dying from malaria has reduced more tha its preference before the outbreak of Covid 19, WHO has confirmed Wednesday, but has appealed to expedite the fight against disease, tha caused 97,000 people to lose their life last year.",Health
Youth Agenda mentors youth on governance and civic duty.,Education
The best method of harvesting and storage is vital in safeguarding sweet potatoes . Laern on best practices of selecting best potatoes and preserving them.,Agriculture
Ministry announces new school calendar for 2025.,Education
NCTC conducted training for county officials on raising public awareness and preventing radicalization.,Security
"KICD releases digital textbooks adapted for learners with special educational needs, including audio and braille format.",Education
"Creating awareness through the web and education on different foods, will be helpful for community health workers in assisting their people",Health
"Kenya and the U.S. signed a partnership to strengthen border surveillance, intelligence sharing, and law-enforcement training.",Security
KICD explores ways to integrate indigenous knowledge and practices into the school curriculum.,Education
KEBS with the Ministry of Health in joint have has announced that they are formulating a policy in which salt with iron in abid to prevent its imballance,Health
IEBC targets 80% youth voter turnout through campus outreach.,Education
Flood emergency: Schools in 10 counties to remain closed until further notice!,Education
UoN study in Ruai Township demonstrates improved trust and citizen police collaboration after COP rollout,Security
Interior CS announced reforms to strengthen security leadership.,Security
"The launch sports in school fields, so as to promote rest, and to eliminate mosquitoes from biting children",Health
"Brief bulletin from Agriculture: vision on procedures of clean farming in Kenya (CSA) 2017-2027 ni:progressive agriculture that maneuvers weather patterns, and low carbon production that affects climate change, to ensure food security and supporting government plans nationally. The main context is to enable transformative agriculture, which adds to inhibitions and production of bad emissions. Main aim of thus is to build resiliency and reduce ga s emission from earth and livestock, reduce production costs and firtify food intake for better livelihoods.",Agriculture
NCIC trains local mediators for conflict resolution.,Education
"TSC promotes 16,000 teachers to senior grades.",Education
"The Ministry of Health has issued warning through SMS to people concerned that, when food exeeds sugar, salt and fat levels is dangerous",Health
The Kenya Institute of Curriculum Development revised TVET curricula to align with industry needs for the 2019/2020 academic year.,Education
The government plans to roll out more digital learning devices to primary schools to enhance technology integration.,Education
Seek help from national helpline( 0700-AGRICULTURE) to get emergency help on matters agriculture.,Agriculture
USDA is fast tracking vaccination to control birds flu to prevent the same.,Agriculture
A good prevention policy is important on maize to avoid post harvest losses.,Agriculture
Ensure favourable prices amongst farmer cooperative societies is important. Learn on how best youvcan offer negotiable real prices for your cereals and discuss with your buyers.,Agriculture
"Community advisory groups provide advise to their generations, support andhelping to unite women in their health endeavors when they are expectant and after delivery",Health
"... agricultural products, as well as commercialization of the agricultural sector. ... market is still characterized by oligopolistic market tendencies. Although ...",Agriculture
The cbinet secretary of Education Moagoha has said that Universities will reman closed until january 2021 for failure to observe Covid 19 prevention protocoals,Health
"Annouces government partnership with NGOs to launch nationwide school and community wellness programs promoting physical activity, oral hygiene, and preventive health education.",Health
The Ministry to take concern over its community health workforce through capacity development on food as one way to promote health among all,Health
"4th floor, Farmer's bank, 162 Independence Avenue, Abuja Nigeria telephone +234 94605480; for more information aatf@aatf-africa.",Agriculture
"The launch of development to catalyze change by including mental health education, examination, organizations and joint awareness among workers",Health
"KMTC expands to 80 campuses – apply for 30,000 slots before Jan 15!",Education
"Markets that import products from diaspora has improved in Kenya since transformation started, bringing services closer. Even though, ability to import food stuff has increased..",Agriculture
"Covid 19 injection are ideal for adults, women and those breast feeding as adiviced by WHO. They can get vaccinated through the Doctors prescriptions.",Health
The government confirms continued distribution of free laptops to Grade 1 learners under the Digital Literacy Programme.,Education
Ministry of Education initiates campaigns promoting STEM careers targeting rural secondary school students.,Education
"Your mental health care is of great meaning just lijke bodily cure. Take time and investigate yourself. 1. How does your hear feel? 2. Question, do you get enough time to rest? 3. Question, do you eat well? 4. Question, have you taken exercise in the most recent? 5. Question, Are you in need to have a conversation with a counsellor? It is good to remember that, it is great to seek for assistance when you need it. Your good mental health is of great importance to you.",Health
Ministry of Education promotes partnerships between universities and industry for practical research and innovations.,Education
Climate smart agriculture is a way of providing transformative leadership on how farming is done and how food is distributed towards green and climate resilient practices.,Agriculture
Kenyan farmers gain access to international coffee market partnerships.,Agriculture
"It is important to take care of your mental health because that is where part of your life is anchored, your relationship, your education and health body",Health
This program serves maize production that is resilient to drought and pests among farmers in Africa.,Agriculture
The launch of fertilizer to add fertility on soil in 6 counties,Health
"Mothers who milk their milk for their children to feed on when they are away, it is good to ensure that the container is clean and be keptr safe in a fridge to avoin contamination",Health
TVETA upgrades the national online learning platform for TVET to include virtual labs and interactive assessments.,Education
"not only limits access to credit by women for start-up or expansion, but also limits access to other agricultural aspects including market and market contracts.",Agriculture
The second paper focuses on leadership and policies which resonates well with climate change in small holder farmers.,Agriculture
TVETA announces establishment of digital resource centers in TVET institutions to support e-learning.,Education
NCTC led a national dialogue addressing youth vulnerabilities exploited by extremist groups and promoting multi-stakeholder resilience.,Security
Teachers Service Commission (TSC) develops new professional development modules for teachers under CBC.,Education
TVETA reported a 6.9 percent increase in TVET institutions to 2756 with 19 colleges elevated to national polytechnic status.,Education
The government has warned media people to include treatment and mental health as part of healthy working environment,Health
NGEC measures gender equality progress in devolved units.,Education
#VIDEO: Hon. Elijah Okupa (Kasilo County) urges @mofpedU to bring loans for approval in time to allow timely implementation of government projects. #PlenaryUg,Governance
KICD endorses various online learning platforms to supplement classroom instruction for students.,Education
Kenya confirms 9 more coronavirus cases bringing the total number of confirmed cases to 59. Tracing of contacts of the 59 confirmed cases ongoing.,Health
"Reduce soil erosion: reduce on tillage and practice mulching using leftovers after harvesting, as way of reducing soil erosion 80%. CA also harvest adds manure to the soil..",Agriculture
Land management that focuses on climate change depends on cooperation between invetors and other sector stakeholders..,Agriculture
Court s continue to issues urgent certificates and raising their pleas on cases involing capital offenses.,Health
Town dwellers can cultivate plants. Learn on the lessons of using sacks to palnt vegetables and onions.,Agriculture
"The Lands and Environment Court at Nyeri will remain closed as from 24 Agust to 7 september 2020 after 2 patients of Covid 19 were detected, to allow fumification and indoor protocols continues. Certificates are not processed this time. Cour will comense their sessions through zoom asa fronm September 21, when this sessions will start as will be guided by the Chief magistrates, strating from October.",Health
"An injection to prevent Malaria, has continued for use in Kenya has been accepted and cionfirmed by the WHO in the fiorst trial. It sells at 300 per doss, and it has been cionfirmed as the second best doss that has been confirmed",Health
Promote fair trade practices in the access of market infrastructure and business opportunities through private sector driven regulatory framework that ensures ...,Agriculture
"DP Gachagua urges EACC to hire professionals as investigators, instead of police.",Governance
"Developing dairy farming cooperative improves our economy, enhance market entry and loans. Cooperative groups bring...",Agriculture
Ministry of Education partners with private sector to provide digital learning devices to more schools.,Education
"Understand the risks of Antimicrobial Resistance (AMR) and practice the responsible use of antibiotics in apiculture (e.g., poultry).",Agriculture
Farmers have accepted to reach out..results shows reaching markets is one way in bee keeping.,Agriculture
Meeting to strengthen institutions to bring together all counties of Kenya on foods under KNAP,Health
Kenya National Archives and Documentation Service digitizes educational records for easier access.,Education
"Actively participate in campaigns for safe, inclusive, and just community services.",Security
"Due to outbureak of Covid 19, I have issued nationakl guidelins to control it. Clean your hands wiyth sanitiser. Keep 1 meter distance from a coughing and sneezing person,A persomn coughing and sneezing should stay in inddors and not attend meetings",Health
"Government to ectend curview, including various larget gatherings until may 29",Health
"Research on tagging livestock , it's pros and cons , aimed at knowing and how it can influence farming and crops that control diseases from farms.",Agriculture
Ministry of Education partners with Data Science Institutes to train university lecturers on data analytics applications.,Education
Livestock department has announced vaccination campaign in Laikipia and Kajiado.,Agriculture
"In brief: Learn how climate smart agriculture (CSA)has had impact in farming . Learn on means, benefit and challenges which is likely to be faced in Kenya. Learn on progressive farming using CSA for the sakevof farmers and resilient to changes in Kenya. Kenya is a country blessed with great potential in kenya, where agriculture has high responsibiliy in the economy anf earnings for millions. However,agriculture has it's fair share die to climate change, and flooding which are unpredictable, and soil erosion. Agriculture that emphasizes climate in Kenya offers an innovative solution not only to support farmers to get accustomed to climate change, also to ensure long term progression.",Agriculture
Announcement of STEPS survey findings showing increased intake of fresh produce and physical activity among adults.,Health
Ministry of ICT launches training programs on digital safety and privacy targeted at secondary school students.,Education
National Research Fund hosts annual symposium on latest research trends and outcomes in digital education.,Education
EACC marked national celebrations highlighting corruption's impact on dignity and services.,Security
Opinions and latest news. Thoughtful detail. Digital agriculture: Great in helping small scale farmers to overcome challenges of COVID 19. As we approach..,Agriculture
"An analysis assessed police tactics used during mass demonstrations, focusing on proportionality, arrests, and rights-based policing.",Security
"Appreciate how mixed farming has helped farmers to reap big from small holding, increase yields and satisfaction.",Agriculture
"Mark in your calender events & meetings by county government, large stakeholders meeting in fish farming. Yo come togeter and learn.",Agriculture
A meeting to explore ways and plans on foods before 2025,Health
Fthers are requested to learn on how to wash their babies and to cloth them and soft praising them as one way to confirm an organized family,Health
KUCCPS recalls 2023 KCSE placement letters due to fee structure changes.,Education
Mock elections in all schools next Friday – prepare your manifesto now!,Education
"The Minstry of Health has appealed to all Kenyans to adhere to the opreventive measures to avoid MPOX infections, due to inceasing number of new infections, and put children at high infection rates",Health
"[4Ts Initiative] Track, Trace, Talk, and reTurn programme launched for school re-entry of vulnerable children, especially girls affected by pregnancy",Education
"Information archiving in a technology is important for farmers to reach other farmers, potentcal buyers, and influential sellers and buyers of their products., good living...",Agriculture
Kenya continues to record increasing malaria as a result of change of environment. World Malaria Day was was celebrated recently is used to comemorate ?????,Health
Children's behavior is a sign of communication to help its mother understand its problem,Health
"Scientist have confirmed that the mosquito that transmits malaria in East and Northern Africa, has become immune to medication that the fight to eliminate mosquitoes has been given priority in this regions.",Health
SA sensitizes on disease control on livestock as well as health tips.,Agriculture
"Climate-smart agriculture (CSA) is an approach that helps guide actions to transform agrifood systems towards more productive, sustainable and resilient ...",Agriculture
"Circumscision is a painful step which leaves behind permanent thoughts, and can cause menta health",Health
Videos highlight chapters of the constitution,Education
Roll-out of school-based playgrounds to promote active breaks and reduce sedentary behavior in children.,Health
Ministry of Education unveils mobile application with interactive science experiments and tutorials for secondary learners.,Education
US promotes bovine viral diarrhea vaccination for cattle.,Agriculture
Announcement to all: farmers being enlisted in government offered digital training on agricultural aspects.,Agriculture
Healthy mental life contributes to success in your daily work. Priritizing mental health contributes to fruiful work you do and increase yiour incomes,Health
"Farming that affects climate change in plantation fields of fruits require water sourced from electric energy in seeds production, together with carrying..",Agriculture
"Foods like beans,green vegetables, and liver increases blood and body development for children",Health
Stories highlight gender-inclusive civic action,Education
Announcement on the promise by SNV to ciontinue helping educate people on changing eating habits in Kenya when they the bif meeting takes place in Nairobi,Health
Search where avocado is largely grown and mostly sold. This reduces transport cost and market availability among women farmers.,Agriculture
Government has the capacity of helping small industry to produce competitively to reach diaspora markets. This is possible to imvest...,Agriculture
Parents are required to register their new borns after birth with births and death office. The certificate of birth complements the law and enables the government to plan for service delivery.,Health
Kenyan farmers have the opportunity of collaboration with coffee market worldwide.,Agriculture
"More so, digital technology can influence agribusiness among youths, reducing barriers..",Agriculture
NCTC highlighted socio-economic vulnerabilities—poverty and marginalization—as drivers of youth susceptibility to extremist recruitment.,Security
"The Ministry of Health has confirmed more 2 people infected of MPOX, totalling to 33 patients since its outbreak",Health
KICD announces plans to accelerate the development of digital learning content for primary school learners.,Education
KICD develops new e-learning content specifically designed for secondary school learners.,Education
"To get insight what technology in agriculture about China provides in Africa, AATF did research to discover what technology is found...",Agriculture
GBV survivors get free counseling + legal aid – call 0800721524 now!,Education
"After six months, introduce light foods to the child while you continue with breast feeding. Ensure that the food is kept safely and in a clean container, good quantity according to the age of the child",Health
TVETA provides ICT skills training for administrative staff to improve e-governance in TVET institutions.,Education
National workshop on climate-smart agriculture techniques announced.,Agriculture
TSC December salary + 15% bonus paid early – check your bank tonight!,Education
Teachers Service Commission launches digital skills bootcamp targeted at in-service teachers with limited ICT knowledge.,Education
"Teamwork among genders can change the face of farming by passing on technology like in Northern Nigeria...( Nairobi, Kenya, May 2024). Detailed reserach was done in Northern Nigeria by...",Agriculture
Exhibit intelligence about agricultural technology in Africa.,Agriculture
Kisii Women Rep Donya Aburi urges county government to ensure hospitals are equipped with enough drugs,Governance
Ministry of Education initiates mass distribution of e-books to complement paper-based textbooks for secondary learners.,Education
KYPA partners with IEBC for youth parliamentarian voter registration in schools.,Education
KICD introduces curricula content supporting teaching in local indigenous languages in primary and secondary schools.,Education
UNDP Kenya and NCTC lead PREVENT to strengthen community resilience.,Security
"Innovativeness, investment and teamwork is important in technology and does great in farming . Available technology among small scale farmers...",Agriculture
KICD develops new engaging digital content tailored for early childhood education (ECDE).,Education
Online scholarship portal launched for university students.,Education
There is good progress observed in Kenya among 12 countries of Africa in the fight against malaria targeted tio receive 18 million malaria vaccine dosses for the next 2 year,Health
Makebgood public relationships with hoteliers where you can sell vegetables or milk regularly. Understand the quality and quantities they require and supply method.,Agriculture
TSC offers training programs for teachers on effective digital pedagogies for modern classrooms.,Education
On September 1 2025 KUCCPS will open its portal for the September 2025 university and TVET intake targeting 2024 KCSE candidates.,Education
The Ministry of Education partnered with Cisco to train 3000 TVET students in digital skills across Kenya.,Education
Differentiate how yourmilk appears in the market by branding with permanent seal. Learn about branding and sales techniques.,Agriculture
Ministry of Energy collaborates with Ministry of Education to install renewable energy labs in secondary schools.,Education
"USDA influences farming which aims at protecting soil manure, livestock enriching land manure.",Agriculture
Information about food markets and good eating habits in Kenya. Embrace team work amongst both genders about quality feeding and whats happening..,Agriculture
"The MoH has announced that 3.5 million children, until now have received their measles vaccination through the ongoing campaign on measles-Rubella (MR) and Typhoid Conjugate Vaccine (TCV)",Health
"TSC releases new salary scale – interns to earn Ksh 50,000 from January.",Education
Ichungwah urges Kiambu residents to back government for continued development gains,Governance
Announced how youth-run school shops offer fortified porridge and snacks in partnership with health officials.,Health
A pilot supplying instrumements and educating women to plant protenious foods within their compounds through backet farming system,Health
The Ministry of Energy intends to increase the number of number of malaria vaccine children aged 6 months to 14 years,Health
Mobile clinicks are important in bringing medical services closer to communities and care for expectant mothers,Health
"Climate-smart agriculture interventions are site-specific, and all countries already have in place many policies and programmes that address the challenges of ...",Agriculture
Ministry of ICT rolls out certification exams to validate digital literacy competencies among youth nationwide.,Education
KNCHR hosts county dialogues on justice and equity.,Education
"More so, technology that boosts farm products, like the ones that weather resilient and livestock breeds that are hardy, increase resilience..",Agriculture
Government department is encouraging finger millet farming and millet to be included in farming in response to climate change,Health
Focus on daily acts of integrity,Education
"How technology is utilized. Maize farming be done according to market to demands and other crops, not i a coercive manner.",Agriculture
"Climate smart agriculture as ratified by FAO target three goals 1. Increase yields and income sustainably, 2. Incomes through current farming",Agriculture
Our education system has prioritised examinations and assessment scores over comprehensive learning of diverse disciplines. The devaluing of so-called blue collar jobs in Kenya has become a mentality ...,Education
"Up on that, reaching good markets is likely to increase revenue on farm products and profit to farmers on a variety nutritious products. Such topics bring..",Agriculture
Being mentally informed helps to build you mental capacity. Share good talks with your friends and the people of your household in a bid to build harmony and to reduce scolding.,Health
"Announcement to all people is something acceptable to promote casava farming, beans vegetables in preventing food shortages",Health
Camopaign cionducted by GAIN Mombasa encouraged availability of horticultural products at affordable prices next to the market,Health
"Academic forums examined youth trauma, state violence, and pathways to justice arising from protest repression.",Security
"Deworming infants in every 6 months promotes body development, intellectual growth and academic capacity",Health
The Ministry of Health has announced that polio vaccination is safe after two children dying from polio,Health
Teachers Service Commission launches a digital mentorship platform for teacher-to-teacher support and collaboration.,Education
The idealogy of starting climate smart agriculture (CSA) pioneered by FAO together with International Alliance on Clinate Smart Agriculture (IACSS)whose duty...,Agriculture
Agriculture (UNDFF). Groups can register in FO...(3) to attain farming on digital and technology among small scale farmers and large scale factories .,Agriculture
"Discover the benefit farmer cooperative societies. Learn to harness the importance of joint discussions, reduce production costs and getting agricultural services .",Agriculture
"There is community spread in three key areas: Eastleigh, Kawangware, and Old Town Mombasa. We need to take serious action in those areas",Health
"Straight row planting allows the use of hand-operated, push-pull weeders. ... New technology x technology or technology x environmental interactions may be ...",Agriculture
"Principal Secretary for Public Health and Professionals Standards, Mary Muthoni, urges the county government to ensure that the programs and activities implemented by the ministry reach the common mwananchi. She specifically singles out the Community Health Volunteers, who act as the primary household referral persons. She highlights their training and kitting, enabling them to effectively address preventive health issues.",Governance
"A method of utilizing ripparian section and mixed farming. A swift plan need to be undertaken to control or prevent fall army worms ,this rests upon the farmers themselves.",Agriculture
"Market accessibility for farm produce and trade, translate into boosting arable land with manure and good farming practices.",Agriculture
"Sang'alo East Residents Stage Demos Against Bad Roads, Issue Ultimatum To Their Local Leaders",Governance
The Ministry of Health has directed proving fruits to all public primary school safe from sugarly foods by 2026,Health
The Ministry of Health has launched a mass distribution of mosquito nets in Tana River County to combat malaria in high-risk areas.,Health
"Test your soil with KALRO to know its fertility rati and PH,and to guide you on type of fertiliser needed in your bean crop.",Agriculture
Kenya will distribute insects that feed on mosquitos that cause malaria as malaria control measure,Health
Demonstration fields shows are important in improving our yields. Learn to know about mixed farming and livestock consistently embraced.,Agriculture
"Ecpectant mothers are advized to eat only required foods for their health and their unborn babies, with minerals like iron, protein and vitamin in support of the unborn baby and pregnancy care",Health
"There is a toll free number 1199 for breast feeding mothers, for advise and timely help at any time.",Health
County Funds Delay Lingers: Kakamega governor Fernandes Barasa urges the National government to release funds owed to counties with immediate effect,Governance
"Control agricultural waste like maize stocks to be organic compost, and left overs from cattle feeds, and other disposable,to mauntain a healthy environment .",Agriculture
Smart agriculture has transformed our farm to reach out on levels expected for a farm with due regards to that particular land as it follows.,Agriculture
"Canisius Kanangire Kenya's Agriculture and Livestock Development Cabinet Secretary Mthika Linturi in March 2023 asked Kenyans to feed on rice, sweet potatoes ..",Agriculture
"Counties in southern Kenya have registered huigh malaria infections, which has caused pannic among researchers, more especially on new mosquitoes in Kenya",Health
"Public transport burn in Nairobi, Mombasa and Mandera will be extended for one more month. All bars to remain closed for the next more 30 days",Health
"The Global Fund Boss has requested President Ruto, to start contributing to the fight of HIVAIDS, TB and Malaria",Health
EU and Kenya partnership supports effective implementation of NSCVE.,Security
"Poultry farmers in America apply vaccines of Marek disease, to protect poultry from virus transmission .",Agriculture
Kenya led the 9th African Anti‑Corruption Day urging unified action.,Security
"Agriculture is one sector out to combart hunger, poverty, diseases which we encounter, if we don't feed enough nutrients into our bodies. Nevertheless, there's notable changes.",Agriculture
Learn how agriculture càn contribute in school feeding program with new supply of kales.,Agriculture
"All church leaders under the world council of churches, have appeale to governments to provide assistance by contributing to the their account to enable them in the fight against HIV AIDS and malaria",Health
"Free national e-learning platform launched – 50,000 lessons, no data needed!",Education
"Sports and exercises contributes to to your good health in various ways, prevent drugs and substance abuse during school or work holidays. Contribute to good order, supports mental care, builds good relationships and to assist school children to buils good characters as prtevention measures from indulging into bad behaviors",Health
"Increase your coffee incomes and its markets, reduce farm losses of your harvest, and know how best you can harvest.",Agriculture
Climate smart agriculture is a system of placing best practices in farming to enhance food security and triggger development..,Agriculture
Ministry of ICT runs national digital literacy awareness campaigns targeting parents and caregivers.,Education
KNCHR uses theatre to teach human rights principles.,Education
"The second bulletin in Africa concerning Agricultural Technology ( ACAT) shall be held in Kigali, Rwanda commencing June 9-13, 2025.",Agriculture
NIA: Probe sacked ministers Lobby group urges EACC to probe recently dismissed CSS Masinde: scrutinize former css and source of heir wealth Group also urges Ruto to appoint corruption free CSS,Governance
"Climate smart agriculture and drought and floods resistance crops is important resilience methods at times of difficulty, change farmers to suit current farming methods that are sustainable. A group Sustainable Solutions Kenya (SUSOK), they encourage planting resilient crops, to fortify small scale farmers during climate change to sustain food security, protect the environment and increase food intake. This program inspires continuous learning to maintain achievements gained so far.",Agriculture
Farmers are urged to shift use of hybrid seeds that are pest resistant to reduce harvets losses.,Agriculture
Isiolo Leadership Wrangles: Leaders demand an end to abductions of MCAs in Isiolo County Tupi urges government to restore order and security in Isiolo,Governance
Every child must have a clinical card for its treatment. Keep it safe and carry it always when you are taking the child for medical care,Health
"Mental health affects our thoughts, emotions and actions daily. Prioritizing mental health is key, even when feeling OK. Let's make mental health and wellbeing a reality for all.",Health
"Manage your farm labor effectively by understanding fair hiring practices, providing good working conditions, and ensuring worker safety for irrigation.",Agriculture
Judiciary introduced a strategic framework to eliminate corruption.,Security
Matatus feature civic messages on windows,Education
"Taking exercise contributes to your good health. Nigo egokonya enkoro, obongo nomobere bionsi amo",Health
"Expectant women are requested to start visiting atenantal clinics starting from the first three months of conception, for the benefit of the mother and the child",Health
Global partnerships enhance anti‑corruption efforts through stronger enforcement and transparency.,Security
The government and milk sector in collboration wish to start supply primry schools with milk to strengthen good feeding to children,Health
Every person deserves respect and help in his or her journey in mental health. Lets discourage dispising and to build our region by fronting development for each one of us,Health
Launching of Kenya's national Nutrient Profiling Model to guide labeling and regulation of unhealthy packaged foods.,Health
Mental health is important in work places and successful service delivery. Prioritize mental health more than bodily priorities.,Health
The push-pull technology by ICIPE in the fight of fall army worms.ICIPE. plantwiseplus knowledge bank information of Video Factsheet 12 September 2024.,Agriculture
"Water pumps that use solar energy is one appropriate method of irrigation in banana field, thus reducing the use of diesel fuel or hand energy.",Agriculture
